"Julian Date","Event Date","Event Time","Altitude","Wind Direction","Wind Speed","Wind Shear","Temperature","Dew Point","Pressure","Relative Humidity","AbsoluteHumidity","Density","IndexOfRefraction","VelocityOfSound","SaturationVaporPressure","PrecipitableWater"
"15339","12/05/2015","18:10:00","1000","62","28.5","0.036","21.3","16.2","990.16","73","13.59","1163.23","340","671","18.47","4"
"15339","12/05/2015","18:10:00","2000","65","27.9","0.003","18.5","15.4","955.90","82","13.01","1133.91","331","668","17.51","8"
"15339","12/05/2015","18:10:00","3000","72","23.8","0.009","16.5","13.8","922.55","84","11.77","1102.44","317","666","15.74","12"
"15339","12/05/2015","18:10:00","4000","72","18.7","0.009","14.5","12.0","890.15","85","10.60","1071.62","304","663","14.07","16"
"15339","12/05/2015","18:10:00","5000","63","15.8","0.006","12.6","10.5","858.66","87","9.65","1040.98","291","661","12.73","19"
"15339","12/05/2015","18:10:00","6000","54","13.5","0.006","11.0","7.5","828.09","79","7.90","1010.46","274","659","10.36","22"
"15339","12/05/2015","18:10:00","7000","26","10.2","0.011","9.3","0.7","798.41","55","4.93","981.77","249","656","6.42","23"
"15339","12/05/2015","18:10:00","8000","0","2.3","0.014","8.0","1.9","769.62","65","5.41","950.36","246","655","7.02","25"
"15339","12/05/2015","18:10:00","9000","282","10.4","0.017","6.7","-1.3","741.71","57","4.30","920.73","232","653","5.55","26"
"15339","12/05/2015","18:10:00","10000","245","15.3","0.016","5.2","0.2","714.72","70","4.82","891.61","229","651","6.19","28"
"15339","12/05/2015","18:10:00","11000","242","15.2","0.001","4.9","-19.4","688.60","15","1.03","862.16","199","650","1.32","29"
"15339","12/05/2015","18:10:00","12000","260","15.2","0.008","4.7","-24.8","663.37","10","0.63","831.38","189","650","0.81","29"
"15339","12/05/2015","18:10:00","13000","263","19.4","0.007","4.1","-43.8","639.04","2","0.10","802.93","179","649","0.12","29"
"15339","12/05/2015","18:10:00","14000","263","22.5","0.005","2.0","-33.6","615.47","5","0.28","779.11","175","647","0.35","29"
"15339","12/05/2015","18:10:00","15000","262","21.1","0.002","-0.8","-35.3","592.58","5","0.24","757.86","170","643","0.30","29"
"15339","12/05/2015","18:10:00","16000","254","23.7","0.007","-2.3","-47.3","570.37","2","0.07","733.59","164","642","0.08","29"
"15339","12/05/2015","18:10:00","17000","264","16.9","0.013","-3.9","-43.4","548.84","3","0.10","710.07","159","640","0.13","29"
"15339","12/05/2015","18:10:00","18000","243","14.5","0.011","-5.5","-43.0","528.05","3","0.11","687.26","154","638","0.13","29"
"15339","12/05/2015","18:10:00","19000","238","14.2","0.002","-7.6","-47.7","507.89","2","0.06","666.27","149","635","0.08","29"
"15339","12/05/2015","18:10:00","20000","253","13.5","0.006","-9.9","-48.9","488.35","2","0.06","646.24","144","632","0.07","29"
"15339","12/05/2015","18:10:00","21000","261","12.8","0.003","-11.9","-44.3","469.42","5","0.10","625.92","140","630","0.12","29"
"15339","12/05/2015","18:10:00","22000","269","13.9","0.004","-14.4","-46.2","451.06","5","0.08","607.26","136","627","0.09","29"
"15339","12/05/2015","18:10:00","23000","279","20.5","0.012","-16.6","-48.6","433.26","4","0.06","588.31","131","624","0.07","29"
"15339","12/05/2015","18:10:00","24000","259","23.4","0.014","-18.7","-50.7","416.03","4","0.05","569.58","127","622","0.06","29"
"15339","12/05/2015","18:10:00","25000","256","20.6","0.005","-21.1","-52.5","399.35","4","0.04","551.95","123","619","0.05","29"
