"Event Date","Event Time","Mill Number","One Minute Mean"
"05/25/2022","14:15:00","1","71"
"05/25/2022","14:15:00","2","29"
"05/25/2022","14:15:00","4","48"
"05/25/2022","14:15:00","5","24"
"05/25/2022","14:15:00","6","20"
"05/25/2022","14:15:00","7","29"
"05/25/2022","14:15:00","8","39"
"05/25/2022","14:15:00","9","47"
"05/25/2022","14:15:00","10","24"
"05/25/2022","14:15:00","11","22"
"05/25/2022","14:15:00","12","25"
"05/25/2022","14:15:00","14","30"
"05/25/2022","14:15:00","16","59"
"05/25/2022","14:15:00","17","25"
"05/25/2022","14:15:00","18","22"
"05/25/2022","14:15:00","19","30"
"05/25/2022","14:15:00","20","34"
"05/25/2022","14:15:00","21","20"
"05/25/2022","14:15:00","22","18"
"05/25/2022","14:15:00","24","32"
"05/25/2022","14:15:00","25","26"
"05/25/2022","14:15:00","26","53"
"05/25/2022","14:15:00","28","43"
"05/25/2022","14:15:00","29","36"
"05/25/2022","14:15:00","30","39"
"05/25/2022","14:15:00","31","35"
"05/25/2022","14:15:00","32","38"
"05/25/2022","14:15:00","34","38"
"05/25/2022","14:15:00","35","37"
"05/25/2022","14:16:00","1","60"
"05/25/2022","14:16:00","2","29"
"05/25/2022","14:16:00","4","46"
"05/25/2022","14:16:00","5","24"
"05/25/2022","14:16:00","6","20"
"05/25/2022","14:16:00","7","30"
"05/25/2022","14:16:00","8","39"
"05/25/2022","14:16:00","9","51"
"05/25/2022","14:16:00","10","23"
"05/25/2022","14:16:00","11","22"
"05/25/2022","14:16:00","12","29"
"05/25/2022","14:16:00","14","35"
"05/25/2022","14:16:00","16","60"
"05/25/2022","14:16:00","17","26"
"05/25/2022","14:16:00","18","20"
"05/25/2022","14:16:00","19","26"
"05/25/2022","14:16:00","20","34"
"05/25/2022","14:16:00","21","20"
"05/25/2022","14:16:00","22","19"
"05/25/2022","14:16:00","24","31"
"05/25/2022","14:16:00","25","28"
"05/25/2022","14:16:00","26","52"
"05/25/2022","14:16:00","28","40"
"05/25/2022","14:16:00","29","40"
"05/25/2022","14:16:00","30","35"
"05/25/2022","14:16:00","31","25"
"05/25/2022","14:16:00","32","37"
"05/25/2022","14:16:00","34","37"
"05/25/2022","14:16:00","35","42"
"05/25/2022","14:17:00","1","53"
"05/25/2022","14:17:00","2","29"
"05/25/2022","14:17:00","4","43"
"05/25/2022","14:17:00","5","26"
"05/25/2022","14:17:00","6","19"
"05/25/2022","14:17:00","7","31"
"05/25/2022","14:17:00","8","44"
"05/25/2022","14:17:00","9","46"
"05/25/2022","14:17:00","10","24"
"05/25/2022","14:17:00","11","24"
"05/25/2022","14:17:00","12","29"
"05/25/2022","14:17:00","14","30"
"05/25/2022","14:17:00","16","52"
"05/25/2022","14:17:00","17","28"
"05/25/2022","14:17:00","18","21"
"05/25/2022","14:17:00","19","24"
"05/25/2022","14:17:00","20","32"
"05/25/2022","14:17:00","21","22"
"05/25/2022","14:17:00","22","17"
"05/25/2022","14:17:00","24","34"
"05/25/2022","14:17:00","25","25"
"05/25/2022","14:17:00","26","57"
"05/25/2022","14:17:00","28","41"
"05/25/2022","14:17:00","29","38"
"05/25/2022","14:17:00","30","37"
"05/25/2022","14:17:00","31","9"
"05/25/2022","14:17:00","32","39"
"05/25/2022","14:17:00","34","39"
"05/25/2022","14:17:00","35","46"
"05/25/2022","14:18:00","5","27"
"05/25/2022","14:18:00","6","22"
"05/25/2022","14:18:00","7","31"
"05/25/2022","14:18:00","8","38"
"05/25/2022","14:18:00","9","43"
"05/25/2022","14:18:00","10","23"
"05/25/2022","14:18:00","11","22"
"05/25/2022","14:18:00","12","27"
"05/25/2022","14:18:00","14","33"
"05/25/2022","14:18:00","16","49"
"05/25/2022","14:18:00","17","26"
"05/25/2022","14:18:00","18","23"
"05/25/2022","14:18:00","19","24"
"05/25/2022","14:18:00","20","32"
"05/25/2022","14:18:00","21","23"
"05/25/2022","14:18:00","22","17"
"05/25/2022","14:18:00","24","37"
"05/25/2022","14:18:00","25","25"
"05/25/2022","14:18:00","26","68"
"05/25/2022","14:18:00","28","38"
"05/25/2022","14:18:00","29","38"
"05/25/2022","14:18:00","30","37"
"05/25/2022","14:18:00","31","26"
"05/25/2022","14:18:00","32","39"
"05/25/2022","14:18:00","34","39"
"05/25/2022","14:18:00","35","40"
"05/25/2022","14:18:00","1","62"
"05/25/2022","14:18:00","2","29"
"05/25/2022","14:18:00","4","48"
"05/25/2022","14:19:00","1","61"
"05/25/2022","14:19:00","2","29"
"05/25/2022","14:19:00","4","43"
"05/25/2022","14:19:00","5","28"
"05/25/2022","14:19:00","6","23"
"05/25/2022","14:19:00","7","30"
"05/25/2022","14:19:00","8","43"
"05/25/2022","14:19:00","9","42"
