"Julian Day","Event Date","Event Time","Rain Gauge","Inches","IsActive"
"22170","06/19/2022","03:33:59","30","0.01","True"
"22170","06/19/2022","03:49:39","30","0.01","True"
"22170","06/19/2022","04:09:11","30","0.01","True"
