"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"08/06/2019","07:25:00","0002 NW  SE","6","5","","","","","","","","75.6","","72.8","91",""
"08/06/2019","07:25:00","0002 NW  SE","12","5","208","4","212","7","215","9","12","","","","",""
"08/06/2019","07:25:00","0002 NW  SE","54","5","209","7","210","9","214","11","8","77.1","1.4","74.3","91",""
"08/06/2019","07:25:00","0002 NW  SE","90","5","206","9","208","13","208","13","6","","","","",""
"08/06/2019","07:25:00","0002 NW  SE","145","5","215","11","214","14","214","14","4","","","","",""
"08/06/2019","07:25:00","0002 NW  SE","204","5","210","13","212","14","211","15","3","76.8","","73.7","90",""
"08/06/2019","07:25:00","SLC 40","54","5","","","","","","","","","","","",""
"08/06/2019","07:25:00","SLC 41","230","5","","","","","","","","","","","",""
"08/06/2019","07:25:00","SLC 41","231","5","","","","","","","","","","","",""
"08/06/2019","07:25:00","0110 NW  SE","6","5","","","","","","","","77.4","","75.9","95",""
"08/06/2019","07:25:00","0110 NW  SE","12","5","205","4","205","8","217","9","17","","","","",""
"08/06/2019","07:25:00","0110 NW  SE","54","5","210","9","205","12","199","12","6","77.5","0.2","75.0","92",""
"08/06/2019","07:25:00","0110 NW  SE","162","5","211","10","210","13","210","13","4","","","","",""
"08/06/2019","07:25:00","0110 NW  SE","204","5","211","10","215","13","215","13","4","76.7","","74.4","93",""
"08/06/2019","07:25:00","0313 NE  SW","6","5","","","","","","","","74.8","","73.7","96","1015.2"
"08/06/2019","07:25:00","0313 NE  SW","12","5","205","1","216","3","216","3","31","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","54","5","210","5","217","8","217","8","10","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","162","5","218","8","218","9","217","10","4","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","204","5","221","9","218","10","219","11","4","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","295","5","209","8","203","11","204","12","4","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","394","5","227","10","225","14","227","15","3","","","","",""
"08/06/2019","07:25:00","0313 NE  SW","492","5","","","","","","","","","","","",""
"08/06/2019","07:25:00","0002 SE  SE","6","5","","","","","","","","76.7","","74.2","92",""
"08/06/2019","07:25:00","0002 SE  SE","12","5","214","5","176","8","176","8","11","","","","",""
"08/06/2019","07:25:00","0002 SE  SE","54","5","217","8","210","10","215","12","7","77.2","0.5","74.1","90",""
"08/06/2019","07:25:00","0002 SE  SE","90","5","216","10","213","13","219","13","6","","","","",""
"08/06/2019","07:25:00","0002 SE  SE","145","5","220","11","221","14","221","14","4","","","","",""
"08/06/2019","07:25:00","0002 SE  SE","204","5","221","13","219","15","222","15","3","77.3","","73.7","89",""
"08/06/2019","07:25:00","0110 SE  SE","6","5","","","","","","","","77.2","","75.3","94",""
"08/06/2019","07:25:00","0110 SE  SE","12","5","218","4","206","9","206","9","17","","","","",""
"08/06/2019","07:25:00","0110 SE  SE","54","5","214","10","199","12","199","12","7","77.9","0.7","77.8","99",""
"08/06/2019","07:25:00","0110 SE  SE","162","5","210","10","206","12","208","13","4","","","","",""
"08/06/2019","07:25:00","0110 SE  SE","204","5","206","11","206","13","205","13","4","76.2","","75.2","97",""
"08/06/2019","07:25:00","0313 SW  SW","6","5","","","","","","","","75.3","","74.2","97","1015.1"
"08/06/2019","07:25:00","0313 SW  SW","12","5","201","1","204","4","204","4","23","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","54","5","211","4","226","7","221","7","15","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","162","5","205","7","202","8","195","8","7","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","204","5","219","8","220","9","222","10","3","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","295","5","228","10","228","12","227","12","3","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","394","5","226","12","227","13","228","14","3","","","","",""
"08/06/2019","07:25:00","0313 SW  SW","492","5","0","0","0","0","0","0","2","","","","",""
"08/06/2019","07:25:00","0006 SE  NW","6","5","","","","","","","","75.7","","75.7","100",""
"08/06/2019","07:25:00","0006 SE  NW","12","5","221","3","224","5","224","5","16","","","","",""
"08/06/2019","07:25:00","0006 SE  NW","54","5","218","6","218","7","218","7","8","77.1","1.4","74.5","92",""
