"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"12/04/2015","19:15:00","0002 NW  SE","6","5","","","","","","","","76.3","","68.1","76",""
"12/04/2015","19:15:00","0002 NW  SE","12","5","30","7","27","15","27","15","21","","","","",""
"12/04/2015","19:15:00","0002 NW  SE","54","5","23","13","19","21","19","21","12","75.1","-1.1","67.7","78",""
"12/04/2015","19:15:00","0002 NW  SE","90","5","30","15","46","21","46","21","10","","","","",""
"12/04/2015","19:15:00","0002 NW  SE","145","5","32","17","38","22","38","22","9","","","","",""
"12/04/2015","19:15:00","0002 NW  SE","204","5","32","18","29","22","35","22","7","74.0","","66.4","77",""
"12/04/2015","19:15:00","SLC 40","54","5","","","","","","","","","","","",""
"12/04/2015","19:15:00","SLC 41","230","5","37","21","39","24","35","25","2","","","","",""
"12/04/2015","19:15:00","SLC 41","231","5","38","16","43","24","43","24","4","","","","",""
"12/04/2015","19:15:00","0002 SE  SE","6","5","","","","","","","","77.0","","69.3","77",""
"12/04/2015","19:15:00","0002 SE  SE","12","5","27","8","32","14","32","14","15","","","","",""
"12/04/2015","19:15:00","0002 SE  SE","54","5","23","13","10","20","10","20","12","75.6","-1.3","68.3","78",""
"12/04/2015","19:15:00","0002 SE  SE","90","5","26","15","28","21","28","21","9","","","","",""
"12/04/2015","19:15:00","0002 SE  SE","145","5","27","17","27","22","27","22","8","","","","",""
"12/04/2015","19:15:00","0002 SE  SE","204","5","32","17","32","22","37","23","8","73.9","","64.9","74",""
"12/04/2015","19:15:00","0313 NE  NE","6","5","","","","","","","","74.7","","66.8","76","1021.0"
"12/04/2015","19:15:00","0313 NE  NE","12","5","19","8","19","13","19","13","15","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","54","5","20","12","25","18","25","18","10","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","162","5","26","14","29","19","27","19","7","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","204","5","15","15","19","20","19","20","7","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","295","5","21","17","20","22","20","22","6","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","394","5","8","18","8","21","7","22","5","","","","",""
"12/04/2015","19:15:00","0313 NE  NE","492","5","27","20","30","22","31","23","4","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","6","5","","","","","","","","74.9","","66.4","75","1020.9"
"12/04/2015","19:15:00","0313 SW  NE","12","5","12","9","12","15","12","15","14","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","54","5","21","10","11","16","11","16","10","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","162","5","26","11","16","18","19","19","8","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","204","5","25","12","31","17","31","17","7","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","295","5","35","13","29","18","29","18","6","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","394","5","26","12","25","16","32","17","7","","","","",""
"12/04/2015","19:15:00","0313 SW  NE","492","5","27","17","25","20","29","20","5","","","","",""
"12/04/2015","19:15:00","0006 SE  NW","6","5","","","","","","","","74.9","","67.9","79",""
"12/04/2015","19:15:00","0006 SE  NW","12","5","33","6","16","14","16","14","17","","","","",""
"12/04/2015","19:15:00","0006 SE  NW","54","5","25","10","24","17","42","18","11","74.0","-1.0","67.4","80",""
"12/04/2015","19:15:00","0006 SE  NW","162","5","29","18","33","23","28","23","3","","","","",""
"12/04/2015","19:15:00","0006 SE  NW","204","5","29","20","30","23","30","23","3","73.7","","66.6","78",""
"12/04/2015","19:15:00","0006 NW  NW","6","5","","","","","","","","75.3","","68.5","80",""
"12/04/2015","19:15:00","0006 NW  NW","12","5","37","6","64","13","38","14","21","","","","",""
"12/04/2015","19:15:00","0006 NW  NW","54","5","37","11","43","17","46","17","12","74.4","-0.9","69.0","83",""
"12/04/2015","19:15:00","0006 NW  NW","162","5","30","19","31","24","31","24","3","","","","",""
"12/04/2015","19:15:00","0006 NW  NW","204","5","21","21","23","25","23","25","3","73.7","","65.9","76",""
"12/04/2015","19:15:00","0110 NW  NW","6","5","","","","","","","","76.0","","66.5","72",""
"12/04/2015","19:15:00","0110 NW  NW","12","5","37","7","45","16","30","16","23","","","","",""
"12/04/2015","19:15:00","0110 NW  NW","54","5","34","13","28","21","28","21","12","74.7","-1.4","66.4","75",""
"12/04/2015","19:15:00","0110 NW  NW","162","5","37","18","39","23","39","24","7","","","","",""
"12/04/2015","19:15:00","0110 NW  NW","204","5","37","19","35","24","32","24","6","73.8","","65.7","76",""
"12/04/2015","19:15:00","0110 SE  NW","6","5","","","","","","","","75.7","","66.8","74",""
"12/04/2015","19:15:00","0110 SE  NW","12","5","29","7","35","14","35","14","19","","","","",""
"12/04/2015","19:15:00","0110 SE  NW","54","5","28","13","22","22","22","22","12","75.1","-0.6","68.5","80",""
"12/04/2015","19:15:00","0110 SE  NW","162","5","30","18","32","23","37","24","7","","","","",""
"12/04/2015","19:15:00","0110 SE  NW","204","5","30","19","32","23","26","25","6","74.0","","64.4","72",""
"12/04/2015","19:20:00","0002 NW  SE","6","5","","","","","","","","76.5","","68.0","75",""
"12/04/2015","19:20:00","0002 NW  SE","12","5","29","7","43","16","43","16","22","","","","",""
"12/04/2015","19:20:00","0002 NW  SE","54","5","23","14","23","22","23","22","12","75.3","-1.2","67.6","77",""
"12/04/2015","19:20:00","0002 NW  SE","90","5","29","17","26","22","26","22","10","","","","",""
"12/04/2015","19:20:00","0002 NW  SE","145","5","32","18","21","22","38","22","8","","","","",""
"12/04/2015","19:20:00","0002 NW  SE","204","5","32","19","26","23","26","23","7","74.0","","66.3","77",""
"12/04/2015","19:20:00","SLC 40","54","5","","","","","","","","","","","",""
"12/04/2015","19:20:00","SLC 41","230","5","36","21","35","23","39","24","2","","","","",""
"12/04/2015","19:20:00","SLC 41","231","5","35","14","41","22","43","24","4","","","","",""
"12/04/2015","19:20:00","0002 SE  SE","6","5","","","","","","","","77.3","","69.3","76",""
"12/04/2015","19:20:00","0002 SE  SE","12","5","25","8","34","15","34","15","15","","","","",""
"12/04/2015","19:20:00","0002 SE  SE","54","5","22","14","25","21","25","21","12","75.9","-1.4","68.3","77",""
"12/04/2015","19:20:00","0002 SE  SE","90","5","25","16","17","21","17","21","9","","","","",""
"12/04/2015","19:20:00","0002 SE  SE","145","5","27","18","31","23","31","23","8","","","","",""
"12/04/2015","19:20:00","0002 SE  SE","204","5","33","18","27","22","27","22","8","74.0","","64.8","73",""
"12/04/2015","19:20:00","0313 NE  NE","6","5","","","","","","","","74.8","","67.2","77","1021.0"
"12/04/2015","19:20:00","0313 NE  NE","12","5","16","8","19","14","19","14","15","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","54","5","18","11","18","16","25","18","10","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","162","5","26","13","33","18","29","19","8","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","204","5","14","13","1","19","19","20","7","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","295","5","21","16","25","20","20","22","6","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","394","5","7","18","12","22","12","22","5","","","","",""
"12/04/2015","19:20:00","0313 NE  NE","492","5","26","20","30","23","30","23","4","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","6","5","","","","","","","","74.9","","66.7","76","1021.0"
"12/04/2015","19:20:00","0313 SW  NE","12","5","10","8","11","15","11","15","14","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","54","5","19","10","13","17","13","17","10","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","162","5","26","10","20","18","20","18","8","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","204","5","24","11","12","19","12","19","7","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","295","5","34","12","42","17","29","18","6","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","394","5","25","12","24","16","24","16","6","","","","",""
"12/04/2015","19:20:00","0313 SW  NE","492","5","26","17","29","20","29","20","5","","","","",""
"12/04/2015","19:20:00","0006 SE  NW","6","5","","","","","","","","74.8","","67.7","78",""
"12/04/2015","19:20:00","0006 SE  NW","12","5","34","6","31","14","31","14","17","","","","",""
"12/04/2015","19:20:00","0006 SE  NW","54","5","24","10","29","17","24","17","11","73.9","-1.0","67.1","79",""
"12/04/2015","19:20:00","0006 SE  NW","162","5","29","18","28","21","33","23","3","","","","",""
"12/04/2015","19:20:00","0006 SE  NW","204","5","29","19","29","23","30","23","3","73.6","","66.4","78",""
"12/04/2015","19:20:00","0006 NW  NW","6","5","","","","","","","","75.1","","68.4","80",""
"12/04/2015","19:20:00","0006 NW  NW","12","5","34","6","21","13","21","13","21","","","","",""
"12/04/2015","19:20:00","0006 NW  NW","54","5","34","11","38","17","38","17","12","74.2","-0.9","68.8","83",""
"12/04/2015","19:20:00","0006 NW  NW","162","5","30","19","34","23","31","24","3","","","","",""
"12/04/2015","19:20:00","0006 NW  NW","204","5","20","20","20","24","23","25","3","73.7","","65.7","76",""
"12/04/2015","19:20:00","0110 NW  NW","6","5","","","","","","","","76.4","","66.5","71",""
"12/04/2015","19:20:00","0110 NW  NW","12","5","34","7","36","14","45","16","24","","","","",""
"12/04/2015","19:20:00","0110 NW  NW","54","5","34","13","35","20","28","21","12","74.8","-1.6","66.4","75",""
"12/04/2015","19:20:00","0110 NW  NW","162","5","36","19","47","24","47","24","7","","","","",""
"12/04/2015","19:20:00","0110 NW  NW","204","5","37","20","40","25","40","25","5","73.8","","65.6","76",""
"12/04/2015","19:20:00","0110 SE  NW","6","5","","","","","","","","76.0","","66.9","73",""
"12/04/2015","19:20:00","0110 SE  NW","12","5","29","7","17","13","35","14","19","","","","",""
"12/04/2015","19:20:00","0110 SE  NW","54","5","28","14","33","19","22","22","11","75.3","-0.7","68.5","80",""
"12/04/2015","19:20:00","0110 SE  NW","162","5","30","18","34","24","34","24","7","","","","",""
"12/04/2015","19:20:00","0110 SE  NW","204","5","31","19","31","23","31","23","5","74.0","","64.4","72",""
"12/04/2015","19:25:00","0002 NW  SE","6","5","","","","","","","","77.0","","67.9","74",""
"12/04/2015","19:25:00","0002 NW  SE","12","5","36","7","43","17","43","17","22","","","","",""
"12/04/2015","19:25:00","0002 NW  SE","54","5","26","13","40","21","23","22","12","75.7","-1.4","67.6","76",""
"12/04/2015","19:25:00","0002 NW  SE","90","5","32","15","27","23","27","23","10","","","","",""
"12/04/2015","19:25:00","0002 NW  SE","145","5","31","16","41","25","41","25","9","","","","",""
"12/04/2015","19:25:00","0002 NW  SE","204","5","30","18","37","24","37","24","7","74.3","","66.1","76",""
"12/04/2015","19:25:00","SLC 40","54","5","","","","","","","","","","","",""
"12/04/2015","19:25:00","SLC 41","230","5","36","22","33","24","33","24","2","","","","",""
"12/04/2015","19:25:00","SLC 41","231","5","35","14","39","19","41","22","4","","","","",""
"12/04/2015","19:25:00","0002 SE  SE","6","5","","","","","","","","77.7","","69.2","75",""
"12/04/2015","19:25:00","0002 SE  SE","12","5","31","8","25","16","25","16","15","","","","",""
"12/04/2015","19:25:00","0002 SE  SE","54","5","27","13","19","21","19","21","12","76.2","-1.4","68.2","76",""
"12/04/2015","19:25:00","0002 SE  SE","90","5","28","15","41","23","41","23","9","","","","",""
"12/04/2015","19:25:00","0002 SE  SE","145","5","26","17","33","24","33","24","8","","","","",""
"12/04/2015","19:25:00","0002 SE  SE","204","5","30","18","33","23","33","23","8","74.3","","64.6","72",""
"12/04/2015","19:25:00","0313 NE  NE","6","5","","","","","","","","74.9","","67.1","77","1021.1"
"12/04/2015","19:25:00","0313 NE  NE","12","5","15","8","8","13","19","14","14","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","54","5","19","12","23","17","23","17","9","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","162","5","28","14","28","18","33","18","8","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","204","5","18","14","16","18","1","19","7","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","295","5","23","16","19","20","19","20","6","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","394","5","10","18","15","23","15","23","5","","","","",""
"12/04/2015","19:25:00","0313 NE  NE","492","5","29","21","33","23","33","23","3","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","6","5","","","","","","","","75.0","","66.6","75","1021.1"
"12/04/2015","19:25:00","0313 SW  NE","12","5","11","9","13","14","11","15","13","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","54","5","21","10","9","14","13","17","9","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","162","5","28","11","14","18","20","18","8","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","204","5","28","11","15","15","12","19","7","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","295","5","37","12","37","17","42","17","6","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","394","5","28","12","25","18","25","18","6","","","","",""
"12/04/2015","19:25:00","0313 SW  NE","492","5","28","17","32","21","32","21","4","","","","",""
"12/04/2015","19:25:00","0006 SE  NW","6","5","","","","","","","","74.6","","67.1","78",""
"12/04/2015","19:25:00","0006 SE  NW","12","5","32","7","34","13","31","14","17","","","","",""
"12/04/2015","19:25:00","0006 SE  NW","54","5","22","11","19","16","29","17","11","73.7","-0.8","66.6","78",""
"12/04/2015","19:25:00","0006 SE  NW","162","5","27","19","31","22","31","22","3","","","","",""
"12/04/2015","19:25:00","0006 SE  NW","204","5","27","20","30","23","30","23","3","73.6","","65.8","76",""
"12/04/2015","19:25:00","0006 NW  NW","6","5","","","","","","","","74.9","","68.0","79",""
"12/04/2015","19:25:00","0006 NW  NW","12","5","32","6","31","14","31","14","21","","","","",""
"12/04/2015","19:25:00","0006 NW  NW","54","5","33","12","29","18","29","18","12","74.1","-0.8","68.3","82",""
"12/04/2015","19:25:00","0006 NW  NW","162","5","29","20","23","23","23","23","3","","","","",""
"12/04/2015","19:25:00","0006 NW  NW","204","5","19","21","21","24","21","24","3","73.7","","65.1","75",""
"12/04/2015","19:25:00","0110 NW  NW","6","5","","","","","","","","76.3","","66.7","72",""
"12/04/2015","19:25:00","0110 NW  NW","12","5","34","5","45","12","36","14","24","","","","",""
"12/04/2015","19:25:00","0110 NW  NW","54","5","31","11","32","17","35","20","12","74.9","-1.4","66.7","76",""
"12/04/2015","19:25:00","0110 NW  NW","162","5","34","16","42","22","47","24","7","","","","",""
"12/04/2015","19:25:00","0110 NW  NW","204","5","35","17","36","23","40","25","6","73.9","","66.1","77",""
"12/04/2015","19:25:00","0110 SE  NW","6","5","","","","","","","","76.1","","67.3","74",""
"12/04/2015","19:25:00","0110 SE  NW","12","5","28","6","25","12","17","13","19","","","","",""
"12/04/2015","19:25:00","0110 SE  NW","54","5","25","11","25","17","33","19","12","75.3","-0.8","68.8","80",""
"12/04/2015","19:25:00","0110 SE  NW","162","5","27","15","36","22","34","24","7","","","","",""
"12/04/2015","19:25:00","0110 SE  NW","204","5","28","17","20","22","31","23","6","74.0","","64.8","73",""
"12/04/2015","19:30:00","0002 NW  SE","6","5","","","","","","","","76.8","","67.6","73",""
"12/04/2015","19:30:00","0002 NW  SE","12","5","34","6","26","14","43","17","22","","","","",""
"12/04/2015","19:30:00","0002 NW  SE","54","5","23","13","35","21","35","21","12","75.3","-1.5","67.1","76",""
"12/04/2015","19:30:00","0002 NW  SE","90","5","29","14","34","22","27","23","10","","","","",""
"12/04/2015","19:30:00","0002 NW  SE","145","5","29","16","38","22","41","25","8","","","","",""
"12/04/2015","19:30:00","0002 NW  SE","204","5","30","17","28","23","37","24","7","74.2","","65.6","75",""
"12/04/2015","19:30:00","SLC 40","54","5","","","","","","","","","","","",""
"12/04/2015","19:30:00","SLC 41","230","5","35","20","37","23","33","24","2","","","","",""
"12/04/2015","19:30:00","SLC 41","231","5","35","14","39","21","39","21","3","","","","",""
"12/04/2015","19:30:00","0002 SE  SE","6","5","","","","","","","","77.2","","68.7","75",""
"12/04/2015","19:30:00","0002 SE  SE","12","5","28","8","24","15","25","16","15","","","","",""
"12/04/2015","19:30:00","0002 SE  SE","54","5","24","12","23","21","19","21","12","75.9","-1.3","67.8","76",""
"12/04/2015","19:30:00","0002 SE  SE","90","5","25","14","31","20","41","23","9","","","","",""
"12/04/2015","19:30:00","0002 SE  SE","145","5","25","16","32","22","33","24","8","","","","",""
"12/04/2015","19:30:00","0002 SE  SE","204","5","30","17","24","23","33","23","7","74.2","","64.3","71",""
"12/04/2015","19:30:00","0313 NE  NE","6","5","","","","","","","","75.1","","67.1","76","1021.1"
"12/04/2015","19:30:00","0313 NE  NE","12","5","20","7","15","13","8","13","14","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","54","5","23","11","10","16","23","17","9","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","162","5","31","13","28","19","28","19","8","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","204","5","20","14","13","19","13","19","8","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","295","5","24","17","25","20","19","20","6","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","394","5","11","18","8","23","15","23","5","","","","",""
"12/04/2015","19:30:00","0313 NE  NE","492","5","29","21","25","24","25","24","3","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","6","5","","","","","","","","75.2","","66.6","75","1021.1"
"12/04/2015","19:30:00","0313 SW  NE","12","5","14","8","14","13","13","14","13","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","54","5","24","9","14","16","14","16","9","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","162","5","31","9","18","16","14","18","8","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","204","5","30","11","25","15","15","15","7","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","295","5","38","12","24","17","24","17","6","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","394","5","29","12","17","17","25","18","6","","","","",""
"12/04/2015","19:30:00","0313 SW  NE","492","5","28","16","28","21","32","21","4","","","","",""
"12/04/2015","19:30:00","0006 SE  NW","6","5","","","","","","","","74.5","","67.6","79",""
"12/04/2015","19:30:00","0006 SE  NW","12","5","26","5","40","15","40","15","18","","","","",""
"12/04/2015","19:30:00","0006 SE  NW","54","5","19","11","22","17","22","17","11","73.7","-0.8","67.1","80",""
"12/04/2015","19:30:00","0006 SE  NW","162","5","24","18","22","21","31","22","3","","","","",""
"12/04/2015","19:30:00","0006 SE  NW","204","5","23","19","24","22","30","23","3","73.5","","66.6","79",""
"12/04/2015","19:30:00","0006 NW  NW","6","5","","","","","","","","74.8","","68.3","80",""
"12/04/2015","19:30:00","0006 NW  NW","12","5","26","5","44","10","31","14","21","","","","",""
"12/04/2015","19:30:00","0006 NW  NW","54","5","29","11","37","17","29","18","12","74.1","-0.7","68.8","84",""
"12/04/2015","19:30:00","0006 NW  NW","162","5","25","19","24","22","23","23","4","","","","",""
"12/04/2015","19:30:00","0006 NW  NW","204","5","14","20","16","23","21","24","3","73.6","","66.0","77",""
"12/04/2015","19:30:00","0110 NW  NW","6","5","","","","","","","","75.7","","66.9","74",""
"12/04/2015","19:30:00","0110 NW  NW","12","5","36","6","27","14","27","14","23","","","","",""
"12/04/2015","19:30:00","0110 NW  NW","54","5","34","11","46","17","46","17","12","74.6","-1.1","66.9","77",""
"12/04/2015","19:30:00","0110 NW  NW","162","5","36","15","38","20","42","22","7","","","","",""
"12/04/2015","19:30:00","0110 NW  NW","204","5","37","17","45","22","36","23","6","73.7","","66.3","78",""
"12/04/2015","19:30:00","0110 SE  NW","6","5","","","","","","","","75.5","","67.2","76",""
"12/04/2015","19:30:00","0110 SE  NW","12","5","31","6","28","14","28","14","19","","","","",""
"12/04/2015","19:30:00","0110 SE  NW","54","5","28","11","37","18","37","18","12","75.0","-0.5","68.9","81",""
"12/04/2015","19:30:00","0110 SE  NW","162","5","29","15","23","20","36","22","7","","","","",""
"12/04/2015","19:30:00","0110 SE  NW","204","5","30","16","32","21","20","22","6","73.8","","65.2","75",""
"12/04/2015","19:35:00","0002 NW  SE","6","5","","","","","","","","76.5","","67.2","73",""
"12/04/2015","19:35:00","0002 NW  SE","12","5","30","7","21","15","21","15","22","","","","",""
"12/04/2015","19:35:00","0002 NW  SE","54","5","21","13","16","21","16","21","12","75.3","-1.2","66.8","75",""
"12/04/2015","19:35:00","0002 NW  SE","90","5","27","15","28","22","28","22","10","","","","",""
"12/04/2015","19:35:00","0002 NW  SE","145","5","29","16","29","22","38","22","8","","","","",""
"12/04/2015","19:35:00","0002 NW  SE","204","5","28","16","26","23","26","23","7","74.2","","65.3","74",""
"12/04/2015","19:35:00","SLC 40","54","5","","","","","","","","","","","",""
"12/04/2015","19:35:00","SLC 41","230","5","35","23","30","25","30","25","2","","","","",""
"12/04/2015","19:35:00","SLC 41","231","5","35","14","44","22","44","22","4","","","","",""
"12/04/2015","19:35:00","0002 SE  SE","6","5","","","","","","","","77.2","","68.4","74",""
"12/04/2015","19:35:00","0002 SE  SE","12","5","26","7","11","15","24","15","15","","","","",""
"12/04/2015","19:35:00","0002 SE  SE","54","5","21","13","17","21","23","21","11","75.9","-1.3","67.5","75",""
"12/04/2015","19:35:00","0002 SE  SE","90","5","23","15","18","22","18","22","9","","","","",""
"12/04/2015","19:35:00","0002 SE  SE","145","5","23","16","19","23","19","23","8","","","","",""
"12/04/2015","19:35:00","0002 SE  SE","204","5","29","16","26","22","24","23","7","74.3","","64.0","70",""
"12/04/2015","19:35:00","0313 NE  NE","6","5","","","","","","","","75.3","","67.3","76","1021.0"
"12/04/2015","19:35:00","0313 NE  NE","12","5","24","7","14","13","14","13","14","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","54","5","25","12","31","17","31","17","9","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","162","5","31","15","30","20","30","20","8","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","204","5","19","16","15","20","15","20","8","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","295","5","25","19","31","24","31","24","6","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","394","5","13","20","14","23","14","23","5","","","","",""
"12/04/2015","19:35:00","0313 NE  NE","492","5","31","22","37","24","37","24","4","","","","",""
