"Event Date","Event Time","Altitude","Wind Direction","Wind Speed","Wind Shear","WW","S1","S2","S3","N1","N2","N3","WID1","WID2","WID3","G1","G2","QC"
"12/20/2018","09:34:00","1795","192","15.6","0.000","0.10","118.4","119.4","118.9","58.8","59.1","58.9","0.60","0.60","0.62","0","0","0"
"12/20/2018","09:34:00","1944","190","16.4","0.007","0.04","116.4","118.0","117.3","58.9","59.2","59.0","0.80","0.70","0.75","0","0","0"
"12/20/2018","09:34:00","2093","191","15.6","0.006","0.05","120.6","122.4","121.6","58.5","59.1","58.8","0.60","0.60","0.61","0","0","0"
"12/20/2018","09:34:00","2243","192","16.0","0.003","0.07","122.8","124.3","123.6","58.8","59.2","59.0","0.70","0.70","0.69","0","0","0"
"12/20/2018","09:34:00","2392","190","17.0","0.007","-0.03","121.1","121.7","121.4","59.3","59.5","59.4","0.60","0.80","0.70","0","0","0"
"12/20/2018","09:34:00","2542","190","18.2","0.008","0.04","122.5","123.8","123.2","59.6","59.9","59.7","0.60","0.70","0.64","0","0","0"
"12/20/2018","09:34:00","2691","194","19.4","0.012","0.04","121.7","120.9","121.3","60.1","60.3","60.2","0.70","0.60","0.65","0","0","0"
"12/20/2018","09:34:00","2841","196","20.8","0.010","-0.02","120.6","118.6","119.7","59.0","59.0","59.0","0.70","1.00","0.85","0","0","0"
"12/20/2018","09:34:00","2990","197","22.8","0.013","0.01","119.0","119.5","119.3","58.2","58.0","58.1","0.80","0.90","0.82","0","0","0"
"12/20/2018","09:34:00","3140","196","24.3","0.011","0.04","118.1","116.8","117.5","58.2","58.0","58.1","0.80","0.80","0.80","0","0","0"
"12/20/2018","09:34:00","3289","193","24.5","0.007","0.08","112.9","111.6","112.3","58.2","58.1","58.1","0.90","0.80","0.85","0","0","0"
"12/20/2018","09:34:00","3439","188","23.0","0.017","-0.06","106.1","106.8","106.5","58.2","58.1","58.2","1.30","1.40","1.34","0","0","0"
"12/20/2018","09:34:00","3588","179","23.3","0.025","-0.07","108.1","107.9","108.0","58.2","58.2","58.2","1.20","1.30","1.22","0","0","0"
"12/20/2018","09:34:00","3737","176","23.2","0.008","-0.15","108.1","107.7","107.9","58.2","58.3","58.3","1.00","1.10","1.06","0","0","0"
"12/20/2018","09:34:00","3887","185","24.0","0.026","-0.12","106.7","106.9","106.8","58.2","58.0","58.1","1.40","1.60","1.49","0","0","0"
"12/20/2018","09:34:00","4036","194","25.2","0.028","-0.10","107.8","109.0","108.5","58.2","58.1","58.1","1.40","1.40","1.43","0","0","0"
"12/20/2018","09:34:00","4186","202","26.4","0.024","-0.04","109.3","109.4","109.4","58.2","58.0","58.1","1.50","1.30","1.42","0","0","0"
"12/20/2018","09:34:00","4335","208","26.4","0.018","-0.09","107.5","108.8","108.2","58.2","58.1","58.1","1.80","1.50","1.65","0","0","0"
"12/20/2018","09:34:00","4485","213","25.9","0.015","-0.22","106.2","105.1","105.7","58.2","58.1","58.2","1.70","1.40","1.52","0","0","0"
"12/20/2018","09:34:00","4634","220","26.2","0.022","-0.17","110.1","107.2","108.9","58.2","58.1","58.1","1.40","1.20","1.30","0","0","0"
"12/20/2018","09:34:00","4784","223","27.2","0.013","-0.07","110.8","109.7","110.3","58.2","58.0","58.1","1.20","1.00","1.12","0","0","0"
"12/20/2018","09:34:00","4933","227","26.8","0.011","0.00","111.9","109.0","110.7","58.2","58.0","58.1","1.10","1.00","1.06","0","0","0"
"12/20/2018","09:34:00","5083","230","26.6","0.012","-0.05","112.3","113.0","112.7","58.2","58.1","58.1","1.20","0.80","0.97","0","0","0"
"12/20/2018","09:34:00","5232","231","27.0","0.003","-0.08","112.0","113.4","112.7","58.2","58.1","58.1","0.90","0.90","0.89","0","0","0"
"12/20/2018","09:34:00","5381","232","26.9","0.004","-0.03","110.6","112.8","111.8","58.2","58.0","58.1","0.80","1.00","0.91","0","0","0"
"12/20/2018","09:34:00","5531","232","27.0","0.002","-0.09","110.9","113.6","112.5","58.2","58.0","58.1","0.90","0.90","0.93","0","0","0"
"12/20/2018","09:34:00","5680","231","26.8","0.003","-0.22","111.0","113.3","112.3","58.2","58.1","58.1","1.20","1.00","1.11","0","0","0"
"12/20/2018","09:34:00","5830","229","26.5","0.006","-0.28","112.9","112.6","112.8","58.1","58.0","58.1","1.10","1.00","1.04","0","0","0"
"12/20/2018","09:34:00","5979","229","26.6","0.002","-0.18","114.4","113.3","113.8","58.4","58.0","58.2","1.10","1.10","1.07","0","0","0"
"12/20/2018","09:34:00","6129","231","26.7","0.004","-0.14","113.9","114.2","114.0","58.5","58.2","58.3","1.10","1.00","1.01","0","0","0"
"12/20/2018","09:34:00","6278","231","28.0","0.009","-0.14","113.7","113.3","113.5","58.3","58.1","58.2","1.20","0.90","1.08","0","0","0"
"12/20/2018","09:34:00","6428","233","28.8","0.007","-0.14","113.1","111.0","112.2","58.2","58.0","58.1","1.10","1.10","1.12","0","0","0"
"12/20/2018","09:34:00","6577","235","29.4","0.009","-0.17","111.1","109.6","110.4","58.2","58.1","58.2","1.30","1.20","1.23","0","0","0"
"12/20/2018","09:34:00","6726","236","29.8","0.005","-0.25","112.9","111.8","112.4","58.2","58.0","58.1","1.20","1.20","1.18","0","0","0"
"12/20/2018","09:34:00","6876","236","30.9","0.007","-0.27","112.4","114.5","113.5","58.2","58.0","58.1","1.20","1.10","1.11","0","0","0"
"12/20/2018","09:34:00","7025","236","32.6","0.011","-0.33","112.6","112.2","112.4","58.2","58.1","58.2","1.00","1.20","1.13","0","0","0"
"12/20/2018","09:34:00","7175","235","34.3","0.012","-0.16","114.2","112.2","113.3","58.3","58.1","58.2","1.10","1.10","1.08","0","0","0"
"12/20/2018","09:34:00","7324","235","34.4","0.001","-0.15","113.7","110.4","112.3","58.2","58.1","58.2","1.20","1.10","1.13","0","0","0"
"12/20/2018","09:34:00","7474","235","35.2","0.006","-0.11","112.5","109.9","111.4","58.2","58.0","58.1","1.10","1.10","1.12","0","0","0"
"12/20/2018","09:34:00","7623","232","35.7","0.011","-0.05","109.6","110.1","109.9","58.2","58.0","58.1","1.20","1.30","1.24","0","0","0"
"12/20/2018","09:34:00","7773","230","37.0","0.013","-0.04","111.1","108.1","109.9","58.2","58.0","58.1","1.20","1.20","1.19","0","0","0"
"12/20/2018","09:34:00","7922","229","38.6","0.011","-0.14","107.8","104.7","106.5","58.2","58.0","58.1","1.20","1.30","1.23","0","0","0"
"12/20/2018","09:34:00","8072","230","40.1","0.012","0.08","105.5","104.2","104.9","58.2","58.0","58.1","1.20","1.20","1.17","0","0","0"
"12/20/2018","09:34:00","8221","231","40.3","0.004","0.00","105.2","101.4","103.7","58.2","58.0","58.1","1.20","1.10","1.18","0","0","0"
"12/20/2018","09:34:00","8370","231","41.1","0.005","0.12","103.4","98.9","101.7","58.2","58.0","58.1","1.30","1.10","1.19","0","0","0"
"12/20/2018","09:34:00","8520","232","41.0","0.004","0.16","100.9","97.1","99.4","58.2","58.0","58.1","1.30","1.10","1.24","0","0","0"
"12/20/2018","09:34:00","8669","232","41.3","0.002","0.13","99.5","98.6","99.1","58.2","58.1","58.1","1.30","1.10","1.20","0","0","0"
"12/20/2018","09:34:00","8819","231","42.2","0.007","0.13","99.8","98.7","99.3","58.2","58.1","58.1","1.30","1.20","1.22","0","0","0"
"12/20/2018","09:34:00","8968","231","43.1","0.006","0.11","99.9","98.0","99.1","58.2","58.1","58.1","1.30","1.20","1.24","0","0","0"
"12/20/2018","09:34:00","9118","231","44.7","0.011","0.16","99.3","96.2","98.0","58.3","58.0","58.1","1.20","1.40","1.28","0","0","0"
"12/20/2018","09:34:00","9267","231","45.8","0.008","0.13","94.5","95.0","94.8","58.2","58.0","58.1","1.40","1.30","1.34","0","0","0"
"12/20/2018","09:34:00","9417","230","46.7","0.008","0.12","90.2","91.3","90.8","58.2","58.0","58.1","1.50","1.40","1.45","0","0","0"
