"Event Date","Event Time","Mill Number","One Minute Mean"
"06/09/2016","18:00:00","1","233"
"06/09/2016","18:00:00","2","193"
"06/09/2016","18:00:00","4","244"
"06/09/2016","18:00:00","5","108"
"06/09/2016","18:00:00","6","148"
"06/09/2016","18:00:00","7","173"
"06/09/2016","18:00:00","8","174"
"06/09/2016","18:00:00","9","348"
"06/09/2016","18:00:00","10","189"
"06/09/2016","18:00:00","11","204"
"06/09/2016","18:00:00","12","221"
"06/09/2016","18:00:00","13","592"
"06/09/2016","18:00:00","14","615"
"06/09/2016","18:00:00","15","200"
"06/09/2016","18:00:00","16","1068"
"06/09/2016","18:00:00","17","157"
"06/09/2016","18:00:00","18","183"
"06/09/2016","18:00:00","19","574"
"06/09/2016","18:00:00","20","419"
"06/09/2016","18:00:00","21","415"
"06/09/2016","18:00:00","22","203"
"06/09/2016","18:00:00","24","360"
"06/09/2016","18:00:00","25","160"
"06/09/2016","18:00:00","26","1222"
"06/09/2016","18:00:00","27","546"
"06/09/2016","18:00:00","28","-380"
"06/09/2016","18:00:00","29","643"
"06/09/2016","18:00:00","30","312"
"06/09/2016","18:00:00","31","332"
"06/09/2016","18:00:00","32","-50"
"06/09/2016","18:00:00","34","313"
"06/09/2016","18:01:00","1","249"
"06/09/2016","18:01:00","2","205"
"06/09/2016","18:01:00","4","243"
"06/09/2016","18:01:00","5","115"
"06/09/2016","18:01:00","6","154"
"06/09/2016","18:01:00","7","148"
"06/09/2016","18:01:00","8","181"
"06/09/2016","18:01:00","9","322"
"06/09/2016","18:01:00","10","186"
"06/09/2016","18:01:00","11","206"
"06/09/2016","18:01:00","12","236"
"06/09/2016","18:01:00","13","599"
"06/09/2016","18:01:00","14","634"
"06/09/2016","18:01:00","15","200"
"06/09/2016","18:01:00","16","827"
"06/09/2016","18:01:00","17","168"
"06/09/2016","18:01:00","18","201"
"06/09/2016","18:01:00","19","643"
"06/09/2016","18:01:00","20","413"
"06/09/2016","18:01:00","21","393"
"06/09/2016","18:01:00","22","216"
"06/09/2016","18:01:00","24","440"
"06/09/2016","18:01:00","25","177"
"06/09/2016","18:01:00","26","1279"
"06/09/2016","18:01:00","27","600"
"06/09/2016","18:01:00","28","-327"
"06/09/2016","18:01:00","29","637"
"06/09/2016","18:01:00","30","312"
"06/09/2016","18:01:00","31","383"
"06/09/2016","18:01:00","32","-36"
"06/09/2016","18:01:00","34","411"
"06/09/2016","18:02:00","1","228"
"06/09/2016","18:02:00","2","191"
"06/09/2016","18:02:00","4","193"
"06/09/2016","18:02:00","5","120"
"06/09/2016","18:02:00","6","166"
"06/09/2016","18:02:00","7","150"
"06/09/2016","18:02:00","8","210"
"06/09/2016","18:02:00","9","278"
"06/09/2016","18:02:00","10","185"
"06/09/2016","18:02:00","11","216"
"06/09/2016","18:02:00","12","251"
"06/09/2016","18:02:00","13","448"
"06/09/2016","18:02:00","14","674"
"06/09/2016","18:02:00","15","206"
"06/09/2016","18:02:00","16","726"
"06/09/2016","18:02:00","17","181"
"06/09/2016","18:02:00","18","202"
"06/09/2016","18:02:00","19","700"
"06/09/2016","18:02:00","20","420"
"06/09/2016","18:02:00","21","387"
"06/09/2016","18:02:00","22","225"
"06/09/2016","18:02:00","24","452"
"06/09/2016","18:02:00","25","192"
"06/09/2016","18:02:00","26","1277"
"06/09/2016","18:02:00","27","632"
"06/09/2016","18:02:00","28","-210"
"06/09/2016","18:02:00","29","730"
"06/09/2016","18:02:00","30","278"
"06/09/2016","18:02:00","31","393"
"06/09/2016","18:02:00","32","-5"
"06/09/2016","18:02:00","34","290"
"06/09/2016","18:03:00","1","238"
"06/09/2016","18:03:00","2","187"
"06/09/2016","18:03:00","4","202"
"06/09/2016","18:03:00","5","123"
"06/09/2016","18:03:00","6","156"
"06/09/2016","18:03:00","7","160"
"06/09/2016","18:03:00","8","241"
"06/09/2016","18:03:00","9","283"
"06/09/2016","18:03:00","10","193"
"06/09/2016","18:03:00","11","228"
"06/09/2016","18:03:00","12","242"
"06/09/2016","18:03:00","13","475"
"06/09/2016","18:03:00","14","728"
"06/09/2016","18:03:00","15","222"
"06/09/2016","18:03:00","16","734"
"06/09/2016","18:03:00","17","194"
"06/09/2016","18:03:00","18","197"
"06/09/2016","18:03:00","19","671"
