"Event Date","Event Time","Mill Number","One Minute Mean"
"05/09/2021","02:42:00","1","124"
"05/09/2021","02:42:00","2","136"
"05/09/2021","02:42:00","4","116"
"05/09/2021","02:42:00","5","100"
"05/09/2021","02:42:00","6","106"
"05/09/2021","02:42:00","7","97"
"05/09/2021","02:42:00","8","116"
"05/09/2021","02:42:00","9","98"
"05/09/2021","02:42:00","11","146"
"05/09/2021","02:42:00","12","89"
"05/09/2021","02:42:00","14","108"
"05/09/2021","02:42:00","15","106"
"05/09/2021","02:42:00","16","131"
"05/09/2021","02:42:00","17","32"
"05/09/2021","02:42:00","18","73"
"05/09/2021","02:42:00","20","108"
"05/09/2021","02:42:00","21","74"
"05/09/2021","02:42:00","22","70"
"05/09/2021","02:42:00","24","133"
"05/09/2021","02:42:00","25","78"
"05/09/2021","02:42:00","26","151"
"05/09/2021","02:42:00","27","87"
"05/09/2021","02:42:00","28","77"
"05/09/2021","02:42:00","29","118"
"05/09/2021","02:42:00","30","113"
"05/09/2021","02:42:00","31","114"
"05/09/2021","02:42:00","32","93"
"05/09/2021","02:42:00","34","118"
"05/09/2021","02:43:00","1","147"
"05/09/2021","02:43:00","2","135"
"05/09/2021","02:43:00","4","115"
"05/09/2021","02:43:00","5","103"
"05/09/2021","02:43:00","6","111"
"05/09/2021","02:43:00","7","100"
"05/09/2021","02:43:00","8","114"
"05/09/2021","02:43:00","9","107"
"05/09/2021","02:43:00","11","142"
"05/09/2021","02:43:00","12","95"
"05/09/2021","02:43:00","14","106"
"05/09/2021","02:43:00","15","108"
"05/09/2021","02:43:00","16","155"
"05/09/2021","02:43:00","17","30"
"05/09/2021","02:43:00","18","76"
"05/09/2021","02:43:00","20","105"
"05/09/2021","02:43:00","21","72"
"05/09/2021","02:43:00","22","73"
"05/09/2021","02:43:00","24","136"
"05/09/2021","02:43:00","25","75"
"05/09/2021","02:43:00","26","132"
"05/09/2021","02:43:00","27","88"
"05/09/2021","02:43:00","28","92"
"05/09/2021","02:43:00","29","115"
"05/09/2021","02:43:00","30","98"
"05/09/2021","02:43:00","31","126"
"05/09/2021","02:43:00","32","95"
"05/09/2021","02:43:00","34","115"
"05/09/2021","02:44:00","1","170"
"05/09/2021","02:44:00","2","117"
"05/09/2021","02:44:00","4","95"
"05/09/2021","02:44:00","5","108"
"05/09/2021","02:44:00","6","107"
"05/09/2021","02:44:00","7","96"
"05/09/2021","02:44:00","8","103"
"05/09/2021","02:44:00","9","119"
"05/09/2021","02:44:00","11","138"
"05/09/2021","02:44:00","12","94"
"05/09/2021","02:44:00","14","104"
"05/09/2021","02:44:00","15","109"
"05/09/2021","02:44:00","16","122"
"05/09/2021","02:44:00","17","32"
"05/09/2021","02:44:00","18","76"
"05/09/2021","02:44:00","20","107"
"05/09/2021","02:44:00","21","70"
"05/09/2021","02:44:00","22","73"
"05/09/2021","02:44:00","24","137"
"05/09/2021","02:44:00","25","79"
"05/09/2021","02:44:00","26","147"
"05/09/2021","02:44:00","27","93"
"05/09/2021","02:44:00","28","94"
"05/09/2021","02:44:00","29","105"
"05/09/2021","02:44:00","30","101"
"05/09/2021","02:44:00","31","132"
