"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"06/30/2020","15:11:01.3533870","27.293611","-82.413056","-69.90","Real","5.40","0.30","50","42,44,45,46,47,48,49,50,51"
"06/30/2020","15:11:38.7355502","28.208056","-82.334167","-43.70","Real","2.70","0.20","77","42,44,45,46,47,48,49,50,51"
"06/30/2020","15:27:04.6414899","28.658056","-82.193889","-37.70","Real","2.10","0.20","276","44,45,46,47,48,50"
"06/30/2020","15:28:34.1365716","28.662222","-82.194167","-51.60","Real","1.80","0.20","276","42,44,45,46,47,48,49,50,51"
"06/30/2020","15:29:46.7580986","28.663889","-82.187222","-50.60","Real","1.80","0.20","276","42,44,45,46,47,48,49,50,51"
"06/30/2020","15:36:13.9445593","28.670833","-82.160556","-29.10","Real","5.70","0.30","282","44,45,46"
"06/30/2020","17:06:41.5036929","29.696111","-82.426111","-79.70","Real","5.30","0.30","310","42,44,45,46,47,48,49,50,51"
"06/30/2020","17:16:53.9841009","27.547500","-82.058333","-47.70","Real","4.00","0.20","50","42,44,45,46,48,49,50,51"
"06/30/2020","17:39:01.4421839","27.598056","-81.971389","-36.60","Real","9.00","0.40","47","44,45,46,50"
"06/30/2020","17:42:11.6954596","29.618611","-82.426111","-54.30","Real","6.70","0.30","308","44,45,46,47"
"06/30/2020","17:47:07.6846463","27.478889","-81.837222","-47.10","Real","3.10","0.20","42","42,44,45,46,47,48,49,50,51"
"06/30/2020","17:48:22.3966291","27.533333","-82.001111","-65.10","Real","3.20","0.20","48","42,44,45,46,47,48,49,50,51"
"06/30/2020","17:50:14.1350523","27.577222","-81.953333","-37.20","Real","3.20","0.20","48","42,44,45,46,47,48,49,50,51"
"06/30/2020","17:52:43.2560540","27.543889","-81.965556","-40.90","Real","4.60","0.20","48","44,45,46,47,51"
"06/30/2020","17:55:26.3548610","27.535833","-81.914167","-108.50","Real","2.40","0.20","46","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:01:03.7390968","27.535000","-81.796389","-67.30","Real","2.60","0.20","43","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:10:32.4432317","27.531111","-81.744167","-43.30","Real","2.70","0.20","41","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:11:33.0280979","29.794722","-82.844444","-89.30","Real","7.40","0.30","305","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:12:04.8697024","29.733611","-81.432500","-58.80","Real","3.60","0.20","336","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:12:55.8833668","27.568056","-81.657500","-35.80","Real","3.00","0.20","40","44,45,46,50,51"
"06/30/2020","18:13:23.3811097","29.699444","-81.485833","-51.90","Real","3.70","0.20","333","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:14:11.1009079","29.726389","-81.506111","-57.00","Real","3.70","0.20","333","42,44,45,46,47,48,49,50,51"
"06/30/2020","18:14:11.1849932","29.749722","-81.520000","-35.20","Real","5.40","0.20","333","42,44,45,46,47,48,49,50"
"06/30/2020","18:23:58.2817120","29.609167","-81.611111","-38.40","Real","4.10","0.20","327","44,45,46,47,48,49,50"
