"Event Date","Event Time","Profiler","Height","Speed","Direction","1","2","3","4","5","1","2","3","4","5","1","2","3","4","5"
"12/07/2021","06:30:00","RWP0004","0.100","6.5","286","","-1.60","-0.40","","","","2","2","","","","-23","-19","",""
"12/07/2021","06:30:00","RWP0004","0.200","6.3","290","","-1.60","-0.20","","","","2","2","","","","0","-4","",""
"12/07/2021","06:30:00","RWP0004","0.300","5.0","288","","-1.30","-0.20","","","","2","2","","","","-1","-2","",""
"12/07/2021","06:30:00","RWP0004","0.400","5.0","287","-0.10","-1.20","-0.30","","","1","2","2","","","-13","-6","-12","",""
"12/07/2021","06:30:00","RWP0004","0.500","5.4","271","","-1.20","-0.60","","","","2","2","","","","-7","-7","",""
"12/07/2021","06:30:00","RWP0004","0.600","4.1","261","-0.10","-0.80","-0.60","","","2","2","2","","","-12","-12","-10","",""
"12/07/2021","06:30:00","RWP0004","0.700","2.2","247","-0.20","-0.30","-0.40","","","2","2","2","","","-22","-20","-23","",""
"12/07/2021","06:30:00","RWP0004","0.800","3.6","260","-0.10","-0.70","-0.60","","","2","4","4","","","-24","-22","-23","",""
"12/07/2021","06:30:00","RWP0004","0.900","5.1","234","-0.20","-0.50","-1.20","","","3","4","4","","","-21","-17","-19","",""
"12/07/2021","06:30:00","RWP0004","1.000","6.1","232","-0.20","-0.60","-1.40","","","2","4","4","","","-23","-20","-21","",""
"12/07/2021","06:30:00","RWP0004","1.100","6.6","240","-0.20","-0.90","-1.40","","","3","4","4","","","-20","-12","-16","",""
"12/07/2021","06:30:00","RWP0004","1.200","7.1","252","-0.20","-1.20","-1.30","","","4","4","4","","","-4","-1","-2","",""
"12/07/2021","06:30:00","RWP0004","1.300","7.2","265","-0.20","-1.50","-1.00","","","4","4","4","","","3","-1","0","",""
"12/07/2021","06:30:00","RWP0004","1.400","6.9","286","-0.20","-1.70","-0.40","","","4","4","4","","","-3","-8","-6","",""
"12/07/2021","06:30:00","RWP0004","1.500","5.9","308","-0.10","-1.50","0.20","","","3","4","4","","","-12","-10","-11","",""
"12/07/2021","06:30:00","RWP0004","1.600","5.9","314","-0.10","-1.50","0.40","","","1","2","2","","","-8","-5","-7","",""
"12/07/2021","06:30:00","RWP0004","1.700","5.0","311","-0.10","-1.20","0.30","","","1","2","2","","","-11","-11","-10","",""
"12/07/2021","06:30:00","RWP0004","1.800","4.1","283","-0.10","-1.00","-0.30","","","1","2","2","","","-12","-13","-12","",""
"12/07/2021","06:30:00","RWP0004","1.900","4.6","279","-0.10","-1.10","-0.40","","","1","2","2","","","-19","-21","-17","",""
"12/07/2021","06:30:00","RWP0004","2.000","5.8","263","","-1.20","-0.90","","","","2","2","","","","-22","-21","",""
"12/07/2021","06:30:00","RWP0004","2.100","6.0","242","","-0.80","-1.30","","","","2","2","","","","-19","-18","",""
"12/07/2021","06:30:00","RWP0004","2.200","7.1","239","-0.10","-0.90","-1.60","","","1","2","2","","","-16","-15","-16","",""
"12/07/2021","06:30:00","RWP0004","2.300","9.0","236","0.00","-1.00","-2.00","","","2","2","2","","","-15","-15","-15","",""
"12/07/2021","06:30:00","RWP0004","2.400","10.0","230","0.00","-0.90","-2.40","","","2","2","2","","","-14","-14","-14","",""
"12/07/2021","06:30:00","RWP0004","2.500","11.1","224","-0.10","-0.70","-2.70","","","2","2","2","","","-16","-15","-16","",""
"12/07/2021","06:30:00","RWP0004","2.600","12.8","221","-0.10","-0.70","-3.20","","","2","2","2","","","-29","-25","-26","",""
"12/07/2021","06:30:00","RWP0004","2.700","12.6","212","0.10","-0.20","-3.20","","","2","2","2","","","-33","-32","-33","",""
"12/07/2021","06:30:00","RWP0004","2.800","13.3","213","0.20","-0.20","-3.40","","","2","2","2","","","-35","-33","-34","",""
"12/07/2021","06:30:00","RWP0004","2.900","","","0.30","","","","","1","","","","","-40","","","",""
"12/07/2021","06:30:00","RWP0004","3.000","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","3.100","","","","-1.20","","","","","2","","","","","-40","","",""
"12/07/2021","06:30:00","RWP0004","3.200","","","1.10","","","","","1","","","","","-42","","","",""
"12/07/2021","06:30:00","RWP0004","3.300","11.8","236","0.00","-1.40","-2.70","","","1","2","2","","","-31","-29","-29","",""
"12/07/2021","06:30:00","RWP0004","3.400","13.9","238","-0.10","-1.70","-3.10","","","2","2","2","","","-21","-19","-21","",""
"12/07/2021","06:30:00","RWP0004","3.500","15.8","239","-0.20","-2.00","-3.50","","","2","2","2","","","-24","-22","-23","",""
"12/07/2021","06:30:00","RWP0004","3.600","17.3","233","0.10","-1.80","-4.00","","","2","2","2","","","-37","-35","-34","",""
"12/07/2021","06:30:00","RWP0004","3.700","","","1.10","","","","","1","","","","","-35","","","",""
"12/07/2021","06:30:00","RWP0004","3.800","","","-1.10","","","","","1","","","","","-41","","","",""
"12/07/2021","06:30:00","RWP0004","3.900","","","0.60","","","","","1","","","","","-39","","","",""
"12/07/2021","06:30:00","RWP0004","4.000","","","-1.70","","","","","1","","","","","-40","","","",""
"12/07/2021","06:30:00","RWP0004","4.100","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.200","","","0.40","","","","","1","","","","","-39","","","",""
"12/07/2021","06:30:00","RWP0004","4.300","","","0.40","","","","","1","","","","","-40","","","",""
"12/07/2021","06:30:00","RWP0004","4.400","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.500","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.600","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.700","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.800","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","4.900","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","5.000","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0004","5.100","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0002","0.100","","","","","","","","","","","","","","","","",""
"12/07/2021","06:30:00","RWP0002","0.200","5.0","289","0.10","1.20","-0.40","","","1","2","2","","","-13","-12","-14","",""
"12/07/2021","06:30:00","RWP0002","0.300","4.7","287","0.10","1.10","-0.30","","","2","2","2","","","-12","-11","-10","",""
"12/07/2021","06:30:00","RWP0002","0.400","4.9","281","0.10","1.20","-0.20","","","2","2","2","","","-19","-19","-19","",""
"12/07/2021","06:30:00","RWP0002","0.500","2.9","291","0.10","0.70","-0.30","","","2","2","2","","","-32","-28","-31","",""
"12/07/2021","06:30:00","RWP0002","0.600","","","-1.00","","","","","1","","","","","-38","","","",""
"12/07/2021","06:30:00","RWP0002","0.700","","","0.10","","","","","1","","","","","-37","","","",""
"12/07/2021","06:30:00","RWP0002","0.800","4.3","241","0.30","1.00","0.50","","","2","2","4","","","-35","-26","-33","",""
"12/07/2021","06:30:00","RWP0002","0.900","4.7","241","-0.70","1.00","0.60","","","2","2","2","","","-38","-27","-32","",""
"12/07/2021","06:30:00","RWP0002","1.000","","","-0.20","","0.90","","","1","","2","","","-35","","-37","",""
"12/07/2021","06:30:00","RWP0002","1.100","5.3","247","-0.20","1.20","0.50","","","1","2","2","","","-32","-27","-26","",""
