"Event Date","Event Time","Mill Number","One Minute Mean"
"06/08/2022","17:04:00","1","68"
"06/08/2022","17:04:00","2","54"
"06/08/2022","17:04:00","4","65"
"06/08/2022","17:04:00","5","28"
"06/08/2022","17:04:00","6","33"
"06/08/2022","17:04:00","7","38"
"06/08/2022","17:04:00","8","54"
"06/08/2022","17:04:00","9","53"
"06/08/2022","17:04:00","10","44"
"06/08/2022","17:04:00","11","41"
"06/08/2022","17:04:00","12","39"
"06/08/2022","17:04:00","14","51"
"06/08/2022","17:04:00","15","33"
"06/08/2022","17:04:00","16","60"
"06/08/2022","17:04:00","17","33"
"06/08/2022","17:04:00","18","30"
"06/08/2022","17:04:00","19","41"
"06/08/2022","17:04:00","20","37"
"06/08/2022","17:04:00","21","34"
"06/08/2022","17:04:00","22","19"
"06/08/2022","17:04:00","24","34"
"06/08/2022","17:04:00","25","26"
"06/08/2022","17:04:00","26","62"
"06/08/2022","17:04:00","28","59"
"06/08/2022","17:04:00","29","55"
"06/08/2022","17:04:00","30","55"
"06/08/2022","17:04:00","32","50"
"06/08/2022","17:04:00","34","47"
"06/08/2022","17:04:00","35","59"
"06/08/2022","17:05:00","1","64"
"06/08/2022","17:05:00","2","54"
"06/08/2022","17:05:00","4","63"
"06/08/2022","17:05:00","5","28"
"06/08/2022","17:05:00","6","32"
"06/08/2022","17:05:00","7","40"
"06/08/2022","17:05:00","8","57"
"06/08/2022","17:05:00","9","53"
"06/08/2022","17:05:00","10","40"
"06/08/2022","17:05:00","11","43"
"06/08/2022","17:05:00","12","42"
"06/08/2022","17:05:00","14","51"
"06/08/2022","17:05:00","15","33"
"06/08/2022","17:05:00","16","54"
"06/08/2022","17:05:00","17","32"
"06/08/2022","17:05:00","18","28"
"06/08/2022","17:05:00","19","37"
"06/08/2022","17:05:00","20","35"
"06/08/2022","17:05:00","21","33"
"06/08/2022","17:05:00","22","16"
"06/08/2022","17:05:00","24","36"
"06/08/2022","17:05:00","25","21"
"06/08/2022","17:05:00","26","65"
"06/08/2022","17:05:00","28","58"
"06/08/2022","17:05:00","29","51"
"06/08/2022","17:05:00","30","55"
"06/08/2022","17:05:00","32","50"
"06/08/2022","17:05:00","34","48"
"06/08/2022","17:05:00","35","48"
"06/08/2022","17:06:00","1","64"
"06/08/2022","17:06:00","2","54"
"06/08/2022","17:06:00","4","65"
"06/08/2022","17:06:00","5","30"
"06/08/2022","17:06:00","6","29"
"06/08/2022","17:06:00","7","42"
"06/08/2022","17:06:00","8","64"
"06/08/2022","17:06:00","9","60"
"06/08/2022","17:06:00","10","45"
"06/08/2022","17:06:00","11","46"
"06/08/2022","17:06:00","12","44"
"06/08/2022","17:06:00","14","51"
"06/08/2022","17:06:00","15","30"
"06/08/2022","17:06:00","16","55"
"06/08/2022","17:06:00","17","31"
"06/08/2022","17:06:00","18","28"
"06/08/2022","17:06:00","19","39"
"06/08/2022","17:06:00","20","36"
"06/08/2022","17:06:00","21","39"
"06/08/2022","17:06:00","22","14"
"06/08/2022","17:06:00","24","34"
"06/08/2022","17:06:00","25","16"
"06/08/2022","17:06:00","26","59"
"06/08/2022","17:06:00","28","58"
"06/08/2022","17:06:00","29","51"
"06/08/2022","17:06:00","30","58"
"06/08/2022","17:06:00","32","47"
"06/08/2022","17:06:00","34","49"
"06/08/2022","17:06:00","35","50"
"06/08/2022","17:07:00","1","76"
"06/08/2022","17:07:00","2","57"
"06/08/2022","17:07:00","4","63"
"06/08/2022","17:07:00","5","27"
"06/08/2022","17:07:00","6","28"
"06/08/2022","17:07:00","7","44"
"06/08/2022","17:07:00","8","59"
"06/08/2022","17:07:00","9","52"
"06/08/2022","17:07:00","10","46"
"06/08/2022","17:07:00","11","41"
"06/08/2022","17:07:00","12","37"
"06/08/2022","17:07:00","14","51"
"06/08/2022","17:07:00","15","29"
"06/08/2022","17:07:00","16","65"
"06/08/2022","17:07:00","17","30"
"06/08/2022","17:07:00","18","27"
"06/08/2022","17:07:00","19","40"
"06/08/2022","17:07:00","20","34"
"06/08/2022","17:07:00","21","33"
"06/08/2022","17:07:00","22","9"
"06/08/2022","17:07:00","24","22"
"06/08/2022","17:07:00","25","5"
"06/08/2022","17:07:00","26","62"
"06/08/2022","17:07:00","28","61"
"06/08/2022","17:07:00","29","49"
"06/08/2022","17:07:00","30","60"
"06/08/2022","17:07:00","32","43"
"06/08/2022","17:07:00","34","46"
"06/08/2022","17:07:00","35","53"
"06/08/2022","17:08:00","1","80"
"06/08/2022","17:08:00","2","57"
"06/08/2022","17:08:00","4","67"
"06/08/2022","17:08:00","5","24"
"06/08/2022","17:08:00","6","28"
"06/08/2022","17:08:00","7","38"
"06/08/2022","17:08:00","8","56"
"06/08/2022","17:08:00","9","47"
"06/08/2022","17:08:00","10","39"
"06/08/2022","17:08:00","11","38"
"06/08/2022","17:08:00","12","31"
"06/08/2022","17:08:00","14","46"
"06/08/2022","17:08:00","15","27"
"06/08/2022","17:08:00","16","57"
"06/08/2022","17:08:00","17","26"
"06/08/2022","17:08:00","18","23"
"06/08/2022","17:08:00","19","38"
"06/08/2022","17:08:00","20","29"
"06/08/2022","17:08:00","21","27"
"06/08/2022","17:08:00","22","5"
"06/08/2022","17:08:00","24","13"
"06/08/2022","17:08:00","25","-12"
"06/08/2022","17:08:00","26","58"
"06/08/2022","17:08:00","28","58"
"06/08/2022","17:08:00","29","50"
"06/08/2022","17:08:00","30","57"
"06/08/2022","17:08:00","32","41"
"06/08/2022","17:08:00","34","48"
"06/08/2022","17:08:00","35","50"
"06/08/2022","17:09:00","1","79"
"06/08/2022","17:09:00","2","59"
"06/08/2022","17:09:00","4","71"
"06/08/2022","17:09:00","5","27"
"06/08/2022","17:09:00","6","31"
"06/08/2022","17:09:00","7","40"
"06/08/2022","17:09:00","8","58"
"06/08/2022","17:09:00","9","52"
"06/08/2022","17:09:00","10","38"
"06/08/2022","17:09:00","11","38"
"06/08/2022","17:09:00","12","33"
"06/08/2022","17:09:00","14","47"
"06/08/2022","17:09:00","15","27"
"06/08/2022","17:09:00","16","56"
"06/08/2022","17:09:00","17","25"
"06/08/2022","17:09:00","18","23"
"06/08/2022","17:09:00","19","38"
"06/08/2022","17:09:00","20","27"
"06/08/2022","17:09:00","21","25"
"06/08/2022","17:09:00","22","1"
"06/08/2022","17:09:00","24","1"
"06/08/2022","17:09:00","25","-31"
"06/08/2022","17:09:00","26","55"
"06/08/2022","17:09:00","28","58"
"06/08/2022","17:09:00","29","47"
"06/08/2022","17:09:00","30","52"
"06/08/2022","17:09:00","32","35"
"06/08/2022","17:09:00","34","43"
"06/08/2022","17:09:00","35","46"
"06/08/2022","17:10:00","1","70"
"06/08/2022","17:10:00","2","61"
"06/08/2022","17:10:00","4","66"
"06/08/2022","17:10:00","5","27"
"06/08/2022","17:10:00","6","30"
"06/08/2022","17:10:00","7","39"
"06/08/2022","17:10:00","8","63"
"06/08/2022","17:10:00","9","53"
"06/08/2022","17:10:00","10","35"
"06/08/2022","17:10:00","11","38"
"06/08/2022","17:10:00","12","31"
"06/08/2022","17:10:00","14","46"
"06/08/2022","17:10:00","15","27"
"06/08/2022","17:10:00","16","57"
"06/08/2022","17:10:00","17","24"
"06/08/2022","17:10:00","18","22"
"06/08/2022","17:10:00","19","37"
"06/08/2022","17:10:00","20","29"
"06/08/2022","17:10:00","21","23"
"06/08/2022","17:10:00","22","-4"
"06/08/2022","17:10:00","24","-9"
"06/08/2022","17:10:00","25","-47"
"06/08/2022","17:10:00","26","58"
"06/08/2022","17:10:00","28","66"
"06/08/2022","17:10:00","29","44"
"06/08/2022","17:10:00","30","55"
"06/08/2022","17:10:00","32","37"
"06/08/2022","17:10:00","34","46"
"06/08/2022","17:10:00","35","52"
"06/08/2022","17:11:00","1","68"
"06/08/2022","17:11:00","2","53"
"06/08/2022","17:11:00","4","69"
"06/08/2022","17:11:00","5","25"
"06/08/2022","17:11:00","6","27"
"06/08/2022","17:11:00","7","36"
"06/08/2022","17:11:00","8","62"
"06/08/2022","17:11:00","9","52"
"06/08/2022","17:11:00","10","32"
"06/08/2022","17:11:00","11","38"
"06/08/2022","17:11:00","12","32"
"06/08/2022","17:11:00","14","44"
"06/08/2022","17:11:00","15","27"
"06/08/2022","17:11:00","16","65"
"06/08/2022","17:11:00","17","20"
"06/08/2022","17:11:00","18","18"
"06/08/2022","17:11:00","19","32"
"06/08/2022","17:11:00","20","27"
"06/08/2022","17:11:00","21","22"
"06/08/2022","17:11:00","22","-9"
"06/08/2022","17:11:00","24","-20"
"06/08/2022","17:11:00","25","-57"
"06/08/2022","17:11:00","26","61"
"06/08/2022","17:11:00","28","59"
"06/08/2022","17:11:00","29","38"
"06/08/2022","17:11:00","30","52"
"06/08/2022","17:11:00","32","38"
"06/08/2022","17:11:00","34","44"
"06/08/2022","17:11:00","35","48"
"06/08/2022","17:12:00","1","69"
"06/08/2022","17:12:00","2","50"
"06/08/2022","17:12:00","4","56"
"06/08/2022","17:12:00","5","24"
"06/08/2022","17:12:00","6","28"
"06/08/2022","17:12:00","7","35"
"06/08/2022","17:12:00","8","54"
"06/08/2022","17:12:00","9","49"
"06/08/2022","17:12:00","10","35"
"06/08/2022","17:12:00","11","35"
"06/08/2022","17:12:00","12","36"
"06/08/2022","17:12:00","14","39"
"06/08/2022","17:12:00","15","25"
"06/08/2022","17:12:00","16","57"
"06/08/2022","17:12:00","17","20"
"06/08/2022","17:12:00","18","20"
"06/08/2022","17:12:00","19","31"
"06/08/2022","17:12:00","20","29"
"06/08/2022","17:12:00","21","23"
"06/08/2022","17:12:00","22","-10"
"06/08/2022","17:12:00","24","-19"
"06/08/2022","17:12:00","25","-59"
"06/08/2022","17:12:00","26","62"
"06/08/2022","17:12:00","28","65"
"06/08/2022","17:12:00","29","38"
"06/08/2022","17:12:00","30","48"
"06/08/2022","17:12:00","32","42"
"06/08/2022","17:12:00","34","41"
"06/08/2022","17:12:00","35","47"
"06/08/2022","17:13:00","1","60"
"06/08/2022","17:13:00","2","53"
"06/08/2022","17:13:00","4","59"
"06/08/2022","17:13:00","5","28"
"06/08/2022","17:13:00","6","31"
"06/08/2022","17:13:00","7","36"
"06/08/2022","17:13:00","8","61"
"06/08/2022","17:13:00","9","47"
"06/08/2022","17:13:00","10","35"
"06/08/2022","17:13:00","11","36"
"06/08/2022","17:13:00","12","33"
"06/08/2022","17:13:00","14","43"
"06/08/2022","17:13:00","15","25"
"06/08/2022","17:13:00","16","56"
"06/08/2022","17:13:00","17","21"
"06/08/2022","17:13:00","18","21"
"06/08/2022","17:13:00","19","31"
"06/08/2022","17:13:00","20","28"
"06/08/2022","17:13:00","21","27"
"06/08/2022","17:13:00","22","-9"
"06/08/2022","17:13:00","24","-20"
"06/08/2022","17:13:00","25","-67"
"06/08/2022","17:13:00","26","69"
"06/08/2022","17:13:00","28","62"
"06/08/2022","17:13:00","29","35"
"06/08/2022","17:13:00","30","43"
"06/08/2022","17:13:00","32","38"
"06/08/2022","17:13:00","34","44"
"06/08/2022","17:13:00","35","46"
"06/08/2022","17:14:00","1","70"
"06/08/2022","17:14:00","2","54"
"06/08/2022","17:14:00","4","60"
"06/08/2022","17:14:00","5","29"
"06/08/2022","17:14:00","6","35"
"06/08/2022","17:14:00","7","40"
"06/08/2022","17:14:00","8","66"
"06/08/2022","17:14:00","9","53"
"06/08/2022","17:14:00","10","37"
"06/08/2022","17:14:00","11","37"
"06/08/2022","17:14:00","12","32"
"06/08/2022","17:14:00","14","46"
"06/08/2022","17:14:00","15","27"
"06/08/2022","17:14:00","16","56"
"06/08/2022","17:14:00","17","24"
"06/08/2022","17:14:00","18","19"
"06/08/2022","17:14:00","19","30"
"06/08/2022","17:14:00","20","26"
"06/08/2022","17:14:00","21","28"
"06/08/2022","17:14:00","22","-7"
"06/08/2022","17:14:00","24","-16"
"06/08/2022","17:14:00","25","-62"
"06/08/2022","17:14:00","26","70"
"06/08/2022","17:14:00","28","66"
"06/08/2022","17:14:00","29","40"
"06/08/2022","17:14:00","30","46"
"06/08/2022","17:14:00","32","37"
"06/08/2022","17:14:00","34","48"
"06/08/2022","17:14:00","35","50"
"06/08/2022","17:15:00","1","72"
"06/08/2022","17:15:00","2","50"
"06/08/2022","17:15:00","4","63"
"06/08/2022","17:15:00","5","30"
"06/08/2022","17:15:00","6","36"
"06/08/2022","17:15:00","7","38"
"06/08/2022","17:15:00","8","55"
"06/08/2022","17:15:00","9","51"
"06/08/2022","17:15:00","10","38"
"06/08/2022","17:15:00","11","38"
"06/08/2022","17:15:00","12","31"
"06/08/2022","17:15:00","14","42"
"06/08/2022","17:15:00","15","30"
"06/08/2022","17:15:00","16","58"
"06/08/2022","17:15:00","17","24"
"06/08/2022","17:15:00","18","19"
"06/08/2022","17:15:00","19","33"
"06/08/2022","17:15:00","20","25"
"06/08/2022","17:15:00","21","26"
"06/08/2022","17:15:00","22","-7"
"06/08/2022","17:15:00","24","-16"
"06/08/2022","17:15:00","25","-66"
"06/08/2022","17:15:00","26","73"
"06/08/2022","17:15:00","28","68"
"06/08/2022","17:15:00","29","37"
"06/08/2022","17:15:00","30","46"
"06/08/2022","17:15:00","32","41"
"06/08/2022","17:15:00","34","47"
"06/08/2022","17:15:00","35","47"
"06/08/2022","17:16:00","1","71"
"06/08/2022","17:16:00","2","52"
"06/08/2022","17:16:00","4","68"
"06/08/2022","17:16:00","5","30"
"06/08/2022","17:16:00","6","38"
"06/08/2022","17:16:00","7","32"
"06/08/2022","17:16:00","8","59"
"06/08/2022","17:16:00","9","51"
"06/08/2022","17:16:00","10","34"
"06/08/2022","17:16:00","11","37"
"06/08/2022","17:16:00","12","34"
"06/08/2022","17:16:00","14","40"
"06/08/2022","17:16:00","15","28"
"06/08/2022","17:16:00","16","65"
"06/08/2022","17:16:00","17","24"
"06/08/2022","17:16:00","18","20"
"06/08/2022","17:16:00","19","35"
"06/08/2022","17:16:00","20","27"
"06/08/2022","17:16:00","21","28"
"06/08/2022","17:16:00","22","-7"
"06/08/2022","17:16:00","24","-16"
"06/08/2022","17:16:00","25","-71"
"06/08/2022","17:16:00","26","67"
"06/08/2022","17:16:00","28","67"
"06/08/2022","17:16:00","29","36"
"06/08/2022","17:16:00","30","50"
"06/08/2022","17:16:00","32","45"
"06/08/2022","17:16:00","34","44"
"06/08/2022","17:16:00","35","57"
"06/08/2022","17:17:00","1","77"
"06/08/2022","17:17:00","2","53"
"06/08/2022","17:17:00","4","61"
"06/08/2022","17:17:00","5","28"
"06/08/2022","17:17:00","6","37"
"06/08/2022","17:17:00","7","33"
"06/08/2022","17:17:00","8","58"
"06/08/2022","17:17:00","9","56"
"06/08/2022","17:17:00","10","36"
"06/08/2022","17:17:00","11","37"
"06/08/2022","17:17:00","12","35"
"06/08/2022","17:17:00","14","36"
"06/08/2022","17:17:00","15","29"
"06/08/2022","17:17:00","16","61"
"06/08/2022","17:17:00","17","24"
"06/08/2022","17:17:00","18","20"
"06/08/2022","17:17:00","19","34"
"06/08/2022","17:17:00","20","27"
"06/08/2022","17:17:00","21","30"
"06/08/2022","17:17:00","22","-5"
"06/08/2022","17:17:00","24","-14"
"06/08/2022","17:17:00","25","-65"
"06/08/2022","17:17:00","26","72"
"06/08/2022","17:17:00","28","66"
"06/08/2022","17:17:00","29","36"
"06/08/2022","17:17:00","30","51"
"06/08/2022","17:17:00","32","43"
"06/08/2022","17:17:00","34","47"
"06/08/2022","17:17:00","35","48"
"06/08/2022","17:18:00","1","74"
"06/08/2022","17:18:00","2","56"
"06/08/2022","17:18:00","4","75"
"06/08/2022","17:18:00","5","28"
"06/08/2022","17:18:00","6","38"
"06/08/2022","17:18:00","7","36"
"06/08/2022","17:18:00","8","54"
"06/08/2022","17:18:00","9","49"
"06/08/2022","17:18:00","10","38"
"06/08/2022","17:18:00","11","39"
"06/08/2022","17:18:00","12","40"
"06/08/2022","17:18:00","14","39"
"06/08/2022","17:18:00","15","29"
"06/08/2022","17:18:00","16","59"
"06/08/2022","17:18:00","17","27"
"06/08/2022","17:18:00","18","27"
"06/08/2022","17:18:00","19","36"
"06/08/2022","17:18:00","20","27"
"06/08/2022","17:18:00","21","34"
"06/08/2022","17:18:00","22","-3"
"06/08/2022","17:18:00","24","-16"
"06/08/2022","17:18:00","25","-69"
"06/08/2022","17:18:00","26","73"
"06/08/2022","17:18:00","28","65"
"06/08/2022","17:18:00","29","36"
"06/08/2022","17:18:00","30","48"
