"Julian Day","Event Date","Event Time","Rain Gauge","Inches","IsActive"
"22159","06/08/2022","17:44:45","30","0.01","True"
"22159","06/08/2022","19:16:52","30","0.01","True"
"22159","06/08/2022","20:27:17","30","0.01","True"
"22159","06/08/2022","20:55:23","30","0.01","True"
"22159","06/08/2022","20:56:00","30","0.01","True"
