"Event Date","Event Time","Mill Number","One Minute Mean"
"10/05/2017","03:14:00","1","208"
"10/05/2017","03:14:00","2","175"
"10/05/2017","03:14:00","4","215"
"10/05/2017","03:14:00","5","178"
"10/05/2017","03:14:00","6","168"
"10/05/2017","03:14:00","7","107"
"10/05/2017","03:14:00","8","197"
"10/05/2017","03:14:00","9","185"
"10/05/2017","03:14:00","10","162"
"10/05/2017","03:14:00","11","182"
"10/05/2017","03:14:00","12","142"
"10/05/2017","03:14:00","13","206"
"10/05/2017","03:14:00","14","131"
"10/05/2017","03:14:00","16","184"
"10/05/2017","03:14:00","17","92"
"10/05/2017","03:14:00","19","93"
"10/05/2017","03:14:00","20","115"
"10/05/2017","03:14:00","21","84"
"10/05/2017","03:14:00","22","105"
"10/05/2017","03:14:00","26","182"
"10/05/2017","03:14:00","27","139"
"10/05/2017","03:14:00","28","174"
"10/05/2017","03:14:00","29","157"
"10/05/2017","03:14:00","30","159"
"10/05/2017","03:14:00","32","138"
"10/05/2017","03:14:00","34","169"
"10/05/2017","03:15:00","1","234"
"10/05/2017","03:15:00","2","212"
"10/05/2017","03:15:00","4","233"
"10/05/2017","03:15:00","5","177"
"10/05/2017","03:15:00","6","172"
"10/05/2017","03:15:00","7","107"
"10/05/2017","03:15:00","8","213"
"10/05/2017","03:15:00","9","147"
"10/05/2017","03:15:00","10","179"
"10/05/2017","03:15:00","11","179"
"10/05/2017","03:15:00","12","135"
"10/05/2017","03:15:00","13","202"
"10/05/2017","03:15:00","14","124"
"10/05/2017","03:15:00","16","191"
"10/05/2017","03:15:00","17","96"
"10/05/2017","03:15:00","19","95"
"10/05/2017","03:15:00","20","108"
"10/05/2017","03:15:00","21","82"
"10/05/2017","03:15:00","22","106"
"10/05/2017","03:15:00","26","162"
"10/05/2017","03:15:00","27","136"
"10/05/2017","03:15:00","28","181"
"10/05/2017","03:15:00","29","139"
"10/05/2017","03:15:00","30","171"
"10/05/2017","03:15:00","32","140"
"10/05/2017","03:15:00","34","147"
"10/05/2017","03:16:00","1","209"
"10/05/2017","03:16:00","2","227"
"10/05/2017","03:16:00","4","257"
"10/05/2017","03:16:00","5","177"
"10/05/2017","03:16:00","6","174"
"10/05/2017","03:16:00","7","111"
"10/05/2017","03:16:00","8","244"
"10/05/2017","03:16:00","9","181"
"10/05/2017","03:16:00","10","174"
"10/05/2017","03:16:00","11","157"
"10/05/2017","03:16:00","12","138"
"10/05/2017","03:16:00","13","218"
"10/05/2017","03:16:00","14","141"
"10/05/2017","03:16:00","16","199"
"10/05/2017","03:16:00","17","93"
"10/05/2017","03:16:00","19","95"
"10/05/2017","03:16:00","20","109"
"10/05/2017","03:16:00","21","78"
"10/05/2017","03:16:00","22","107"
"10/05/2017","03:16:00","26","174"
"10/05/2017","03:16:00","27","131"
"10/05/2017","03:16:00","28","188"
"10/05/2017","03:16:00","29","144"
"10/05/2017","03:16:00","30","178"
"10/05/2017","03:16:00","32","146"
"10/05/2017","03:16:00","34","150"
"10/05/2017","03:17:00","1","218"
"10/05/2017","03:17:00","2","215"
"10/05/2017","03:17:00","4","273"
"10/05/2017","03:17:00","5","164"
"10/05/2017","03:17:00","6","182"
"10/05/2017","03:17:00","7","108"
"10/05/2017","03:17:00","8","204"
"10/05/2017","03:17:00","9","164"
"10/05/2017","03:17:00","10","163"
"10/05/2017","03:17:00","11","154"
"10/05/2017","03:17:00","12","138"
"10/05/2017","03:17:00","13","182"
"10/05/2017","03:17:00","14","155"
"10/05/2017","03:17:00","16","179"
"10/05/2017","03:17:00","17","89"
"10/05/2017","03:17:00","19","95"
"10/05/2017","03:17:00","20","101"
"10/05/2017","03:17:00","21","80"
"10/05/2017","03:17:00","22","105"
"10/05/2017","03:17:00","26","180"
"10/05/2017","03:17:00","27","134"
"10/05/2017","03:17:00","28","182"
"10/05/2017","03:17:00","29","155"
"10/05/2017","03:17:00","30","153"
"10/05/2017","03:17:00","32","141"
"10/05/2017","03:17:00","34","151"
"10/05/2017","03:18:00","1","191"
"10/05/2017","03:18:00","2","168"
"10/05/2017","03:18:00","4","235"
"10/05/2017","03:18:00","5","139"
"10/05/2017","03:18:00","6","178"
"10/05/2017","03:18:00","7","112"
"10/05/2017","03:18:00","8","178"
"10/05/2017","03:18:00","9","182"
"10/05/2017","03:18:00","10","165"
"10/05/2017","03:18:00","11","162"
"10/05/2017","03:18:00","12","150"
"10/05/2017","03:18:00","13","172"
"10/05/2017","03:18:00","14","138"
"10/05/2017","03:18:00","16","176"
"10/05/2017","03:18:00","17","93"
"10/05/2017","03:18:00","19","95"
"10/05/2017","03:18:00","20","97"
"10/05/2017","03:18:00","21","84"
"10/05/2017","03:18:00","22","105"
"10/05/2017","03:18:00","26","228"
"10/05/2017","03:18:00","27","128"
"10/05/2017","03:18:00","28","192"
"10/05/2017","03:18:00","29","145"
"10/05/2017","03:18:00","30","139"
"10/05/2017","03:18:00","32","140"
"10/05/2017","03:18:00","34","176"
"10/05/2017","03:19:00","1","193"
"10/05/2017","03:19:00","2","151"
"10/05/2017","03:19:00","4","266"
"10/05/2017","03:19:00","5","135"
"10/05/2017","03:19:00","6","160"
"10/05/2017","03:19:00","7","112"
"10/05/2017","03:19:00","8","172"
"10/05/2017","03:19:00","9","185"
"10/05/2017","03:19:00","10","161"
"10/05/2017","03:19:00","11","166"
"10/05/2017","03:19:00","12","153"
"10/05/2017","03:19:00","13","173"
"10/05/2017","03:19:00","14","135"
"10/05/2017","03:19:00","16","168"
"10/05/2017","03:19:00","17","93"
"10/05/2017","03:19:00","19","100"
"10/05/2017","03:19:00","20","101"
"10/05/2017","03:19:00","21","84"
"10/05/2017","03:19:00","22","110"
"10/05/2017","03:19:00","26","184"
"10/05/2017","03:19:00","27","143"
"10/05/2017","03:19:00","28","195"
"10/05/2017","03:19:00","29","152"
"10/05/2017","03:19:00","30","138"
"10/05/2017","03:19:00","32","144"
"10/05/2017","03:19:00","34","192"
"10/05/2017","03:20:00","1","176"
"10/05/2017","03:20:00","2","152"
"10/05/2017","03:20:00","4","186"
"10/05/2017","03:20:00","5","116"
"10/05/2017","03:20:00","6","170"
"10/05/2017","03:20:00","7","112"
"10/05/2017","03:20:00","8","175"
"10/05/2017","03:20:00","9","169"
"10/05/2017","03:20:00","10","155"
"10/05/2017","03:20:00","11","134"
"10/05/2017","03:20:00","12","154"
"10/05/2017","03:20:00","13","188"
"10/05/2017","03:20:00","14","130"
"10/05/2017","03:20:00","16","184"
"10/05/2017","03:20:00","17","92"
"10/05/2017","03:20:00","19","103"
"10/05/2017","03:20:00","20","94"
"10/05/2017","03:20:00","21","82"
"10/05/2017","03:20:00","22","111"
"10/05/2017","03:20:00","26","203"
"10/05/2017","03:20:00","27","134"
"10/05/2017","03:20:00","28","166"
"10/05/2017","03:20:00","29","153"
"10/05/2017","03:20:00","30","140"
"10/05/2017","03:20:00","32","155"
"10/05/2017","03:20:00","34","203"
"10/05/2017","03:21:00","1","183"
"10/05/2017","03:21:00","2","140"
"10/05/2017","03:21:00","4","193"
"10/05/2017","03:21:00","5","118"
"10/05/2017","03:21:00","6","169"
"10/05/2017","03:21:00","7","116"
"10/05/2017","03:21:00","8","153"
"10/05/2017","03:21:00","9","163"
"10/05/2017","03:21:00","10","141"
"10/05/2017","03:21:00","11","128"
"10/05/2017","03:21:00","12","148"
"10/05/2017","03:21:00","13","178"
"10/05/2017","03:21:00","14","125"
"10/05/2017","03:21:00","16","161"
"10/05/2017","03:21:00","17","91"
"10/05/2017","03:21:00","19","109"
"10/05/2017","03:21:00","20","102"
"10/05/2017","03:21:00","21","80"
"10/05/2017","03:21:00","22","104"
"10/05/2017","03:21:00","26","176"
"10/05/2017","03:21:00","27","128"
"10/05/2017","03:21:00","28","185"
"10/05/2017","03:21:00","29","145"
"10/05/2017","03:21:00","30","132"
"10/05/2017","03:21:00","32","165"
"10/05/2017","03:21:00","34","215"
"10/05/2017","03:22:00","1","195"
"10/05/2017","03:22:00","2","147"
"10/05/2017","03:22:00","4","187"
"10/05/2017","03:22:00","5","116"
"10/05/2017","03:22:00","6","178"
"10/05/2017","03:22:00","7","117"
"10/05/2017","03:22:00","8","149"
"10/05/2017","03:22:00","9","165"
"10/05/2017","03:22:00","10","138"
"10/05/2017","03:22:00","11","136"
"10/05/2017","03:22:00","12","136"
"10/05/2017","03:22:00","13","163"
"10/05/2017","03:22:00","14","126"
