"Event Date","Event Time","Mill Number","One Minute Mean"
"04/27/2015","19:03:00","1","98"
"04/27/2015","19:03:00","2","78"
"04/27/2015","19:03:00","4","90"
"04/27/2015","19:03:00","5","67"
"04/27/2015","19:03:00","6","99"
"04/27/2015","19:03:00","7","115"
"04/27/2015","19:03:00","8","134"
"04/27/2015","19:03:00","9","134"
"04/27/2015","19:03:00","10","142"
"04/27/2015","19:03:00","11","119"
"04/27/2015","19:03:00","12","89"
"04/27/2015","19:03:00","13","126"
"04/27/2015","19:03:00","14","121"
"04/27/2015","19:03:00","15","98"
"04/27/2015","19:03:00","16","143"
"04/27/2015","19:03:00","17","123"
"04/27/2015","19:03:00","18","125"
"04/27/2015","19:03:00","19","131"
"04/27/2015","19:03:00","20","112"
"04/27/2015","19:03:00","21","114"
"04/27/2015","19:03:00","22","86"
"04/27/2015","19:03:00","24","95"
"04/27/2015","19:03:00","25","96"
"04/27/2015","19:03:00","26","142"
"04/27/2015","19:03:00","27","77"
"04/27/2015","19:03:00","28","106"
"04/27/2015","19:03:00","29","118"
"04/27/2015","19:03:00","30","113"
"04/27/2015","19:03:00","31","57"
"04/27/2015","19:03:00","32","103"
"04/27/2015","19:03:00","34","141"
"04/27/2015","19:04:00","1","103"
"04/27/2015","19:04:00","2","85"
"04/27/2015","19:04:00","4","86"
"04/27/2015","19:04:00","5","72"
"04/27/2015","19:04:00","6","100"
"04/27/2015","19:04:00","7","119"
"04/27/2015","19:04:00","8","125"
"04/27/2015","19:04:00","9","132"
"04/27/2015","19:04:00","10","151"
"04/27/2015","19:04:00","11","123"
"04/27/2015","19:04:00","12","93"
"04/27/2015","19:04:00","13","127"
"04/27/2015","19:04:00","14","126"
"04/27/2015","19:04:00","15","92"
"04/27/2015","19:04:00","16","154"
"04/27/2015","19:04:00","17","133"
"04/27/2015","19:04:00","18","136"
"04/27/2015","19:04:00","19","119"
"04/27/2015","19:04:00","20","113"
"04/27/2015","19:04:00","21","117"
"04/27/2015","19:04:00","22","85"
"04/27/2015","19:04:00","24","96"
"04/27/2015","19:04:00","25","99"
"04/27/2015","19:04:00","26","150"
"04/27/2015","19:04:00","27","83"
"04/27/2015","19:04:00","28","102"
"04/27/2015","19:04:00","29","120"
"04/27/2015","19:04:00","30","114"
"04/27/2015","19:04:00","31","42"
"04/27/2015","19:04:00","32","114"
"04/27/2015","19:04:00","34","143"
"04/27/2015","19:05:00","1","102"
"04/27/2015","19:05:00","2","85"
"04/27/2015","19:05:00","4","89"
"04/27/2015","19:05:00","5","77"
"04/27/2015","19:05:00","6","99"
"04/27/2015","19:05:00","7","118"
"04/27/2015","19:05:00","8","118"
"04/27/2015","19:05:00","9","134"
"04/27/2015","19:05:00","10","152"
"04/27/2015","19:05:00","11","120"
"04/27/2015","19:05:00","12","96"
"04/27/2015","19:05:00","13","136"
"04/27/2015","19:05:00","14","133"
"04/27/2015","19:05:00","15","96"
"04/27/2015","19:05:00","16","158"
"04/27/2015","19:05:00","17","139"
"04/27/2015","19:05:00","18","129"
"04/27/2015","19:05:00","19","124"
"04/27/2015","19:05:00","20","111"
"04/27/2015","19:05:00","21","117"
"04/27/2015","19:05:00","22","91"
"04/27/2015","19:05:00","24","101"
"04/27/2015","19:05:00","25","105"
"04/27/2015","19:05:00","26","158"
"04/27/2015","19:05:00","27","84"
"04/27/2015","19:05:00","28","104"
"04/27/2015","19:05:00","29","111"
"04/27/2015","19:05:00","30","114"
"04/27/2015","19:05:00","31","28"
"04/27/2015","19:05:00","32","118"
"04/27/2015","19:05:00","34","139"
"04/27/2015","19:06:00","1","99"
"04/27/2015","19:06:00","2","88"
"04/27/2015","19:06:00","4","95"
"04/27/2015","19:06:00","5","83"
"04/27/2015","19:06:00","6","108"
"04/27/2015","19:06:00","7","116"
"04/27/2015","19:06:00","8","131"
"04/27/2015","19:06:00","9","136"
"04/27/2015","19:06:00","10","153"
"04/27/2015","19:06:00","11","129"
"04/27/2015","19:06:00","12","100"
"04/27/2015","19:06:00","13","137"
"04/27/2015","19:06:00","14","120"
"04/27/2015","19:06:00","15","100"
"04/27/2015","19:06:00","16","153"
"04/27/2015","19:06:00","17","136"
"04/27/2015","19:06:00","18","124"
"04/27/2015","19:06:00","19","125"
"04/27/2015","19:06:00","20","112"
"04/27/2015","19:06:00","21","117"
"04/27/2015","19:06:00","22","98"
"04/27/2015","19:06:00","24","99"
"04/27/2015","19:06:00","25","107"
"04/27/2015","19:06:00","26","163"
"04/27/2015","19:06:00","27","90"
"04/27/2015","19:06:00","28","105"
"04/27/2015","19:06:00","29","123"
"04/27/2015","19:06:00","30","121"
"04/27/2015","19:06:00","31","35"
"04/27/2015","19:06:00","32","121"
"04/27/2015","19:06:00","34","135"
