"Event Date","Event Time","Profiler","Height","Speed","Direction","1","2","3","4","5","1","2","3","4","5","1","2","3","4","5"
"02/24/2016","19:16:00","RWP0003","0.130","12.5","196","0.10","-3.20","0.00","","","9","10","7","","","14","11","15","",""
"02/24/2016","19:16:00","RWP0003","0.231","13.9","199","0.20","-3.50","0.30","","","9","10","7","","","16","14","14","",""
"02/24/2016","19:16:00","RWP0003","0.332","15.7","206","0.30","-3.90","0.90","","","9","9","8","","","15","13","14","",""
"02/24/2016","19:16:00","RWP0003","0.434","16.4","212","0.30","-4.00","1.40","","","9","10","10","","","14","13","14","",""
"02/24/2016","19:16:00","RWP0003","0.535","17.4","213","0.30","-4.20","1.50","","","9","10","10","","","14","13","13","",""
"02/24/2016","19:16:00","RWP0003","0.636","18.1","212","0.30","-4.40","1.60","","","9","10","10","","","14","13","12","",""
"02/24/2016","19:16:00","RWP0003","0.737","18.9","213","0.40","-4.50","1.70","","","9","10","10","","","13","12","12","",""
"02/24/2016","19:16:00","RWP0003","0.838","19.6","213","0.40","-4.70","1.80","","","9","10","10","","","12","11","11","",""
"02/24/2016","19:16:00","RWP0003","0.940","20.4","214","0.40","-4.80","2.00","","","9","10","10","","","10","10","9","",""
"02/24/2016","19:16:00","RWP0003","1.041","21.1","215","0.40","-5.00","2.10","","","9","10","10","","","9","9","8","",""
"02/24/2016","19:16:00","RWP0003","1.142","21.6","216","0.40","-5.10","2.30","","","9","10","10","","","8","8","6","",""
"02/24/2016","19:16:00","RWP0003","1.243","22.3","216","0.40","-5.20","2.30","","","9","10","10","","","8","7","5","",""
"02/24/2016","19:16:00","RWP0003","1.344","22.6","217","0.40","-5.30","2.40","","","9","10","10","","","8","7","6","",""
"02/24/2016","19:16:00","RWP0003","1.445","22.8","218","0.40","-5.30","2.60","","","9","10","10","","","9","7","7","",""
"02/24/2016","19:16:00","RWP0003","1.547","22.7","218","0.50","-5.20","2.60","","","9","10","10","","","9","7","9","",""
"02/24/2016","19:16:00","RWP0003","1.648","23.0","220","0.60","-5.10","2.90","","","9","10","8","","","10","8","8","",""
"02/24/2016","19:16:00","RWP0003","1.749","23.5","221","0.60","-5.20","3.10","","","9","10","8","","","8","7","5","",""
"02/24/2016","19:16:00","RWP0003","1.850","24.1","222","0.60","-5.30","3.30","","","9","10","8","","","3","4","0","",""
"02/24/2016","19:16:00","RWP0003","1.951","23.7","217","0.60","-5.30","2.80","","","8","9","8","","","-2","0","-4","",""
"02/24/2016","19:16:00","RWP0003","2.053","23.2","220","0.40","-5.30","2.80","","","9","10","10","","","-5","-5","-8","",""
"02/24/2016","19:16:00","RWP0003","2.154","22.9","219","0.50","-5.20","2.80","","","9","9","8","","","-5","-5","-7","",""
"02/24/2016","19:16:00","RWP0003","2.255","23.2","219","0.50","-5.30","2.80","","","9","9","9","","","-6","-7","-8","",""
"02/24/2016","19:16:00","RWP0003","2.356","24.1","224","0.30","-5.40","3.20","","","8","10","7","","","-8","-9","-8","",""
"02/24/2016","19:16:00","RWP0003","2.457","22.2","223","0.30","-5.10","2.90","","","8","8","8","","","-11","-10","-12","",""
"02/24/2016","19:16:00","RWP0003","2.558","20.7","224","0.50","-4.40","3.00","","","7","7","8","","","-9","-12","-12","",""
"02/24/2016","19:16:00","RWP0003","2.660","20.0","227","0.40","-4.20","3.10","","","9","6","8","","","-5","-9","-11","",""
"02/24/2016","19:16:00","RWP0003","2.761","19.7","225","0.40","-4.30","2.90","","","9","10","10","","","-2","-6","-8","",""
"02/24/2016","19:16:00","RWP0003","2.862","19.6","228","0.30","-4.20","3.00","","","9","10","8","","","-1","-3","-4","",""
"02/24/2016","19:16:00","RWP0003","2.963","19.4","230","0.40","-4.00","3.20","","","9","10","9","","","-1","-2","-3","",""
"02/24/2016","19:16:00","RWP0003","3.064","19.8","235","0.20","-4.00","3.50","","","9","10","10","","","-2","-2","-3","",""
"02/24/2016","19:16:00","RWP0003","3.166","19.3","235","0.30","-3.80","3.40","","","8","10","8","","","-4","-4","-4","",""
"02/24/2016","19:16:00","RWP0003","3.267","18.9","240","0.20","-3.60","3.60","","","9","10","8","","","-8","-6","-7","",""
"02/24/2016","19:16:00","RWP0003","3.368","19.4","244","0.10","-3.40","3.90","","","9","9","10","","","-9","-6","-9","",""
"02/24/2016","19:16:00","RWP0003","3.469","19.8","244","0.20","-3.40","4.10","","","9","8","10","","","-8","-6","-9","",""
"02/24/2016","19:16:00","RWP0003","3.570","22.0","238","0.60","-3.90","4.40","","","9","9","10","","","-8","-8","-9","",""
"02/24/2016","19:16:00","RWP0003","3.671","20.9","246","0.30","-3.30","4.60","","","9","7","9","","","-11","-8","-9","",""
"02/24/2016","19:16:00","RWP0003","3.773","24.8","246","-0.20","-4.50","4.80","","","9","7","9","","","-13","-9","-11","",""
"02/24/2016","19:16:00","RWP0003","3.874","26.2","246","0.10","-4.40","5.40","","","8","8","7","","","-8","-12","-12","",""
"02/24/2016","19:16:00","RWP0003","3.975","24.7","245","0.20","-4.20","5.10","","","9","10","9","","","-5","-10","-12","",""
"02/24/2016","19:16:00","RWP0003","4.076","25.0","247","0.00","-4.30","5.10","","","9","10","10","","","-4","-6","-9","",""
"02/24/2016","19:16:00","RWP0003","4.177","25.7","246","0.00","-4.40","5.20","","","9","9","9","","","-6","-5","-7","",""
"02/24/2016","19:16:00","RWP0003","4.279","24.9","245","0.10","-4.40","5.00","","","9","10","10","","","-8","-6","-8","",""
"02/24/2016","19:16:00","RWP0003","4.380","24.4","242","0.20","-4.40","4.90","","","8","10","10","","","-12","-7","-9","",""
"02/24/2016","19:16:00","RWP0003","4.481","23.2","240","-2.80","-4.60","4.20","","","3","10","8","","","-20","-9","-11","",""
"02/24/2016","19:16:00","RWP0003","4.582","23.2","238","-2.30","-4.70","4.10","","","3","8","6","","","-21","-14","-14","",""
"02/24/2016","19:16:00","RWP0003","4.683","","","3.90","-5.00","-3.00","","","3","5","3","","","-20","-18","-19","",""
"02/24/2016","19:16:00","RWP0003","4.784","","","-0.10","-4.20","-3.10","","","6","2","5","","","-18","-16","-18","",""
"02/24/2016","19:16:00","RWP0003","4.886","","","0.70","-4.70","-3.50","","","3","5","2","","","-15","-17","-20","",""
"02/24/2016","19:16:00","RWP0003","4.987","","","-0.20","-4.90","4.10","","","7","4","4","","","-16","-14","-16","",""
"02/24/2016","19:16:00","RWP0003","5.088","","","0.50","-5.00","4.10","","","7","8","4","","","-16","-15","-18","",""
"02/24/2016","19:16:00","RWP0003","5.189","","","0.80","-5.00","4.70","","","6","6","4","","","-15","-15","-17","",""
"02/24/2016","19:16:00","RWP0003","5.290","","","1.10","1.50","5.20","","","6","3","4","","","-17","-20","-17","",""
"02/24/2016","19:16:00","RWP0003","5.392","","","0.70","-5.80","-9.60","","","5","3","3","","","-17","-19","-19","",""
"02/24/2016","19:16:00","RWP0003","5.493","","","0.60","-4.40","5.70","","","6","4","3","","","-15","-17","-16","",""
"02/24/2016","19:16:00","RWP0003","5.594","","","0.80","-5.40","5.60","","","5","4","4","","","-14","-15","-15","",""
"02/24/2016","19:16:00","RWP0003","5.695","","","1.00","-5.70","6.10","","","6","5","5","","","-14","-16","-17","",""
"02/24/2016","19:16:00","RWP0003","5.796","","","1.20","-4.80","6.50","","","4","5","4","","","-17","-16","-16","",""
"02/24/2016","19:16:00","RWP0003","5.897","","","0.30","-5.20","6.30","","","3","3","5","","","-21","-15","-16","",""
"02/24/2016","19:16:00","RWP0003","5.999","","","-5.90","-4.70","6.30","","","4","3","4","","","-20","-18","-18","",""
"02/24/2016","19:16:00","RWP0003","6.100","","","-7.10","-4.90","-8.30","","","4","3","5","","","-19","-19","-18","",""
