"Julian Date","Event Date","Event Time","Altitude","Wind Direction","Wind Speed","Wind Shear","Temperature","Dew Point","Pressure","Relative Humidity","AbsoluteHumidity","Density","IndexOfRefraction","VelocityOfSound","SaturationVaporPressure","PrecipitableWater"
"15337","12/03/2015","19:55:00","6000","259","11.3","0.003","12.7","12.1","822.34","96","10.68","995.72","288","661","14.09","23"
"15337","12/03/2015","19:55:00","7000","256","15.1","0.007","11.2","10.5","793.09","95","9.67","965.79","275","659","12.69","26"
"15337","12/03/2015","19:55:00","8000","249","18.7","0.007","9.6","9.1","764.74","97","8.86","936.84","264","657","11.56","29"
"15337","12/03/2015","19:55:00","9000","245","20.0","0.003","7.9","7.2","737.23","96","7.85","909.06","252","655","10.18","31"
"15337","12/03/2015","19:55:00","10000","230","17.7","0.009","6.4","5.8","710.55","96","7.17","881.13","241","653","9.25","34"
"15337","12/03/2015","19:55:00","11000","233","20.3","0.005","4.7","3.9","684.68","94","6.29","854.65","230","651","8.07","36"
"15337","12/03/2015","19:55:00","12000","230","23.5","0.006","2.8","2.0","659.63","95","5.55","829.38","220","649","7.06","38"
"15337","12/03/2015","19:55:00","13000","228","26.5","0.005","0.0","-1.7","635.25","88","4.28","807.60","207","645","5.39","39"
"15337","12/03/2015","19:55:00","14000","225","28.1","0.004","-0.3","-2.1","611.63","88","4.16","778.40","200","645","5.24","40"
"15337","12/03/2015","19:55:00","15000","228","26.7","0.003","-2.2","-3.3","588.77","92","3.82","754.70","193","643","4.78","42"
"15337","12/03/2015","19:55:00","16000","236","38.3","0.021","-3.9","-4.8","566.66","93","3.43","731.10","185","641","4.27","43"
"15337","12/03/2015","19:55:00","17000","236","50.6","0.021","-5.0","-6.4","545.24","90","3.06","706.51","177","639","3.79","44"
"15337","12/03/2015","19:55:00","18000","233","42.7","0.014","-6.3","-7.6","524.56","91","2.80","683.12","171","638","3.45","45"
"15337","12/03/2015","19:55:00","19000","228","39.1","0.008","-7.3","-8.5","504.55","91","2.63","659.58","164","636","3.23","45"
"15337","12/03/2015","19:55:00","20000","224","48.8","0.017","-9.1","-10.1","485.23","92","2.32","638.78","158","634","2.83","46"
"15337","12/03/2015","19:55:00","21000","217","48.4","0.010","-10.4","-11.9","466.53","89","2.02","617.34","151","632","2.45","47"
"15337","12/03/2015","19:55:00","22000","220","47.5","0.005","-12.5","-14.4","448.44","85","1.66","598.37","144","630","2.00","47"
"15337","12/03/2015","19:55:00","23000","223","51.7","0.008","-14.4","-16.3","430.92","86","1.43","579.32","139","627","1.71","48"
"15337","12/03/2015","19:55:00","24000","221","52.2","0.003","-16.3","-17.9","413.97","87","1.26","560.72","133","625","1.49","48"
"15337","12/03/2015","19:55:00","25000","226","55.8","0.011","-18.7","-22.9","397.55","70","0.83","543.81","127","622","0.97","49"
"15337","12/03/2015","19:55:00","26000","229","57.6","0.005","-21.2","-26.2","381.61","64","0.62","527.29","122","619","0.72","49"
"15337","12/03/2015","19:55:00","27000","234","59.9","0.010","-23.6","-30.7","366.17","52","0.41","510.93","117","616","0.47","49"
"15337","12/03/2015","19:55:00","28000","240","62.1","0.011","-25.8","-36.6","351.20","35","0.23","494.51","112","613","0.26","49"
"15337","12/03/2015","19:55:00","29000","244","63.9","0.009","-28.0","-36.7","336.73","43","0.23","478.38","108","610","0.26","49"
"15337","12/03/2015","19:55:00","30000","243","63.2","0.002","-30.4","-38.1","322.73","47","0.20","463.05","105","607","0.22","49"
"15337","12/03/2015","19:55:00","31000","244","62.6","0.001","-33.2","-38.8","309.18","57","0.19","448.78","101","604","0.21","49"
