"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"08/07/2018","01:20:20.3794875","28.845833","-82.989999","-86.90","Real","4.60","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:21:15.9787680","28.818054","-82.902222","-108.10","Real","3.90","0.20","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:21:42.1336865","28.847221","-82.959722","-61.30","Real","4.90","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:23:11.9774499","28.768888","-82.898610","-67.00","Real","4.40","0.30","277","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:23:49.0408920","26.938610","-82.633888","-93.50","Real","7.60","0.30","46","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:25:54.2532114","28.796110","-82.899166","-40.10","Real","5.20","0.30","278","43,44,45,46,47,48,50"
"08/07/2018","01:30:33.0776286","28.810277","-82.947221","-52.40","Real","5.00","0.30","278","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:35:19.5301980","28.786388","-83.042499","-78.80","Real","4.90","0.30","277","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:37:15.4632328","28.795555","-83.035555","-81.60","Real","4.90","0.30","277","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:38:07.9670403","28.804722","-83.001388","-80.20","Real","4.70","0.30","278","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:38:32.3513142","28.861666","-82.973610","-105.00","Real","4.30","0.30","280","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:40:07.0682206","28.805277","-83.018332","-67.60","Real","5.10","0.30","278","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:41:13.2028370","28.828332","-83.014722","-68.30","Real","5.20","0.30","278","42,43,44,45,46,47,48,49,50"
"08/07/2018","01:41:36.0449909","28.826110","-83.038055","-135.40","Real","4.10","0.30","278","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:42:22.0111469","28.841666","-82.786944","-39.30","Real","4.70","0.30","280","43,44,45,46,47,48,50"
"08/07/2018","01:45:54.6762130","28.860555","-83.000833","-93.30","Real","4.60","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:46:43.8143181","28.848333","-83.016943","-64.00","Real","5.50","0.30","279","43,44,45,46,47,48,50"
"08/07/2018","01:47:50.4093436","28.856111","-83.002222","-96.30","Real","4.50","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:47:50.4658440","28.855555","-82.985277","-80.60","Real","4.70","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:49:14.9667374","28.865277","-83.016943","-97.50","Real","4.60","0.30","280","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:49:15.3098412","28.855000","-83.038888","-61.50","Real","5.30","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:50:54.5812468","28.855833","-83.019999","-84.50","Real","4.80","0.30","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:51:52.3888000","28.838888","-82.943888","-163.90","Real","3.40","0.20","279","42,43,44,45,46,47,48,49,50,5"
"08/07/2018","01:52:23.7551649","28.879166","-83.010555","-59.00","Real","6.10","0.30","280","43,44,45,46,47"
"08/07/2018","01:56:23.3716155","28.874443","-83.034444","-70.50","Real","5.20","0.30","280","42,43,44,45,46,47,48,49,50,5"
