"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"08/07/2018","01:20:00","0002 NW  SE","6","5","","","","","","","","80.2","","73.1","79",""
"08/07/2018","01:20:00","0002 NW  SE","12","5","59","3","62","4","71","5","10","","","","",""
"08/07/2018","01:20:00","0002 NW  SE","54","5","69","6","71","7","73","8","7","81.7","1.5","72.8","74",""
"08/07/2018","01:20:00","0002 NW  SE","90","5","75","8","74","9","74","9","5","","","","",""
"08/07/2018","01:20:00","0002 NW  SE","145","5","75","9","73","10","73","10","5","","","","",""
"08/07/2018","01:20:00","0002 NW  SE","204","5","78","9","79","9","79","9","3","82.4","","71.7","70",""
"08/07/2018","01:20:00","0006 NW  SE","6","5","","","","","","","","81.8","","73.3","75",""
"08/07/2018","01:20:00","0006 NW  SE","12","5","79","2","71","5","84","6","16","","","","",""
"08/07/2018","01:20:00","0006 NW  SE","54","5","83","5","81","9","75","9","11","82.7","0.9","72.7","72",""
"08/07/2018","01:20:00","0006 NW  SE","162","5","81","9","79","9","81","10","5","","","","",""
"08/07/2018","01:20:00","0006 NW  SE","204","5","87","8","85","9","85","10","4","82.8","","72.1","70",""
"08/07/2018","01:20:00","SLC 40","54","5","","","","","","","","","","","",""
"08/07/2018","01:20:00","SLC 41","230","5","80","7","80","8","80","8","6","","","","",""
"08/07/2018","01:20:00","SLC 41","231","5","84","8","74","9","74","9","5","","","","",""
"08/07/2018","01:20:00","0110 NW  SE","6","5","","","","","","","","80.7","","74.4","81",""
"08/07/2018","01:20:00","0110 NW  SE","12","5","81","1","74","2","84","3","13","","","","",""
"08/07/2018","01:20:00","0110 NW  SE","54","5","29","1","33","2","41","3","14","82.0","1.3","74.2","77",""
"08/07/2018","01:20:00","0110 NW  SE","162","5","82","7","77","8","77","8","4","","","","",""
"08/07/2018","01:20:00","0110 NW  SE","204","5","80","7","82","8","82","8","3","82.3","","73.6","75",""
"08/07/2018","01:20:00","0002 SE  SE","6","5","","","","","","","","80.0","","72.7","79",""
"08/07/2018","01:20:00","0002 SE  SE","12","5","49","3","49","4","62","5","10","","","","",""
"08/07/2018","01:20:00","0002 SE  SE","54","5","67","5","69","7","79","8","7","81.8","1.8","72.8","74",""
"08/07/2018","01:20:00","0002 SE  SE","90","5","68","7","65","8","79","9","6","","","","",""
"08/07/2018","01:20:00","0002 SE  SE","145","5","73","8","72","9","82","10","5","","","","",""
"08/07/2018","01:20:00","0002 SE  SE","204","5","76","9","79","9","85","10","4","82.7","","72.4","71",""
"08/07/2018","01:20:00","0006 SE  SE","6","5","","","","","","","","82.1","","68.6","64",""
"08/07/2018","01:20:00","0006 SE  SE","12","5","72","3","71","5","71","5","19","","","","",""
"08/07/2018","01:20:00","0006 SE  SE","54","5","78","6","78","8","75","9","11","82.8","0.7","72.8","72",""
"08/07/2018","01:20:00","0006 SE  SE","162","5","78","9","75","10","78","10","5","","","","",""
"08/07/2018","01:20:00","0006 SE  SE","204","5","80","9","81","10","80","11","4","82.7","","72.5","71",""
"08/07/2018","01:20:00","0110 SE  SE","6","5","","","","","","","","80.3","","73.1","79",""
"08/07/2018","01:20:00","0110 SE  SE","12","5","79","1","95","3","95","3","14","","","","",""
"08/07/2018","01:20:00","0110 SE  SE","54","5","70","4","67","6","67","6","30","81.9","1.6","74.4","78",""
"08/07/2018","01:20:00","0110 SE  SE","162","5","77","7","74","8","74","8","4","","","","",""
"08/07/2018","01:20:00","0110 SE  SE","204","5","81","7","85","8","85","8","4","82.3","","74.2","77",""
