"Event Date","Event Time","Altitude","Wind Direction","Wind Speed","Wind Shear","WW","S1","S2","S3","N1","N2","N3","WID1","WID2","WID3","G1","G2","QC"
"05/25/2022","14:19:00","1869","141","8.3","0.000","0.11","122.0","123.8","123.0","56.8","56.9","56.8","0.60","0.70","0.66","0","0","0"
"05/25/2022","14:19:00","2019","149","7.7","0.009","0.24","123.4","124.5","124.0","58.5","59.2","58.9","0.70","1.00","0.81","0","0","0"
"05/25/2022","14:19:00","2168","141","8.4","0.009","0.11","122.3","123.9","123.2","57.3","57.4","57.3","0.70","0.70","0.68","0","0","0"
"05/25/2022","14:19:00","2318","137","9.9","0.011","0.14","111.2","111.5","111.3","59.8","60.3","60.1","0.60","0.60","0.63","0","0","0"
"05/25/2022","14:19:00","2467","136","10.6","0.005","0.13","109.6","110.8","110.2","58.8","58.9","58.9","0.80","0.60","0.69","0","0","0"
"05/25/2022","14:19:00","2617","136","10.1","0.003","0.13","112.7","112.2","112.5","60.7","61.1","60.9","0.40","1.00","0.72","0","0","0"
"05/25/2022","14:19:00","2766","138","10.6","0.004","0.08","112.4","111.0","111.7","59.9","60.0","60.0","0.40","0.60","0.54","0","0","0"
"05/25/2022","14:19:00","2915","137","10.6","0.001","0.03","113.8","110.0","112.3","59.9","59.9","59.9","0.30","0.50","0.39","0","0","0"
"05/25/2022","14:19:00","3065","137","10.4","0.001","0.07","117.5","115.5","116.6","59.9","59.8","59.8","0.40","0.50","0.40","0","0","0"
"05/25/2022","14:19:00","3214","136","10.3","0.001","0.08","110.3","107.6","109.2","59.8","59.8","59.8","0.40","0.50","0.43","0","0","0"
"05/25/2022","14:19:00","3364","132","10.1","0.004","0.04","114.8","113.4","114.2","59.8","59.8","59.8","0.40","0.50","0.44","0","0","0"
"05/25/2022","14:19:00","3513","130","10.3","0.003","0.04","120.5","121.4","121.0","59.8","59.8","59.8","0.40","0.40","0.41","0","0","0"
"05/25/2022","14:19:00","3663","130","10.2","0.001","0.03","119.4","120.2","119.8","59.8","59.8","59.8","0.40","0.40","0.40","0","0","0"
"05/25/2022","14:19:00","3812","131","11.0","0.006","0.02","115.1","114.3","114.7","59.8","59.8","59.8","0.50","0.40","0.46","0","0","0"
"05/25/2022","14:19:00","3962","136","11.1","0.007","-0.05","115.3","112.4","114.1","59.8","59.8","59.8","0.60","0.50","0.53","0","0","0"
"05/25/2022","14:19:00","4111","140","9.5","0.011","0.06","116.5","116.4","116.5","59.8","59.7","59.8","0.40","0.40","0.43","0","0","0"
"05/25/2022","14:19:00","4261","140","8.9","0.004","0.04","115.0","114.7","114.8","59.8","59.8","59.8","0.30","0.40","0.36","0","0","0"
"05/25/2022","14:19:00","4410","141","10.8","0.012","0.05","104.6","106.1","105.4","59.8","59.8","59.8","0.50","0.50","0.49","0","0","0"
"05/25/2022","14:19:00","4559","141","10.6","0.001","0.06","116.7","118.4","117.6","59.8","59.9","59.8","0.50","0.50","0.48","0","0","0"
"05/25/2022","14:19:00","4709","144","8.7","0.014","0.09","122.0","122.7","122.3","59.9","59.8","59.9","0.50","0.40","0.48","0","0","0"
"05/25/2022","14:19:00","4858","145","8.0","0.005","0.07","120.0","119.9","120.0","59.9","59.8","59.8","0.50","0.50","0.47","0","0","0"
"05/25/2022","14:19:00","5008","142","8.0","0.003","-0.05","99.1","101.4","100.4","59.9","59.8","59.9","0.50","0.50","0.52","0","0","0"
"05/25/2022","14:19:00","5157","121","6.3","0.021","0.06","96.1","99.2","97.9","59.8","59.8","59.8","0.20","0.50","0.38","0","0","0"
"05/25/2022","14:19:00","5307","120","6.5","0.001","0.05","96.0","99.1","97.8","59.8","59.8","59.8","0.30","0.50","0.37","0","0","0"
"05/25/2022","14:19:00","5456","131","6.2","0.008","-0.02","99.5","96.9","98.4","59.9","59.8","59.8","0.30","0.50","0.43","0","0","0"
"05/25/2022","14:19:00","5606","142","6.0","0.008","0.04","102.7","99.7","101.4","59.8","59.9","59.8","0.30","0.40","0.31","0","0","0"
"05/25/2022","14:19:00","5755","139","6.3","0.003","0.06","97.2","96.8","97.0","59.9","59.8","59.9","0.30","0.40","0.34","0","0","0"
"05/25/2022","14:19:00","5904","142","6.4","0.003","0.06","96.9","98.9","98.0","59.9","59.8","59.8","0.30","0.40","0.35","0","0","0"
"05/25/2022","14:19:00","6054","143","5.8","0.004","0.03","94.2","95.6","95.0","59.9","59.9","59.9","0.30","0.40","0.34","0","0","0"
"05/25/2022","14:19:00","6203","139","5.1","0.005","0.02","98.8","95.6","97.5","59.9","59.9","59.9","0.30","0.40","0.36","0","0","0"
"05/25/2022","14:19:00","6353","137","6.2","0.007","0.08","100.0","90.7","97.5","59.8","59.8","59.8","0.30","0.40","0.32","0","0","0"
"05/25/2022","14:19:00","6502","156","4.8","0.015","0.05","84.3","86.1","85.3","59.9","59.8","59.9","0.80","0.60","0.69","0","0","0"
"05/25/2022","14:19:00","6652","177","4.6","0.012","0.02","92.8","93.2","93.0","59.9","59.8","59.8","0.30","0.30","0.31","0","0","0"
"05/25/2022","14:19:00","6801","186","3.3","0.009","-0.03","100.1","96.7","98.7","59.8","59.8","59.8","0.40","0.30","0.35","0","0","0"
"05/25/2022","14:19:00","6951","196","2.8","0.005","0.00","105.0","100.2","103.3","59.8","59.8","59.8","0.50","0.30","0.38","0","0","0"
"05/25/2022","14:19:00","7100","198","2.2","0.004","-0.01","87.8","94.2","92.1","59.9","59.8","59.8","0.50","0.50","0.50","0","0","0"
"05/25/2022","14:19:00","7250","193","1.8","0.003","-0.06","91.0","95.5","93.8","59.8","59.8","59.8","0.40","0.40","0.41","0","0","0"
"05/25/2022","14:19:00","7399","169","1.7","0.005","0.01","101.7","108.3","106.2","59.8","59.8","59.8","0.50","0.40","0.43","0","0","0"
"05/25/2022","14:19:00","7548","150","2.9","0.009","0.00","101.8","107.9","105.8","59.8","59.8","59.8","0.30","0.30","0.31","0","0","0"
"05/25/2022","14:19:00","7698","152","3.3","0.003","0.03","107.0","110.0","108.7","59.8","59.7","59.8","0.20","0.40","0.30","0","0","0"
"05/25/2022","14:19:00","7847","154","3.9","0.004","-0.01","107.7","109.1","108.5","59.9","59.9","59.9","0.30","0.40","0.34","0","0","0"
"05/25/2022","14:19:00","7997","164","4.7","0.007","0.00","104.3","103.1","103.7","59.8","60.0","59.9","0.20","0.40","0.29","0","0","0"
"05/25/2022","14:19:00","8146","173","5.8","0.009","0.03","97.5","94.4","96.2","59.9","59.8","59.8","0.30","0.40","0.37","0","0","0"
"05/25/2022","14:19:00","8296","184","5.7","0.007","-0.05","97.4","94.5","96.2","59.8","59.8","59.8","0.60","0.30","0.42","0","0","0"
"05/25/2022","14:19:00","8445","196","5.0","0.009","-0.10","100.3","99.0","99.7","59.8","59.7","59.8","0.70","0.30","0.47","0","0","0"
"05/25/2022","14:19:00","8595","211","4.4","0.009","0.03","89.8","89.2","89.5","59.8","59.7","59.8","0.40","0.30","0.37","0","0","0"
"05/25/2022","14:19:00","8744","208","3.8","0.004","0.01","91.5","89.5","90.6","59.8","59.7","59.8","0.40","0.30","0.36","0","0","0"
"05/25/2022","14:19:00","8894","205","4.0","0.002","0.01","89.3","90.4","89.9","59.8","59.7","59.8","0.50","0.30","0.38","0","0","0"
"05/25/2022","14:19:00","9043","199","4.3","0.003","0.02","83.7","83.9","83.8","59.8","59.8","59.8","0.50","0.40","0.45","0","0","0"
"05/25/2022","14:19:00","9192","191","3.1","0.008","0.04","78.6","81.6","80.3","59.8","59.8","59.8","0.40","0.50","0.46","0","0","0"
"05/25/2022","14:19:00","9342","202","3.0","0.004","-0.02","79.7","78.2","79.0","59.8","59.7","59.7","0.50","0.30","0.36","0","0","0"
"05/25/2022","14:19:00","9491","211","2.7","0.003","0.00","72.7","72.4","72.6","59.8","59.7","59.8","0.30","0.40","0.35","0","0","0"
"05/25/2022","14:19:00","9641","240","3.3","0.011","-0.07","79.5","77.3","78.5","59.8","59.8","59.8","0.50","0.70","0.56","0","0","0"
"05/25/2022","14:19:00","9790","251","5.4","0.015","-0.02","85.2","83.2","84.3","59.8","59.8","59.8","0.40","0.30","0.38","0","0","0"
"05/25/2022","14:19:00","9940","258","6.0","0.007","-0.05","82.5","84.8","83.8","59.8","59.9","59.8","0.30","0.30","0.30","0","0","0"
"05/25/2022","14:19:00","10089","258","6.3","0.002","-0.10","80.8","81.0","80.9","59.8","59.9","59.8","0.30","0.30","0.33","0","0","0"
"05/25/2022","14:19:00","10239","257","7.2","0.006","-0.08","80.5","78.9","79.7","59.8","59.7","59.8","0.40","0.30","0.35","0","0","0"
"05/25/2022","14:19:00","10388","256","7.5","0.002","-0.09","86.9","84.4","85.9","59.8","59.7","59.8","0.30","0.30","0.31","0","0","0"
"05/25/2022","14:19:00","10537","256","7.8","0.002","-0.14","79.9","79.2","79.6","59.8","59.8","59.8","0.40","0.30","0.33","0","0","0"
"05/25/2022","14:19:00","10687","253","8.4","0.005","-0.09","78.2","75.2","77.0","59.8","59.8","59.8","0.30","0.40","0.36","0","0","0"
"05/25/2022","14:19:00","10836","253","9.6","0.008","-0.08","73.3","76.6","75.3","59.8","59.7","59.8","0.40","0.30","0.33","0","0","0"
"05/25/2022","14:19:00","10986","253","10.3","0.005","-0.03","72.2","73.9","73.1","59.7","59.7","59.7","0.40","0.60","0.50","0","0","0"
"05/25/2022","14:19:00","11135","255","10.2","0.002","-0.05","75.9","74.6","75.3","59.8","59.7","59.7","0.40","0.50","0.41","0","0","0"
"05/25/2022","14:19:00","11285","259","10.5","0.006","-0.16","74.0","75.1","74.6","59.8","59.8","59.8","0.40","0.40","0.40","0","0","0"
"05/25/2022","14:19:00","11434","260","10.5","0.002","-0.08","76.9","73.2","75.5","59.8","59.8","59.8","0.50","0.60","0.56","0","0","0"
"05/25/2022","14:19:00","11584","260","9.8","0.004","-0.09","76.4","75.0","75.7","59.8","59.7","59.8","0.60","0.40","0.50","0","0","0"
"05/25/2022","14:19:00","11733","255","9.4","0.007","-0.11","74.7","77.4","76.3","59.9","59.8","59.8","0.60","0.40","0.52","0","0","0"
"05/25/2022","14:19:00","11883","257","10.0","0.005","-0.15","77.4","74.1","76.0","59.9","59.8","59.9","0.40","0.50","0.49","0","0","0"
"05/25/2022","14:19:00","12032","261","9.7","0.005","-0.07","73.1","71.0","72.2","59.9","59.8","59.9","0.40","0.50","0.45","0","0","0"
"05/25/2022","14:19:00","12181","260","10.1","0.003","0.04","71.2","69.6","70.5","59.9","59.8","59.8","0.30","0.40","0.37","0","0","0"
"05/25/2022","14:19:00","12331","254","9.9","0.008","-0.07","74.2","74.9","74.6","59.9","59.8","59.8","1.00","0.40","0.70","0","0","0"
"05/25/2022","14:19:00","12480","265","11.3","0.017","-0.10","74.6","75.7","75.1","59.8","59.8","59.8","0.60","0.30","0.45","0","0","0"
"05/25/2022","14:19:00","12630","271","10.8","0.009","-0.09","77.1","75.9","76.6","59.8","59.8","59.8","0.40","0.60","0.51","0","0","0"
"05/25/2022","14:19:00","12779","279","9.7","0.012","-0.14","78.1","77.0","77.6","59.9","59.8","59.8","0.50","0.60","0.56","0","0","0"
"05/25/2022","14:19:00","12929","285","8.6","0.010","-0.15","79.5","77.7","78.7","59.8","59.8","59.8","0.50","0.60","0.59","0","0","0"
"05/25/2022","14:19:00","13078","291","7.3","0.010","-0.24","76.2","76.8","76.5","59.9","59.7","59.8","0.90","0.60","0.75","0","0","0"
"05/25/2022","14:19:00","13228","295","5.2","0.014","-0.06","70.3","72.4","71.5","59.8","59.7","59.7","0.40","0.90","0.65","0","0","0"
"05/25/2022","14:19:00","13377","273","4.7","0.013","-0.24","70.0","71.0","70.6","59.8","59.7","59.8","0.30","0.50","0.38","0","0","0"
"05/25/2022","14:19:00","13527","258","6.6","0.016","-0.18","74.2","78.3","76.7","59.8","59.8","59.8","0.30","0.70","0.52","0","0","0"
"05/25/2022","14:19:00","13676","253","8.8","0.016","-0.17","80.1","77.5","79.0","59.8","59.8","59.8","0.40","0.60","0.49","0","0","0"
"05/25/2022","14:19:00","13825","264","10.7","0.018","0.02","78.8","73.3","76.9","59.8","59.9","59.8","0.80","0.60","0.72","0","0","0"
"05/25/2022","14:19:00","13975","281","11.9","0.023","0.09","79.3","76.2","78.0","59.8","59.9","59.8","0.50","0.60","0.56","0","0","0"
"05/25/2022","14:19:00","14124","281","12.2","0.002","-0.05","78.5","77.9","78.2","59.8","59.9","59.9","0.60","0.70","0.63","0","0","0"
"05/25/2022","14:19:00","14274","279","12.3","0.003","-0.14","75.3","75.7","75.5","59.8","59.8","59.8","0.60","0.50","0.52","0","0","0"
"05/25/2022","14:19:00","14423","271","10.0","0.019","0.04","78.1","74.1","76.6","59.7","59.8","59.8","0.40","0.60","0.50","0","0","0"
"05/25/2022","14:19:00","14573","280","8.8","0.013","0.11","83.4","84.6","84.0","59.8","59.8","59.8","0.50","1.00","0.73","0","0","0"
"05/25/2022","14:19:00","14722","271","10.1","0.013","0.01","84.7","85.6","85.1","59.8","59.7","59.8","0.50","1.00","0.76","0","0","0"
