"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"07/01/2022","19:15:09.8978185","28.811667","-80.765278","-20.50","Real","0.10","0.10","275","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:09.9741789","28.824167","-80.794444","-21.80","Real","0.20","0.10","353","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:41.3302302","28.218889","-82.125278","-36.50","Real","5.00","0.50","74","42,44,45,46,47,50"
"07/01/2022","19:15:41.3964616","28.258611","-82.091667","-21.70","Real","9.10","0.70","79","42,44,45,46"
"07/01/2022","19:15:42.9516473","27.295833","-81.659722","-47.20","Real","6.70","0.50","33","42,44,45,46,49,50,51"
"07/01/2022","19:15:44.9179491","29.225556","-81.018611","-53.60","Real","0.90","0.10","343","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:44.9464561","29.231944","-81.021667","-39.00","Real","1.40","0.20","344","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:44.9617319","29.231667","-81.020833","-20.80","Real","2.50","0.30","345","42,45,46,47,48"
"07/01/2022","19:15:51.1529056","27.537778","-80.702222","-80.70","Real","1.10","0.20","356","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:51.1894538","27.518889","-80.702500","-33.50","Real","2.60","0.30","356","42,44,45,46,48,49,50,51"
"07/01/2022","19:15:51.2196860","27.523056","-80.710833","-30.00","Real","2.80","0.40","357","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:51.4863619","27.532500","-80.687500","-25.50","Real","3.60","0.50","356","42,44,50,51"
"07/01/2022","19:15:55.2619307","30.001944","-81.697778","-136.30","Real","4.90","0.40","332","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:15:56.3878515","28.850278","-81.253056","-11.60","Real","0.90","0.20","304","42,45,46,47"
"07/01/2022","19:15:56.4766465","28.843889","-81.242778","-14.20","Real","0.60","0.20","305","42,45,46,47,48"
"07/01/2022","19:16:16.7959448","28.703056","-81.851667","-46.00","Real","1.80","0.30","281","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:16:16.8291760","28.694722","-81.822500","-31.90","Real","2.10","0.30","280","42,44,45,46,47,48,49,50"
"07/01/2022","19:16:16.8991685","28.703889","-81.853889","-44.10","Real","1.80","0.30","281","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:16:16.9475612","28.703333","-81.853056","-25.60","Real","2.80","0.40","280","42,44,45,46,47"
"07/01/2022","19:16:27.6510453","28.807500","-80.762222","-111.60","Real","0.10","0.10","356","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:16:27.6800957","28.811111","-80.759444","-64.70","Real","0.10","0.10","5","44,45,46,48,49,50,51"
"07/01/2022","19:16:27.7311994","28.815000","-80.768056","-17.40","Real","0.20","0.10","358","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:16:27.7640926","28.816111","-80.766667","-11.00","Real","0.30","0.10","359","42,45,46,48,49,50"
"07/01/2022","19:16:33.8258403","28.849444","-81.951389","-40.10","Real","2.80","0.30","287","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:16:41.9415213","28.197222","-82.173056","-35.70","Real","7.70","0.70","76","42,44,45,46"
"07/01/2022","19:16:51.1784338","27.517778","-80.695000","-62.60","Real","1.60","0.30","357","42,44,46,47,49,50,51"
"07/01/2022","19:16:51.2297842","27.516944","-80.700278","-24.80","Real","4.70","0.60","355","44,51"
"07/01/2022","19:16:51.3043842","27.509444","-80.711944","-32.40","Real","2.80","0.40","357","42,44,45,46,49,50,51"
"07/01/2022","19:16:51.4727495","27.502500","-80.704444","-90.40","Real","1.20","0.20","356","42,44,45,46,47,49,50,51"
"07/01/2022","19:16:54.6128305","28.718056","-81.818056","-31.60","Real","2.20","0.30","282","42,44,45,46,47,48,49,50"
"07/01/2022","19:17:02.8736101","29.440000","-82.083056","-49.20","Real","6.40","0.50","309","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:12.3969812","30.003611","-81.706944","-62.10","Real","10.00","0.60","332","42,44,45,46,47,48,49,50"
"07/01/2022","19:17:17.4479225","28.528056","-82.188056","-35.20","Real","4.90","0.50","89","42,44,45,46,47"
"07/01/2022","19:17:18.2808040","28.250833","-82.174722","-77.10","Real","2.70","0.30","77","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:24.0003098","28.701944","-81.883611","-24.90","Real","2.80","0.40","280","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:24.2257249","28.703611","-81.877222","-36.60","Real","2.20","0.30","280","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:31.7462893","27.510833","-80.681944","-88.00","Real","1.10","0.20","356","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:41.4869028","27.523333","-80.677778","-20.80","Real","6.00","0.60","354","42,44"
"07/01/2022","19:17:41.7273912","27.554167","-80.700000","-34.20","Real","2.30","0.30","356","42,44,45,46,48,49,50,51"
"07/01/2022","19:17:44.1455537","28.712500","-81.881944","-36.00","Real","2.30","0.30","281","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:44.2634014","28.711389","-81.874444","-32.60","Real","2.40","0.30","281","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:47.8422528","29.225000","-81.043056","-18.40","Real","3.70","0.40","341","42,46,47,48"
"07/01/2022","19:17:47.8790323","29.233611","-81.078889","-18.30","Real","2.90","0.30","341","42,45,46,47,48"
"07/01/2022","19:17:50.2967436","30.141111","-81.370556","-81.30","Real","8.30","0.50","343","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:17:57.1614519","28.790556","-80.728889","9.90","Real","6.70","0.30","47","45,46"
"07/01/2022","19:17:57.1614573","28.791389","-80.755278","9.40","Real","0.80","0.20","339","44,49,50"
"07/01/2022","19:18:06.5498250","28.931667","-81.249722","-12.20","Real","1.10","0.30","311","42,45,46,47"
"07/01/2022","19:18:16.8622362","28.719444","-81.920556","-24.50","Real","3.40","0.40","281","42,44,45,46,47"
"07/01/2022","19:18:30.2085338","28.531944","-82.158056","-55.40","Real","3.10","0.40","270","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:33.4244988","30.280833","-81.415833","-103.30","Real","8.60","0.50","343","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:34.3087998","28.250833","-82.143611","-32.50","Real","7.60","0.70","79","42,44,45,46"
"07/01/2022","19:18:47.8071406","28.707222","-81.877222","-22.80","Real","5.70","0.60","286","42,44,45,46"
"07/01/2022","19:18:50.3896709","27.512778","-80.697500","-123.00","Real","0.90","0.10","356","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:52.6438535","28.254167","-82.155556","-34.50","Real","7.40","0.70","79","42,44,45,46"
"07/01/2022","19:18:52.7468997","27.526944","-80.694722","-88.90","Real","1.10","0.20","356","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:52.7997163","27.468056","-80.710833","-29.00","Real","4.00","0.50","357","42,44,50,51"
"07/01/2022","19:18:52.8637089","27.499444","-80.711389","-65.50","Real","3.20","0.40","0","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:52.9855751","29.863333","-81.654444","-57.70","Real","7.90","0.50","331","42,44,45,46,47,48,49,50,51"
"07/01/2022","19:18:52.9930339","27.541667","-80.700833","-41.00","Real","2.00","0.30","356","42,44,45,46,47,48,49,50,51"
