"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"06/30/2021","15:31:31.8223109","27.889444","-80.940556","-100.70","Real","0.30","0.10","9","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:31:31.8587421","27.892500","-80.953611","-15.80","Real","0.90","0.10","17","44,51"
"06/30/2021","15:31:31.9049403","27.889722","-80.944444","-20.40","Real","0.60","0.10","14","42,44,45,46,48,50,51"
"06/30/2021","15:32:35.7466955","27.941944","-81.148611","-18.70","Real","0.80","0.10","32","44,45,46,50,51"
"06/30/2021","15:35:04.0348560","27.967500","-81.144722","-40.50","Real","0.50","0.10","32","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:35:47.5734488","29.189444","-81.685278","15.30","Real","2.20","0.20","311","44,45,46,47,48,49,50"
"06/30/2021","15:36:44.2580256","27.963333","-81.128333","-58.60","Real","0.40","0.10","30","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:36:44.2863564","27.965278","-81.126944","-35.50","Real","0.50","0.10","31","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:36:44.3348513","27.965833","-81.125000","-21.80","Real","0.60","0.10","31","42,44,45,46,48,49,50,51"
"06/30/2021","15:36:44.5107908","27.978889","-81.118056","-20.60","Real","0.60","0.10","31","42,44,45,46,48,50,51"
"06/30/2021","15:36:44.7086304","27.976389","-81.118611","-18.20","Real","0.60","0.10","32","42,44,45,46,48,49,50,51"
"06/30/2021","15:37:01.7040679","29.278333","-81.655000","-61.60","Real","1.40","0.10","315","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:39:11.6395223","27.977222","-81.128889","-93.80","Real","0.40","0.10","29","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:39:11.6799387","27.909722","-81.173056","-7.50","Real","4.10","0.10","34","45,51"
"06/30/2021","15:39:11.6946176","27.952778","-81.151667","-22.50","Real","0.60","0.10","32","42,44,45,46,48,49,50,51"
"06/30/2021","15:39:11.7669219","27.957778","-81.098611","-8.10","Real","8.10","0.20","23","46,50"
"06/30/2021","15:39:11.7674872","27.950000","-81.155278","-36.90","Real","0.60","0.10","33","42,44,45,47,48,49,51"
"06/30/2021","15:39:11.8519723","27.953333","-81.152500","-29.60","Real","0.60","0.10","33","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:39:11.9279121","27.951111","-81.153611","-25.10","Real","0.60","0.10","32","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:39:42.0791071","29.228611","-81.708889","-21.80","Real","2.60","0.20","312","44,45,46,47,48"
"06/30/2021","15:40:15.7829204","27.959167","-80.871944","-39.80","Real","0.20","0.10","4","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:41:12.4604914","27.897500","-80.900556","-45.30","Real","0.30","0.10","7","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:41:12.5022784","27.900000","-80.923611","-24.00","Real","0.50","0.10","12","42,44,45,46,48,49,50,51"
"06/30/2021","15:42:07.0169991","27.897778","-80.949167","-60.60","Real","0.30","0.10","11","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:42:07.0559676","27.902222","-80.948333","-28.20","Real","0.50","0.10","14","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:42:07.0982635","27.904167","-80.946389","-28.60","Real","0.40","0.10","14","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:46:40.9843117","27.910556","-80.936944","-126.20","Real","0.30","0.10","8","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:46:41.0324711","27.919167","-80.920278","-33.00","Real","0.50","0.10","17","42,45,46,47,48,49,50,51"
"06/30/2021","15:46:41.0786022","27.895833","-80.935556","-30.30","Real","0.40","0.10","12","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:46:41.2872713","27.923611","-80.912778","-37.00","Real","0.50","0.10","16","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:46:41.3203621","27.922222","-80.912500","-23.60","Real","0.40","0.10","11","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:46:50.8767972","27.334722","-80.827778","-25.40","Real","3.80","0.20","2","42,44,45,46,50,51"
"06/30/2021","15:47:57.6427823","27.954722","-81.189444","-19.70","Real","0.80","0.10","35","44,45,46,50,51"
"06/30/2021","15:48:17.3089097","26.518889","-80.688889","-80.00","Real","7.80","0.30","358","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:48:34.1650803","27.989167","-81.362500","-38.40","Real","0.70","0.10","46","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:49:04.2341691","27.920556","-80.939444","-104.10","Real","0.30","0.10","9","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:49:04.2652083","27.920833","-80.940278","-31.90","Real","0.40","0.10","12","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:49:04.2931053","27.903611","-80.938611","-17.70","Real","0.60","0.10","14","42,44,45,50,51"
"06/30/2021","15:49:04.3028699","27.920556","-80.940000","-22.60","Real","0.50","0.10","14","42,44,45,46,48,49,50,51"
"06/30/2021","15:49:04.3557665","27.909722","-80.974722","-29.60","Real","0.40","0.10","16","42,44,45,46,47,48,49,50,51"
"06/30/2021","15:49:04.5368037","27.921944","-80.941389","-20.80","Real","0.50","0.10","14","42,44,45,46,48,49,50,51"
"06/30/2021","15:50:10.0942670","27.985556","-81.339444","-56.80","Real","0.60","0.10","45","42,44,45,46,47,48,49,50,51"
