"Event Date","Event Time","Mill Number","One Minute Mean"
"01/27/2022","19:11:00","1","203"
"01/27/2022","19:11:00","2","97"
"01/27/2022","19:11:00","4","202"
"01/27/2022","19:11:00","5","85"
"01/27/2022","19:11:00","6","134"
"01/27/2022","19:11:00","7","69"
"01/27/2022","19:11:00","8","191"
"01/27/2022","19:11:00","9","209"
"01/27/2022","19:11:00","10","110"
"01/27/2022","19:11:00","11","71"
"01/27/2022","19:11:00","12","90"
"01/27/2022","19:11:00","14","137"
"01/27/2022","19:11:00","15","107"
"01/27/2022","19:11:00","16","148"
"01/27/2022","19:11:00","17","131"
"01/27/2022","19:11:00","18","80"
"01/27/2022","19:11:00","19","144"
"01/27/2022","19:11:00","20","113"
"01/27/2022","19:11:00","21","77"
"01/27/2022","19:11:00","22","116"
"01/27/2022","19:11:00","24","118"
"01/27/2022","19:11:00","25","9"
"01/27/2022","19:11:00","26","131"
"01/27/2022","19:11:00","27","72"
"01/27/2022","19:11:00","28","173"
"01/27/2022","19:11:00","29","74"
"01/27/2022","19:11:00","30","95"
"01/27/2022","19:11:00","31","88"
"01/27/2022","19:11:00","32","89"
"01/27/2022","19:11:00","34","84"
"01/27/2022","19:11:00","35","154"
"01/27/2022","19:12:00","1","200"
"01/27/2022","19:12:00","2","81"
"01/27/2022","19:12:00","4","208"
"01/27/2022","19:12:00","5","67"
"01/27/2022","19:12:00","6","132"
"01/27/2022","19:12:00","7","71"
"01/27/2022","19:12:00","8","198"
"01/27/2022","19:12:00","9","230"
"01/27/2022","19:12:00","10","90"
"01/27/2022","19:12:00","11","83"
"01/27/2022","19:12:00","12","89"
"01/27/2022","19:12:00","14","120"
"01/27/2022","19:12:00","15","109"
"01/27/2022","19:12:00","16","135"
"01/27/2022","19:12:00","17","101"
"01/27/2022","19:12:00","18","78"
"01/27/2022","19:12:00","19","137"
"01/27/2022","19:12:00","20","93"
"01/27/2022","19:12:00","21","69"
"01/27/2022","19:12:00","22","118"
"01/27/2022","19:12:00","24","133"
"01/27/2022","19:12:00","25","26"
"01/27/2022","19:12:00","26","142"
"01/27/2022","19:12:00","27","71"
"01/27/2022","19:12:00","28","163"
"01/27/2022","19:12:00","29","80"
