"Julian Date","Event Date","Event Time","Altitude","Wind Direction","Wind Speed","Wind Shear","Temperature","Dew Point","Pressure","Relative Humidity","AbsoluteHumidity","Density","IndexOfRefraction","VelocityOfSound","SaturationVaporPressure","PrecipitableWater"
"20148","05/27/2020","16:51:00","1000","206","15.7","0.021","23.9","16.7","980.42","64","13.92","1141.35","337","674","19.08","5"
"20148","05/27/2020","16:51:00","2000","214","20.2","0.009","23.3","15.6","946.93","62","12.99","1104.90","323","674","17.77","9"
"20148","05/27/2020","16:51:00","3000","223","22.4","0.007","21.0","16.0","914.43","73","13.42","1074.84","320","671","18.21","13"
"20148","05/27/2020","16:51:00","4000","229","23.3","0.004","20.0","12.0","882.88","60","10.34","1042.91","294","669","13.99","17"
"20148","05/27/2020","16:51:00","5000","219","22.4","0.007","18.1","10.5","852.20","61","9.43","1013.62","283","667","12.67","20"
"20148","05/27/2020","16:51:00","6000","214","19.7","0.005","15.9","9.7","822.38","67","9.01","985.70","274","665","12.02","23"
"20148","05/27/2020","16:51:00","7000","205","19.2","0.005","13.9","9.0","793.40","73","8.70","957.62","267","662","11.52","25"
"20148","05/27/2020","16:51:00","8000","220","16.5","0.009","12.3","7.5","765.29","73","7.88","929.20","256","660","10.37","28"
"20148","05/27/2020","16:51:00","9000","225","14.4","0.004","9.8","6.0","737.96","77","7.16","904.25","246","657","9.34","30"
"20148","05/27/2020","16:51:00","10000","233","13.8","0.003","7.2","4.5","711.37","83","6.51","880.03","237","654","8.42","32"
"20148","05/27/2020","16:51:00","11000","238","14.8","0.002","5.7","2.0","685.57","77","5.47","853.17","225","652","7.05","34"
"20148","05/27/2020","16:51:00","12000","241","13.7","0.002","4.3","-0.8","660.56","70","4.52","826.68","213","650","5.78","36"
"20148","05/27/2020","16:51:00","13000","245","14.0","0.002","2.3","-2.5","636.29","71","4.01","802.32","204","648","5.09","37"
"20148","05/27/2020","16:51:00","14000","246","15.4","0.002","0.5","-1.3","612.75","88","4.40","777.41","201","646","5.55","38"
"20148","05/27/2020","16:51:00","15000","250","13.8","0.003","-0.6","-2.9","589.99","85","3.93","751.75","193","645","4.94","39"
"20148","05/27/2020","16:51:00","16000","237","11.7","0.006","-2.2","-5.6","567.95","78","3.22","728.29","183","642","4.03","41"
"20148","05/27/2020","16:51:00","17000","242","13.6","0.004","-3.1","-8.7","546.63","65","2.54","703.64","173","641","3.16","41"
