"Event Date","Event Time","Profiler","Height","Speed","Direction","1","2","3","4","5","1","2","3","4","5","1","2","3","4","5"
"12/04/2019","14:01:00","RWP0003","0.130","8.8","302","0.00","0.60","2.30","","","9","10","6","","","1","7","4","",""
"12/04/2019","14:01:00","RWP0003","0.231","8.2","309","0.00","0.80","2.00","","","9","10","9","","","5","11","9","",""
"12/04/2019","14:01:00","RWP0003","0.332","9.5","312","-0.10","1.00","2.20","","","9","10","10","","","5","11","11","",""
"12/04/2019","14:01:00","RWP0003","0.434","11.2","311","-0.30","1.00","2.50","","","8","10","10","","","2","9","8","",""
"12/04/2019","14:01:00","RWP0003","0.535","14.4","313","-0.70","1.00","2.80","","","9","10","10","","","-2","4","3","",""
"12/04/2019","14:01:00","RWP0003","0.636","16.7","310","-0.60","1.10","3.60","","","9","10","10","","","-3","2","1","",""
"12/04/2019","14:01:00","RWP0003","0.737","16.1","307","-0.20","1.30","3.80","","","8","10","10","","","1","6","5","",""
"12/04/2019","14:01:00","RWP0003","0.838","16.5","307","-0.20","1.30","3.90","","","7","10","10","","","-2","4","4","",""
"12/04/2019","14:01:00","RWP0003","0.940","27.3","318","-2.40","1.50","4.00","","","7","10","10","","","-8","-3","-3","",""
"12/04/2019","14:01:00","RWP0003","1.041","30.8","321","-3.00","1.70","3.90","","","6","10","10","","","-15","-12","-11","",""
"12/04/2019","14:01:00","RWP0003","1.142","","","0.70","2.30","3.70","","","3","4","5","","","-16","-16","-15","",""
"12/04/2019","14:01:00","RWP0003","1.243","","","8.40","2.10","2.00","","","3","3","6","","","-20","-18","-20","",""
"12/04/2019","14:01:00","RWP0003","1.344","","","-0.60","9.00","3.70","","","3","4","3","","","-22","-19","-18","",""
"12/04/2019","14:01:00","RWP0003","1.445","","","-0.60","-3.90","3.30","","","3","3","5","","","-19","-20","-17","",""
"12/04/2019","14:01:00","RWP0003","1.547","","","-9.30","1.00","-5.60","","","4","2","2","","","-19","-18","-20","",""
"12/04/2019","14:01:00","RWP0003","1.648","","","-3.00","2.50","4.00","","","4","3","5","","","-19","-20","-21","",""
"12/04/2019","14:01:00","RWP0003","1.749","","","9.30","6.30","4.40","","","3","2","5","","","-17","-19","-17","",""
"12/04/2019","14:01:00","RWP0003","1.850","","","-8.80","0.50","4.50","","","4","4","6","","","-20","-17","-15","",""
"12/04/2019","14:01:00","RWP0003","1.951","","","-0.30","-7.30","4.70","","","3","3","4","","","-17","-20","-18","",""
"12/04/2019","14:01:00","RWP0003","2.053","","","1.10","4.20","3.40","","","3","3","4","","","-21","-19","-16","",""
"12/04/2019","14:01:00","RWP0003","2.154","","","-9.20","2.00","-3.40","","","2","2","3","","","-20","-18","-19","",""
"12/04/2019","14:01:00","RWP0003","2.255","","","-0.80","9.50","-9.60","","","5","2","2","","","-20","-20","-21","",""
"12/04/2019","14:01:00","RWP0003","2.356","","","-8.80","-9.70","-6.80","","","4","3","2","","","-19","-17","-20","",""
"12/04/2019","14:01:00","RWP0003","2.457","","","1.30","9.50","-5.10","","","3","4","2","","","-20","-19","-18","",""
"12/04/2019","14:01:00","RWP0003","2.558","","","-6.40","5.80","-1.50","","","3","3","3","","","-19","-20","-19","",""
"12/04/2019","14:01:00","RWP0003","2.660","","","8.80","1.30","4.90","","","3","4","2","","","-20","-18","-21","",""
"12/04/2019","14:01:00","RWP0003","2.761","","","-5.00","1.40","4.80","","","4","3","6","","","-20","-16","-16","",""
"12/04/2019","14:01:00","RWP0003","2.862","19.1","301","3.30","1.20","5.00","","","3","6","6","","","-20","-15","-15","",""
"12/04/2019","14:01:00","RWP0003","2.963","","","1.80","1.50","4.80","","","4","4","8","","","-18","-16","-16","",""
"12/04/2019","14:01:00","RWP0003","3.064","","","1.50","-7.70","5.60","","","2","2","6","","","-17","-22","-16","",""
"12/04/2019","14:01:00","RWP0003","3.166","","","-5.00","1.20","-5.10","","","4","4","2","","","-19","-18","-22","",""
"12/04/2019","14:01:00","RWP0003","3.267","","","9.90","-6.90","-2.70","","","2","3","2","","","-22","-22","-18","",""
"12/04/2019","14:01:00","RWP0003","3.368","","","-8.70","6.50","-6.50","","","5","4","4","","","-17","-21","-19","",""
"12/04/2019","14:01:00","RWP0003","3.469","","","5.30","6.30","-4.80","","","3","4","3","","","-23","-20","-19","",""
"12/04/2019","14:01:00","RWP0003","3.570","","","-7.00","-3.60","-5.40","","","4","4","2","","","-20","-18","-18","",""
"12/04/2019","14:01:00","RWP0003","3.671","","","4.50","-5.90","-6.90","","","3","2","2","","","-19","-21","-22","",""
"12/04/2019","14:01:00","RWP0003","3.773","","","-2.00","1.40","-2.20","","","3","4","5","","","-21","-21","-19","",""
"12/04/2019","14:01:00","RWP0003","3.874","","","5.20","-3.80","-8.60","","","4","3","3","","","-19","-18","-21","",""
"12/04/2019","14:01:00","RWP0003","3.975","","","-4.80","-8.70","6.80","","","2","2","4","","","-20","-17","-19","",""
"12/04/2019","14:01:00","RWP0003","4.076","","","-4.40","3.10","0.90","","","3","3","3","","","-21","-20","-22","",""
"12/04/2019","14:01:00","RWP0003","4.177","","","-3.90","-3.50","2.30","","","3","3","2","","","-18","-20","-17","",""
