"Event Date","Event Time","Mill Number","One Minute Mean"
"11/12/2021","08:41:00","1","589"
"11/12/2021","08:41:00","2","820"
"11/12/2021","08:41:00","4","990"
"11/12/2021","08:41:00","5","714"
"11/12/2021","08:41:00","6","1102"
"11/12/2021","08:41:00","7","1050"
"11/12/2021","08:41:00","8","475"
"11/12/2021","08:41:00","9","-142"
"11/12/2021","08:41:00","10","4"
"11/12/2021","08:41:00","11","648"
"11/12/2021","08:41:00","12","850"
"11/12/2021","08:41:00","14","299"
"11/12/2021","08:41:00","15","-1393"
"11/12/2021","08:41:00","16","-7893"
"11/12/2021","08:41:00","17","122"
"11/12/2021","08:41:00","18","580"
"11/12/2021","08:41:00","19","-5494"
"11/12/2021","08:41:00","20","-3757"
"11/12/2021","08:41:00","21","-6117"
"11/12/2021","08:41:00","22","-508"
"11/12/2021","08:41:00","24","1203"
"11/12/2021","08:41:00","25","-1343"
"11/12/2021","08:41:00","26","-6864"
"11/12/2021","08:41:00","27","-5231"
"11/12/2021","08:41:00","28","-2403"
"11/12/2021","08:41:00","29","-7612"
"11/12/2021","08:41:00","30","-7390"
"11/12/2021","08:41:00","31","-2284"
"11/12/2021","08:41:00","32","-1789"
"11/12/2021","08:41:00","34","-3638"
"11/12/2021","08:41:00","35","-1640"
"11/12/2021","08:42:00","1","624"
"11/12/2021","08:42:00","2","853"
"11/12/2021","08:42:00","4","1125"
"11/12/2021","08:42:00","5","822"
"11/12/2021","08:42:00","6","1311"
"11/12/2021","08:42:00","7","1118"
"11/12/2021","08:42:00","8","709"
"11/12/2021","08:42:00","9","607"
"11/12/2021","08:42:00","10","4"
"11/12/2021","08:42:00","11","1032"
"11/12/2021","08:42:00","12","803"
"11/12/2021","08:42:00","14","-3895"
"11/12/2021","08:42:00","15","-1471"
"11/12/2021","08:42:00","16","-10577"
"11/12/2021","08:42:00","17","981"
"11/12/2021","08:42:00","18","704"
"11/12/2021","08:42:00","19","-4953"
"11/12/2021","08:42:00","20","-3372"
"11/12/2021","08:42:00","21","-6046"
"11/12/2021","08:42:00","22","-696"
"11/12/2021","08:42:00","24","1741"
"11/12/2021","08:42:00","25","-1596"
"11/12/2021","08:42:00","26","-7305"
"11/12/2021","08:42:00","27","-5926"
"11/12/2021","08:42:00","28","-2221"
"11/12/2021","08:42:00","29","-6331"
"11/12/2021","08:42:00","30","-7248"
"11/12/2021","08:42:00","31","-2358"
"11/12/2021","08:42:00","32","-1708"
"11/12/2021","08:42:00","34","-3389"
"11/12/2021","08:42:00","35","-3842"
"11/12/2021","08:43:00","1","686"
"11/12/2021","08:43:00","2","882"
"11/12/2021","08:43:00","4","1280"
"11/12/2021","08:43:00","5","875"
"11/12/2021","08:43:00","6","1389"
"11/12/2021","08:43:00","7","1145"
"11/12/2021","08:43:00","8","1127"
"11/12/2021","08:43:00","9","1645"
"11/12/2021","08:43:00","10","4"
"11/12/2021","08:43:00","11","1413"
"11/12/2021","08:43:00","12","997"
"11/12/2021","08:43:00","14","-3037"
"11/12/2021","08:43:00","15","-581"
"11/12/2021","08:43:00","16","-9329"
"11/12/2021","08:43:00","17","1667"
"11/12/2021","08:43:00","18","791"
"11/12/2021","08:43:00","19","-3235"
"11/12/2021","08:43:00","20","723"
"11/12/2021","08:43:00","21","-5773"
"11/12/2021","08:43:00","22","-594"
"11/12/2021","08:43:00","24","1197"
"11/12/2021","08:43:00","25","-2092"
"11/12/2021","08:43:00","26","-7698"
"11/12/2021","08:43:00","27","-6453"
"11/12/2021","08:43:00","28","-1601"
"11/12/2021","08:43:00","29","-4537"
"11/12/2021","08:43:00","30","-7049"
"11/12/2021","08:43:00","31","-2328"
"11/12/2021","08:43:00","32","-1653"
"11/12/2021","08:43:00","34","-2886"
"11/12/2021","08:43:00","35","3260"
"11/12/2021","08:44:00","1","747"
"11/12/2021","08:44:00","2","906"
"11/12/2021","08:44:00","4","1364"
"11/12/2021","08:44:00","5","903"
"11/12/2021","08:44:00","6","1402"
"11/12/2021","08:44:00","7","1139"
"11/12/2021","08:44:00","8","1519"
"11/12/2021","08:44:00","9","2346"
"11/12/2021","08:44:00","10","4"
"11/12/2021","08:44:00","11","1734"
"11/12/2021","08:44:00","12","1431"
"11/12/2021","08:44:00","14","-5284"
"11/12/2021","08:44:00","15","938"
"11/12/2021","08:44:00","16","-5055"
"11/12/2021","08:44:00","17","1886"
"11/12/2021","08:44:00","18","780"
"11/12/2021","08:44:00","19","-3553"
"11/12/2021","08:44:00","20","1833"
"11/12/2021","08:44:00","21","-4228"
"11/12/2021","08:44:00","22","-543"
"11/12/2021","08:44:00","24","800"
"11/12/2021","08:44:00","25","-3370"
"11/12/2021","08:44:00","26","-8027"
