"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"11/12/2021","08:45:39.0187821","27.861389","-79.649722","-140.60","Real","1.70","0.20","302","42,44,45,46,47,48,49,50,51"
"11/12/2021","08:47:24.2329102","27.569167","-79.333333","-91.00","Real","6.40","0.50","306","42,44,45,46,48,49,50"
"11/12/2021","08:51:26.3658020","27.940833","-79.638611","-71.70","Real","2.60","0.30","299","42,44,45,46,47,48,49,50,51"
"11/12/2021","08:52:00.4938054","27.617778","-79.437222","-47.80","Real","8.30","0.60","306","42,44,46,48,49,50,51"
"11/12/2021","08:52:00.5608893","27.651667","-79.493611","-33.00","Real","9.80","0.70","305","42,44,45,46,47,50,51"
"11/12/2021","08:52:00.6240513","27.581111","-79.375000","-49.90","Real","9.30","0.60","306","42,44,48,49,50,51"
"11/12/2021","08:53:54.8016567","28.450833","-80.656389","32.60","Real","0.10","0.10","270","42,44,45,46,47,48,49,50,51"
"11/12/2021","08:56:48.2735297","27.659722","-79.461389","-61.80","Real","6.10","0.50","305","42,44,45,46,48,49,50,51"
"11/12/2021","08:56:59.1168480","28.720278","-80.130278","15.50","Real","1.10","0.20","70","42,45,47,48,49,50,51"
"11/12/2021","09:01:22.1292134","27.750833","-79.466944","-74.80","Real","4.50","0.40","302","42,44,45,46,47,49,50,51"
"11/12/2021","09:03:18.0579267","27.771944","-79.493333","-32.60","Real","7.60","0.50","302","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:04:03.0794142","27.736944","-79.411667","-51.70","Real","6.50","0.50","302","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:05:08.0850028","27.716389","-79.429444","-64.70","Real","5.40","0.40","303","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:05:48.4185661","27.630000","-79.365556","-98.50","Real","4.70","0.40","305","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:12:38.5313258","27.795000","-79.507500","-45.10","Real","5.80","0.50","302","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:14:54.1439950","27.593333","-79.438333","-44.10","Real","9.50","0.70","306","42,44,49,50,51"
"11/12/2021","09:15:33.7559201","27.738056","-79.364444","-126.80","Real","3.30","0.30","301","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:18:12.6086220","27.751111","-79.334444","-96.50","Real","4.30","0.40","300","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:21:34.3144415","28.833056","-79.517500","-38.30","Real","3.50","0.40","74","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:22:40.0366854","28.454167","-80.620278","15.30","Real","0.50","0.10","315","45,46,47,48,49,51"
"11/12/2021","09:23:11.0631537","27.790556","-79.423056","-56.90","Real","5.80","0.50","300","44,45,46,47,48,49,50,51"
"11/12/2021","09:23:47.8225235","27.823056","-79.476667","-36.60","Real","6.80","0.50","300","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:29:12.6228113","27.877222","-79.511667","-27.20","Real","8.60","0.60","298","42,44,48,49,50,51"
"11/12/2021","09:29:42.0076783","28.801944","-79.458333","-104.70","Real","1.80","0.20","76","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:31:32.3828182","28.829444","-79.530556","22.70","Real","4.60","0.50","75","44,45,46,47,48,49,50,51"
"11/12/2021","09:32:15.0043177","27.843333","-79.445278","-41.90","Real","6.50","0.50","299","42,44,45,47,48,49,50,51"
"11/12/2021","09:33:12.5228583","27.885556","-79.390556","-85.60","Real","3.80","0.30","297","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:33:41.6627453","27.905556","-79.420556","-33.30","Real","9.10","0.70","295","42,44,49,50,51"
"11/12/2021","09:33:47.4743285","30.394444","-79.212500","-241.90","Real","6.80","0.40","36","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:34:36.0763633","27.885556","-79.361667","-74.00","Real","4.50","0.40","296","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:34:36.2606425","27.902222","-79.394444","-95.30","Real","3.40","0.30","296","44,45,46,47,48,49,50,51"
"11/12/2021","09:35:07.9057648","27.835278","-79.388889","-54.00","Real","5.80","0.50","298","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:35:07.9790939","27.832222","-79.390833","-50.40","Real","6.20","0.50","298","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:35:31.0641629","29.427222","-79.560556","-52.50","Real","4.90","0.50","50","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:36:41.1909650","27.576944","-79.335278","-51.90","Real","9.40","0.60","305","42,44,46,48,49,50,51"
"11/12/2021","09:36:48.2438783","29.375556","-79.112500","-80.50","Real","6.10","0.50","60","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:37:13.2304628","27.928611","-79.354167","-75.90","Real","4.20","0.40","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:37:13.5726276","27.926111","-79.347500","-52.10","Real","5.80","0.50","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:38:45.3541427","27.945556","-79.366944","-98.10","Real","3.30","0.30","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:38:45.3863184","27.918889","-79.298056","-46.10","Real","8.20","0.60","293","42,44,48,49,50,51"
"11/12/2021","09:38:45.4084015","27.970556","-79.410556","-64.70","Real","4.20","0.40","293","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:38:45.4409666","27.918611","-79.331944","-37.30","Real","7.50","0.50","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:38:49.8208068","28.846667","-79.509722","-51.40","Real","2.90","0.30","74","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:39:47.8836099","28.869722","-79.444167","-116.10","Real","1.80","0.20","73","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:39:47.9162424","27.632222","-79.367500","-38.00","Real","9.50","0.60","304","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:40:24.6188481","27.943056","-79.340000","-80.80","Real","4.10","0.40","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:40:24.6475641","27.941667","-79.380278","-51.20","Real","5.50","0.50","294","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:44:27.5126600","27.650833","-79.159167","-77.70","Real","7.40","0.50","301","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:46:01.2518730","29.360556","-79.057222","-122.60","Real","4.60","0.40","61","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:48:55.3888322","28.920278","-79.480833","-111.50","Real","1.80","0.20","71","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:48:55.4145874","28.926111","-79.455278","-52.80","Real","3.40","0.40","71","42,44,45,46,47,48,49,50,51"
"11/12/2021","09:48:55.4433869","28.916111","-79.463333","-40.80","Real","3.90","0.40","71","42,45,46,47,48,49,50,51"
"11/12/2021","09:48:55.5245127","28.905556","-79.470278","-26.40","Real","4.90","0.50","72","42,45,46,47,48,49,50,51"
