"Event Date","Event Time","Mill Number","One Minute Mean"
"03/01/2018","18:02:00","1","179"
"03/01/2018","18:02:00","2","157"
"03/01/2018","18:02:00","4","123"
"03/01/2018","18:02:00","5","147"
"03/01/2018","18:02:00","6","138"
"03/01/2018","18:02:00","7","162"
"03/01/2018","18:02:00","8","133"
"03/01/2018","18:02:00","9","115"
"03/01/2018","18:02:00","10","200"
"03/01/2018","18:02:00","11","161"
"03/01/2018","18:02:00","12","141"
"03/01/2018","18:02:00","13","119"
"03/01/2018","18:02:00","14","116"
"03/01/2018","18:02:00","15","104"
"03/01/2018","18:02:00","16","103"
"03/01/2018","18:02:00","17","131"
"03/01/2018","18:02:00","19","149"
"03/01/2018","18:02:00","20","110"
"03/01/2018","18:02:00","21","106"
"03/01/2018","18:02:00","22","117"
"03/01/2018","18:02:00","24","132"
"03/01/2018","18:02:00","25","157"
"03/01/2018","18:02:00","26","152"
"03/01/2018","18:02:00","27","90"
"03/01/2018","18:02:00","28","304"
"03/01/2018","18:02:00","29","118"
"03/01/2018","18:02:00","30","104"
"03/01/2018","18:02:00","31","81"
"03/01/2018","18:02:00","32","91"
"03/01/2018","18:02:00","34","107"
"03/01/2018","18:03:00","1","225"
"03/01/2018","18:03:00","2","168"
"03/01/2018","18:03:00","4","132"
"03/01/2018","18:03:00","5","147"
"03/01/2018","18:03:00","6","129"
"03/01/2018","18:03:00","7","153"
"03/01/2018","18:03:00","8","130"
"03/01/2018","18:03:00","9","119"
"03/01/2018","18:03:00","10","203"
"03/01/2018","18:03:00","11","161"
"03/01/2018","18:03:00","12","155"
"03/01/2018","18:03:00","13","115"
"03/01/2018","18:03:00","14","134"
"03/01/2018","18:03:00","15","111"
"03/01/2018","18:03:00","16","105"
"03/01/2018","18:03:00","17","135"
"03/01/2018","18:03:00","19","145"
"03/01/2018","18:03:00","20","101"
"03/01/2018","18:03:00","21","119"
"03/01/2018","18:03:00","22","116"
"03/01/2018","18:03:00","24","129"
"03/01/2018","18:03:00","25","161"
"03/01/2018","18:03:00","26","173"
"03/01/2018","18:03:00","27","85"
"03/01/2018","18:03:00","28","314"
"03/01/2018","18:03:00","29","111"
"03/01/2018","18:03:00","30","107"
"03/01/2018","18:03:00","31","102"
"03/01/2018","18:03:00","32","94"
"03/01/2018","18:03:00","34","109"
"03/01/2018","18:04:00","1","246"
"03/01/2018","18:04:00","2","162"
"03/01/2018","18:04:00","4","131"
"03/01/2018","18:04:00","5","151"
"03/01/2018","18:04:00","6","126"
"03/01/2018","18:04:00","7","147"
"03/01/2018","18:04:00","8","130"
"03/01/2018","18:04:00","9","114"
"03/01/2018","18:04:00","10","204"
"03/01/2018","18:04:00","11","143"
"03/01/2018","18:04:00","12","166"
"03/01/2018","18:04:00","13","127"
"03/01/2018","18:04:00","14","137"
"03/01/2018","18:04:00","15","115"
"03/01/2018","18:04:00","16","142"
"03/01/2018","18:04:00","17","141"
"03/01/2018","18:04:00","19","137"
"03/01/2018","18:04:00","20","110"
"03/01/2018","18:04:00","21","128"
"03/01/2018","18:04:00","22","119"
"03/01/2018","18:04:00","24","130"
"03/01/2018","18:04:00","25","162"
"03/01/2018","18:04:00","26","189"
"03/01/2018","18:04:00","27","98"
"03/01/2018","18:04:00","28","325"
"03/01/2018","18:04:00","29","109"
"03/01/2018","18:04:00","30","125"
"03/01/2018","18:04:00","31","103"
"03/01/2018","18:04:00","32","87"
"03/01/2018","18:04:00","34","113"
"03/01/2018","18:05:00","1","248"
"03/01/2018","18:05:00","2","158"
"03/01/2018","18:05:00","4","120"
"03/01/2018","18:05:00","5","152"
"03/01/2018","18:05:00","6","123"
"03/01/2018","18:05:00","7","166"
"03/01/2018","18:05:00","8","129"
"03/01/2018","18:05:00","9","121"
"03/01/2018","18:05:00","10","208"
"03/01/2018","18:05:00","11","146"
"03/01/2018","18:05:00","12","163"
"03/01/2018","18:05:00","13","141"
"03/01/2018","18:05:00","14","114"
"03/01/2018","18:05:00","15","111"
"03/01/2018","18:05:00","16","144"
"03/01/2018","18:05:00","17","157"
"03/01/2018","18:05:00","19","136"
"03/01/2018","18:05:00","20","104"
"03/01/2018","18:05:00","21","140"
"03/01/2018","18:05:00","22","114"
"03/01/2018","18:05:00","24","134"
"03/01/2018","18:05:00","25","166"
"03/01/2018","18:05:00","26","192"
"03/01/2018","18:05:00","27","102"
"03/01/2018","18:05:00","28","326"
"03/01/2018","18:05:00","29","108"
"03/01/2018","18:05:00","30","117"
"03/01/2018","18:05:00","31","104"
"03/01/2018","18:05:00","32","94"
"03/01/2018","18:05:00","34","117"
"03/01/2018","18:06:00","1","192"
"03/01/2018","18:06:00","2","159"
"03/01/2018","18:06:00","4","127"
"03/01/2018","18:06:00","5","146"
"03/01/2018","18:06:00","6","133"
"03/01/2018","18:06:00","7","167"
"03/01/2018","18:06:00","8","133"
"03/01/2018","18:06:00","9","119"
"03/01/2018","18:06:00","10","221"
"03/01/2018","18:06:00","11","154"
"03/01/2018","18:06:00","12","154"
"03/01/2018","18:06:00","13","158"
"03/01/2018","18:06:00","14","119"
"03/01/2018","18:06:00","15","124"
"03/01/2018","18:06:00","16","146"
"03/01/2018","18:06:00","17","153"
"03/01/2018","18:06:00","19","153"
"03/01/2018","18:06:00","20","111"
"03/01/2018","18:06:00","21","127"
"03/01/2018","18:06:00","22","116"
"03/01/2018","18:06:00","24","142"
"03/01/2018","18:06:00","25","159"
"03/01/2018","18:06:00","26","184"
"03/01/2018","18:06:00","27","100"
"03/01/2018","18:06:00","28","337"
"03/01/2018","18:06:00","29","101"
"03/01/2018","18:06:00","30","110"
"03/01/2018","18:06:00","31","115"
"03/01/2018","18:06:00","32","86"
"03/01/2018","18:06:00","34","115"
"03/01/2018","18:07:00","1","181"
"03/01/2018","18:07:00","2","165"
"03/01/2018","18:07:00","4","142"
"03/01/2018","18:07:00","5","143"
"03/01/2018","18:07:00","6","145"
"03/01/2018","18:07:00","7","164"
"03/01/2018","18:07:00","8","145"
"03/01/2018","18:07:00","9","116"
"03/01/2018","18:07:00","10","234"
"03/01/2018","18:07:00","11","156"
"03/01/2018","18:07:00","12","184"
"03/01/2018","18:07:00","13","152"
"03/01/2018","18:07:00","14","125"
"03/01/2018","18:07:00","15","103"
"03/01/2018","18:07:00","16","140"
"03/01/2018","18:07:00","17","154"
"03/01/2018","18:07:00","19","157"
"03/01/2018","18:07:00","20","126"
"03/01/2018","18:07:00","21","141"
"03/01/2018","18:07:00","22","118"
"03/01/2018","18:07:00","24","147"
"03/01/2018","18:07:00","25","164"
"03/01/2018","18:07:00","26","169"
"03/01/2018","18:07:00","27","102"
"03/01/2018","18:07:00","28","343"
"03/01/2018","18:07:00","29","108"
"03/01/2018","18:07:00","30","108"
"03/01/2018","18:07:00","31","131"
"03/01/2018","18:07:00","32","83"
"03/01/2018","18:07:00","34","118"
"03/01/2018","18:08:00","1","172"
"03/01/2018","18:08:00","2","181"
"03/01/2018","18:08:00","4","155"
"03/01/2018","18:08:00","5","139"
"03/01/2018","18:08:00","6","145"
"03/01/2018","18:08:00","7","176"
"03/01/2018","18:08:00","8","164"
"03/01/2018","18:08:00","9","123"
"03/01/2018","18:08:00","10","223"
"03/01/2018","18:08:00","11","178"
"03/01/2018","18:08:00","12","216"
"03/01/2018","18:08:00","13","137"
"03/01/2018","18:08:00","14","120"
"03/01/2018","18:08:00","15","97"
"03/01/2018","18:08:00","16","135"
"03/01/2018","18:08:00","17","164"
"03/01/2018","18:08:00","19","150"
"03/01/2018","18:08:00","20","128"
"03/01/2018","18:08:00","21","136"
"03/01/2018","18:08:00","22","116"
"03/01/2018","18:08:00","24","167"
"03/01/2018","18:08:00","25","162"
"03/01/2018","18:08:00","26","160"
"03/01/2018","18:08:00","27","104"
"03/01/2018","18:08:00","28","310"
"03/01/2018","18:08:00","29","120"
"03/01/2018","18:08:00","30","115"
"03/01/2018","18:08:00","31","132"
"03/01/2018","18:08:00","32","81"
"03/01/2018","18:08:00","34","116"
"03/01/2018","18:09:00","1","171"
"03/01/2018","18:09:00","2","188"
"03/01/2018","18:09:00","4","158"
"03/01/2018","18:09:00","5","147"
"03/01/2018","18:09:00","6","160"
"03/01/2018","18:09:00","7","159"
"03/01/2018","18:09:00","8","145"
"03/01/2018","18:09:00","9","119"
"03/01/2018","18:09:00","10","194"
"03/01/2018","18:09:00","11","183"
"03/01/2018","18:09:00","12","207"
