"Event Date","Event Time","Profiler","Height","Speed","Direction","1","2","3","4","5","1","2","3","4","5","1","2","3","4","5"
"03/09/2022","09:45:00","RWP0001","0.100","7.1","191","-0.20","-1.70","-0.40","","","1","2","2","","","-12","-25","-18","",""
"03/09/2022","09:45:00","RWP0001","0.200","9.0","188","-0.10","-2.20","-0.70","","","2","2","2","","","5","6","5","",""
"03/09/2022","09:45:00","RWP0001","0.300","11.2","189","0.00","-2.70","-0.80","","","2","2","2","","","1","2","4","",""
"03/09/2022","09:45:00","RWP0001","0.400","12.4","187","0.00","-3.00","-1.00","","","2","2","2","","","-22","-24","-23","",""
"03/09/2022","09:45:00","RWP0001","0.500","12.1","186","-0.10","-2.90","-1.00","","","2","2","2","","","-23","-29","-25","",""
"03/09/2022","09:45:00","RWP0001","0.600","13.9","188","-0.10","-3.40","-1.10","","","2","2","2","","","-20","-21","-21","",""
"03/09/2022","09:45:00","RWP0001","0.700","14.7","187","0.00","-3.60","-1.10","","","2","2","2","","","-11","-12","-14","",""
"03/09/2022","09:45:00","RWP0001","0.800","14.7","191","-0.10","-3.60","-0.90","","","4","4","4","","","-10","-10","-11","",""
"03/09/2022","09:45:00","RWP0001","0.900","14.9","195","-0.10","-3.70","-0.70","","","4","4","4","","","-9","-9","-9","",""
"03/09/2022","09:45:00","RWP0001","1.000","14.4","197","-0.10","-3.60","-0.50","","","4","4","4","","","-14","-14","-14","",""
"03/09/2022","09:45:00","RWP0001","1.100","13.9","200","-0.10","-3.50","-0.30","","","4","4","4","","","-10","-9","-11","",""
"03/09/2022","09:45:00","RWP0001","1.200","13.6","204","-0.10","-3.40","-0.10","","","4","4","4","","","-7","-7","-7","",""
"03/09/2022","09:45:00","RWP0001","1.300","13.2","207","-0.10","-3.30","0.10","","","4","4","4","","","-11","-11","-12","",""
"03/09/2022","09:45:00","RWP0001","1.400","11.9","214","-0.10","-3.00","0.50","","","3","4","4","","","-21","-18","-19","",""
"03/09/2022","09:45:00","RWP0001","1.500","13.1","216","0.00","-3.30","0.70","","","4","4","4","","","-16","-20","-21","",""
"03/09/2022","09:45:00","RWP0001","1.600","12.6","217","-0.20","-3.10","0.70","","","1","2","2","","","-18","-15","-15","",""
"03/09/2022","09:45:00","RWP0001","1.700","11.8","220","-0.10","-2.90","0.80","","","2","2","2","","","-12","-12","-13","",""
"03/09/2022","09:45:00","RWP0001","1.800","12.2","224","-0.10","-2.90","1.00","","","2","2","2","","","-17","-14","-16","",""
"03/09/2022","09:45:00","RWP0001","1.900","12.3","228","-0.10","-2.90","1.20","","","2","2","2","","","-18","-18","-19","",""
"03/09/2022","09:45:00","RWP0001","2.000","12.7","227","-0.10","-3.00","1.20","","","1","2","2","","","-21","-21","-22","",""
"03/09/2022","09:45:00","RWP0001","2.100","12.7","227","-0.10","-3.00","1.20","","","2","2","2","","","-20","-21","-19","",""
"03/09/2022","09:45:00","RWP0001","2.200","13.4","228","-0.10","-3.10","1.30","","","2","2","2","","","-16","-18","-16","",""
"03/09/2022","09:45:00","RWP0001","2.300","14.3","227","-0.10","-3.40","1.40","","","2","2","2","","","-21","-23","-22","",""
"03/09/2022","09:45:00","RWP0001","2.400","11.8","219","-0.10","-2.90","0.70","","","2","2","2","","","-18","-25","-21","",""
"03/09/2022","09:45:00","RWP0001","2.500","13.3","217","-0.10","-3.30","0.70","","","2","2","2","","","-16","-22","-18","",""
"03/09/2022","09:45:00","RWP0001","2.600","12.9","215","-0.20","-3.20","0.60","","","2","2","2","","","-24","-24","-27","",""
"03/09/2022","09:45:00","RWP0001","2.700","12.5","212","-0.10","-3.10","0.40","","","2","2","2","","","-15","-15","-20","",""
"03/09/2022","09:45:00","RWP0001","2.800","13.5","211","-0.10","-3.40","0.40","","","2","2","2","","","-19","-16","-23","",""
"03/09/2022","09:45:00","RWP0001","2.900","12.1","211","-0.20","-3.00","0.30","","","2","2","2","","","-21","-23","-25","",""
"03/09/2022","09:45:00","RWP0001","3.000","11.6","209","-0.20","-2.90","0.20","","","2","2","2","","","-22","-23","-23","",""
"03/09/2022","09:45:00","RWP0001","3.100","10.0","207","-0.20","-2.50","0.10","","","2","2","2","","","-24","-24","-24","",""
"03/09/2022","09:45:00","RWP0001","3.200","10.1","208","-0.20","-2.60","0.10","","","2","2","2","","","-19","-18","-19","",""
"03/09/2022","09:45:00","RWP0001","3.300","10.6","207","-0.20","-2.70","0.10","","","2","2","2","","","-18","-18","-18","",""
"03/09/2022","09:45:00","RWP0001","3.400","10.8","208","-0.20","-2.70","0.10","","","2","2","2","","","-21","-23","-22","",""
"03/09/2022","09:45:00","RWP0001","3.500","8.3","215","-0.30","-2.10","0.40","","","2","2","2","","","-24","-21","-22","",""
"03/09/2022","09:45:00","RWP0001","3.600","10.0","212","-0.30","-2.50","0.30","","","2","2","2","","","-14","-15","-17","",""
"03/09/2022","09:45:00","RWP0001","3.700","12.0","208","-0.30","-3.10","0.20","","","2","2","2","","","-15","-16","-18","",""
"03/09/2022","09:45:00","RWP0001","3.800","14.2","208","-0.30","-3.60","0.20","","","2","2","2","","","-27","-27","-29","",""
"03/09/2022","09:45:00","RWP0001","3.900","","","","","-0.70","","","","","2","","","","","-36","",""
"03/09/2022","09:45:00","RWP0001","4.000","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0001","4.100","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0001","4.200","","","0.20","","","","","2","","","","","-38","","","",""
"03/09/2022","09:45:00","RWP0001","4.300","","","-0.40","","","","","1","","","","","-38","","","",""
"03/09/2022","09:45:00","RWP0001","4.400","","","-0.10","","","","","2","","","","","-37","","","",""
"03/09/2022","09:45:00","RWP0001","4.500","","","0.00","","","","","2","","","","","-30","","","",""
"03/09/2022","09:45:00","RWP0001","4.600","","","-0.60","","","","","2","","","","","-35","","","",""
"03/09/2022","09:45:00","RWP0001","4.700","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0001","4.800","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0001","4.900","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0001","5.000","","","","","","","","","","","","","","","","",""
"03/09/2022","09:45:00","RWP0005","0.100","7.1","198","","0.60","-1.70","","","","2","1","","","","-16","-32","",""
"03/09/2022","09:45:00","RWP0005","0.200","10.2","195","","1.00","-2.40","","","","1","2","","","","-6","-19","",""
"03/09/2022","09:45:00","RWP0005","0.300","11.6","194","0.10","1.20","-2.70","","","2","2","2","","","-16","-13","-13","",""
"03/09/2022","09:45:00","RWP0005","0.400","12.9","196","0.10","1.20","-3.10","","","2","2","2","","","-6","-2","-9","",""
"03/09/2022","09:45:00","RWP0005","0.500","13.6","194","0.10","1.30","-3.20","","","2","2","2","","","-13","-14","-17","",""
"03/09/2022","09:45:00","RWP0005","0.600","14.4","194","0.10","1.40","-3.40","","","2","2","2","","","-15","-16","-17","",""
"03/09/2022","09:45:00","RWP0005","0.700","15.1","195","0.00","1.40","-3.60","","","2","2","2","","","-19","-18","-21","",""
"03/09/2022","09:45:00","RWP0005","0.800","13.9","196","0.10","1.20","-3.30","","","4","4","4","","","-17","-12","-15","",""
"03/09/2022","09:45:00","RWP0005","0.900","13.7","198","0.00","1.20","-3.30","","","4","4","4","","","-15","-13","-15","",""
"03/09/2022","09:45:00","RWP0005","1.000","12.9","201","0.00","0.90","-3.10","","","4","4","4","","","-12","-14","-14","",""
"03/09/2022","09:45:00","RWP0005","1.100","12.5","204","0.00","0.70","-3.10","","","4","4","4","","","-14","-14","-14","",""
"03/09/2022","09:45:00","RWP0005","1.200","13.2","208","0.00","0.50","-3.30","","","4","4","4","","","-15","-16","-14","",""
"03/09/2022","09:45:00","RWP0005","1.300","13.0","212","0.00","0.30","-3.30","","","4","4","4","","","-20","-21","-20","",""
"03/09/2022","09:45:00","RWP0005","1.400","13.2","214","0.00","0.20","-3.30","","","3","4","4","","","-22","-19","-17","",""
"03/09/2022","09:45:00","RWP0005","1.500","12.3","218","0.00","0.00","-3.10","","","4","4","4","","","-19","-18","-21","",""
"03/09/2022","09:45:00","RWP0005","1.600","11.6","220","-0.10","-0.20","-2.90","","","2","2","2","","","-14","-9","-15","",""
"03/09/2022","09:45:00","RWP0005","1.700","11.7","223","-0.10","-0.30","-2.90","","","2","2","2","","","-20","-15","-19","",""
"03/09/2022","09:45:00","RWP0005","1.800","11.4","231","0.00","-0.70","-2.80","","","2","2","2","","","-21","-22","-21","",""
"03/09/2022","09:45:00","RWP0005","1.900","11.9","230","0.20","-0.70","-3.00","","","1","2","2","","","-27","-29","-28","",""
"03/09/2022","09:45:00","RWP0005","2.000","10.1","232","0.10","-0.60","-2.50","","","1","2","2","","","-22","-23","-24","",""
"03/09/2022","09:45:00","RWP0005","2.100","11.1","231","0.00","-0.70","-2.70","","","2","2","2","","","-20","-18","-20","",""
"03/09/2022","09:45:00","RWP0005","2.200","11.5","230","0.10","-0.70","-2.80","","","2","2","2","","","-21","-23","-21","",""
"03/09/2022","09:45:00","RWP0005","2.300","11.6","232","0.00","-0.80","-2.80","","","2","2","2","","","-18","-20","-15","",""
"03/09/2022","09:45:00","RWP0005","2.400","11.8","230","0.10","-0.60","-2.90","","","2","2","2","","","-13","-13","-13","",""
"03/09/2022","09:45:00","RWP0005","2.500","12.1","226","0.00","-0.50","-3.00","","","2","2","2","","","-7","-9","-8","",""
"03/09/2022","09:45:00","RWP0005","2.600","13.4","222","0.00","-0.30","-3.40","","","2","2","2","","","-8","-15","-10","",""
"03/09/2022","09:45:00","RWP0005","2.700","15.2","218","0.00","-0.10","-3.90","","","2","2","2","","","-23","-24","-19","",""
"03/09/2022","09:45:00","RWP0005","2.800","16.5","220","-0.10","-0.20","-4.20","","","2","2","2","","","-34","-30","-30","",""
"03/09/2022","09:45:00","RWP0005","2.900","12.8","220","0.00","-0.20","-3.20","","","2","2","2","","","-26","-23","-26","",""
"03/09/2022","09:45:00","RWP0005","3.000","11.8","219","0.00","-0.10","-3.00","","","2","2","2","","","-18","-19","-19","",""
"03/09/2022","09:45:00","RWP0005","3.100","12.4","217","0.00","0.00","-3.10","","","2","2","2","","","-17","-22","-18","",""
"03/09/2022","09:45:00","RWP0005","3.200","12.2","213","0.00","0.20","-3.10","","","2","2","2","","","-22","-27","-24","",""
"03/09/2022","09:45:00","RWP0005","3.300","12.1","214","0.10","0.20","-3.10","","","2","2","2","","","-26","-32","-28","",""
