"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"04/01/2022","12:24:02.2090895","28.358056","-80.706389","-9.20","Real","0.80","0.20","326","42,45,46,47,48,49"
"04/01/2022","12:24:19.4144175","28.135833","-81.003889","-75.00","Real","0.10","0.10","23","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:24:19.6138511","28.133056","-81.003333","-17.20","Real","0.40","0.10","23","42,44,45,46,48,49,50,51"
"04/01/2022","12:24:26.3678104","29.110000","-78.892222","-46.30","Real","9.50","0.60","71","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:24:27.6103293","28.093056","-80.850000","-20.90","Real","0.20","0.10","349","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:24:27.6422178","28.092500","-80.850556","-7.30","Real","0.40","0.20","360","42,44,51"
"04/01/2022","12:24:27.7188691","28.094444","-80.846944","-22.60","Real","0.20","0.10","347","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:24:27.9166255","28.092778","-80.850278","-8.90","Real","0.30","0.20","355","42,44,51"
"04/01/2022","12:24:27.9819879","28.092500","-80.850000","-18.30","Real","0.20","0.10","350","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:24:28.0268470","28.093333","-80.850833","-6.80","Real","0.70","0.20","350","42,44"
"04/01/2022","12:24:28.0319263","28.094444","-80.848889","-10.90","Real","0.30","0.10","354","42,44,45,50,51"
"04/01/2022","12:24:28.4405186","28.147222","-80.852500","-10.10","Real","0.20","0.10","336","42,44,50,51"
"04/01/2022","12:24:28.6015195","28.146389","-80.852500","-10.80","Real","0.20","0.10","339","42,44,45,50,51"
"04/01/2022","12:24:28.8866567","28.145556","-80.852778","-8.30","Real","0.20","0.10","342","42,44,51"
"04/01/2022","12:24:32.1243773","28.331944","-80.645833","3.50","Real","0.10","0.10","337","42,50,51"
"04/01/2022","12:25:04.9645111","29.106111","-78.869167","-52.10","Real","9.70","0.70","71","42,47,48,49,50,51"
"04/01/2022","12:25:19.8265408","28.327778","-80.672500","-45.40","Real","0.10","0.10","331","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:19.8453609","28.326944","-80.672500","-5.90","Real","0.40","0.20","25","42,50"
"04/01/2022","12:25:20.2188641","28.326389","-80.672500","-47.10","Real","0.10","0.10","47","42,44,45,47,48,49,50,51"
"04/01/2022","12:25:20.3028639","28.328611","-80.668889","-47.00","Real","0.10","0.10","328","42,51"
"04/01/2022","12:25:20.3573755","28.325556","-80.669722","-43.50","Real","0.20","0.10","345","45,46,47,48,49,51"
"04/01/2022","12:25:20.6229275","28.328056","-80.673611","-20.60","Real","0.10","0.10","21","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:20.7803798","28.326944","-80.673056","-7.60","Real","0.10","0.10","325","42,44,50,51"
"04/01/2022","12:25:20.7931054","28.327500","-80.673333","-8.50","Real","0.10","0.10","8","42,44,48,49,50"
"04/01/2022","12:25:20.9234357","28.327222","-80.673056","-11.20","Real","0.10","0.10","326","42,44,45,46,48,49,50,51"
"04/01/2022","12:25:21.1311477","28.164444","-80.635278","-66.50","Real","0.10","0.10","348","42,44,45,47,48,49,50,51"
"04/01/2022","12:25:21.2540933","28.170278","-80.634722","-32.00","Real","0.30","0.10","1","42,45,46,47,48,49,50,51"
"04/01/2022","12:25:21.4516379","28.165556","-80.637222","-8.40","Real","0.20","0.10","13","42,44,50,51"
"04/01/2022","12:25:21.6297207","28.167222","-80.636944","-9.60","Real","0.20","0.10","14","42,44,50,51"
"04/01/2022","12:25:31.6369945","29.115278","-78.823056","-56.20","Real","10.00","0.70","71","42,47,48,49,50,51"
"04/01/2022","12:25:31.7492590","29.114722","-78.859444","-59.20","Real","8.90","0.60","71","42,45,46,47,48,49,50,51"
"04/01/2022","12:25:31.8263519","29.116667","-78.837222","-57.40","Real","9.10","0.60","71","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:32.0092541","29.113611","-78.846944","-71.90","Real","7.90","0.60","71","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:58.4186243","28.098056","-80.840556","-53.20","Real","0.10","0.10","349","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:58.4727186","28.096111","-80.840833","-30.60","Real","0.20","0.10","339","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:25:58.5497586","28.090278","-80.835556","-42.80","Real","0.90","0.20","349","42,45,46,47,48,49,50,51"
"04/01/2022","12:25:58.6129510","28.098056","-80.840833","-21.70","Real","0.10","0.10","351","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:13.5551822","28.093889","-80.824167","-36.10","Real","0.20","0.10","337","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:13.5699327","28.092500","-80.826389","-6.80","Real","0.40","0.20","4","42,44,51"
"04/01/2022","12:26:13.9264185","28.095000","-80.824722","-37.90","Real","0.10","0.10","360","42,44,46,47,48,49,50,51"
"04/01/2022","12:26:13.9964739","28.096389","-80.824722","-31.40","Real","0.10","0.10","357","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:14.0432206","28.096111","-80.825556","-6.30","Real","0.50","0.20","3","42,44,51"
"04/01/2022","12:26:14.0618581","28.093611","-80.825833","-7.30","Real","0.40","0.20","4","42,44,51"
"04/01/2022","12:26:14.2055151","28.089722","-80.825278","-21.30","Real","0.40","0.10","33","42,45,46,47,48,49,50,51"
"04/01/2022","12:26:14.2755767","28.095000","-80.825556","-11.00","Real","0.30","0.20","2","42,44,50,51"
"04/01/2022","12:26:14.3397831","28.094722","-80.825833","-13.10","Real","1.30","0.20","42","42,50,51"
"04/01/2022","12:26:14.4475398","28.093611","-80.826111","-6.90","Real","0.40","0.20","3","42,44,51"
"04/01/2022","12:26:14.4785589","28.093056","-80.826389","-9.20","Real","0.30","0.20","2","42,44,51"
"04/01/2022","12:26:14.5122945","28.095833","-80.825556","-11.10","Real","0.30","0.20","1","42,44,50,51"
"04/01/2022","12:26:30.1220963","28.117778","-80.876111","-63.70","Real","0.10","0.10","347","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:30.1520048","28.117778","-80.876389","-14.90","Real","0.20","0.10","350","42,44,45,46,48,49,50,51"
"04/01/2022","12:26:30.2236903","28.107500","-80.882500","-25.30","Real","0.30","0.10","31","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:30.2539437","28.099167","-80.885556","-6.30","Real","0.70","0.20","355","42,44"
"04/01/2022","12:26:57.4718012","28.093333","-80.815833","-34.20","Real","0.10","0.10","354","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:57.5032115","28.092222","-80.816111","-25.30","Real","0.10","0.10","356","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:57.5323279","28.095556","-80.814444","-38.10","Real","0.20","0.10","33","42,45,46,47,48,49,50,51"
"04/01/2022","12:26:57.6368149","28.084167","-80.813611","-22.90","Real","0.10","0.10","353","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:57.9089812","28.100278","-80.806111","-42.40","Real","0.20","0.10","36","42,44,46,47,48,49,50,51"
"04/01/2022","12:26:58.0071981","28.095278","-80.808333","-36.20","Real","0.20","0.10","31","42,45,46,47,48,49,50,51"
"04/01/2022","12:26:58.0560147","28.088611","-80.811111","-6.70","Real","0.40","0.20","0","42,44,51"
"04/01/2022","12:26:58.1377107","28.096111","-80.808056","-48.40","Real","0.20","0.10","31","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:26:58.1831910","28.092500","-80.810556","-6.90","Real","0.40","0.20","359","42,44,51"
"04/01/2022","12:26:58.4712168","28.091944","-80.811111","-5.80","Real","0.80","0.20","350","42,44"
"04/01/2022","12:27:03.9491610","28.111667","-80.788333","6.50","Real","0.60","0.20","344","42,44"
"04/01/2022","12:27:43.3519177","28.132500","-80.880278","-50.30","Real","0.10","0.10","36","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:27:43.3773223","28.129722","-80.883333","-30.60","Real","0.10","0.10","343","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:27:43.4073335","28.129722","-80.881389","-38.70","Real","0.20","0.10","35","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:27:43.4234691","28.130556","-80.882500","-12.50","Real","0.20","0.10","347","42,44,45,46,50,51"
"04/01/2022","12:27:48.3248699","28.161944","-80.761111","-17.80","Real","0.10","0.10","44","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:27:48.4033633","28.175278","-80.760556","-10.10","Real","0.10","0.10","40","42,44,50,51"
"04/01/2022","12:28:05.6319785","28.103333","-80.804722","-15.10","Real","0.20","0.10","358","42,44,45,46,48,49,50,51"
"04/01/2022","12:28:05.6829019","28.095556","-80.791667","-19.60","Real","0.20","0.10","358","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:05.6838132","28.098056","-80.824167","-12.60","Real","0.20","0.10","357","42,44,45,46,48,49,50,51"
"04/01/2022","12:28:05.7318383","28.105556","-80.818611","-7.00","Real","0.40","0.20","354","44,50,51"
"04/01/2022","12:28:05.7348842","28.097222","-80.825278","-7.90","Real","0.40","0.20","358","42,44,51"
"04/01/2022","12:28:06.1098633","28.104722","-80.811389","-6.80","Real","0.60","0.20","345","42,44"
"04/01/2022","12:28:06.3039712","28.095278","-80.791944","-33.40","Real","0.20","0.10","31","42,45,46,47,48,49,50,51"
"04/01/2022","12:28:06.4498064","28.167222","-80.938889","-34.20","Real","0.40","0.10","9","45,46,47,48,49,50,51"
"04/01/2022","12:28:06.4498066","28.169722","-80.939722","-36.40","Real","0.30","0.10","357","42,44"
"04/01/2022","12:28:06.5592322","28.140833","-80.915000","-29.00","Real","0.20","0.10","34","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:11.2499530","28.088056","-81.031111","55.20","Real","0.20","0.10","24","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:19.9669223","28.176389","-80.791667","7.70","Real","0.30","0.20","328","42,44,51"
"04/01/2022","12:28:20.4701230","28.107222","-80.798611","-48.70","Real","0.30","0.10","8","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:20.5641786","28.110556","-80.794444","-10.10","Real","1.40","0.20","41","42,50,51"
"04/01/2022","12:28:20.6879777","28.107222","-80.799722","-18.60","Real","0.10","0.10","360","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:20.7589579","28.103611","-80.800278","-6.30","Real","0.40","0.20","1","42,44,51"
"04/01/2022","12:28:20.7779146","28.106944","-80.799444","-13.70","Real","0.20","0.10","0","42,44,45,46,48,49,50,51"
"04/01/2022","12:28:20.9305972","28.106389","-80.801111","-14.30","Real","0.20","0.10","1","42,44,45,46,48,49,50,51"
"04/01/2022","12:28:52.8456640","28.526667","-80.031389","49.30","Real","0.60","0.10","88","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:28:55.6420765","28.187500","-80.915833","-31.30","Real","0.20","0.10","47","42,46,47,48,49,50,51"
"04/01/2022","12:28:56.8061856","28.087778","-80.801389","-16.20","Real","0.20","0.10","358","42,44,45,46,48,49,50,51"
"04/01/2022","12:29:23.4978523","28.124722","-80.868611","-27.20","Real","0.10","0.10","340","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:29:23.5398839","28.113889","-80.878056","-23.10","Real","0.10","0.10","347","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:29:23.5976488","28.127222","-80.870556","-25.10","Real","0.10","0.10","341","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:29:23.6529785","28.113889","-80.878333","-19.40","Real","0.20","0.10","348","42,44,45,46,47,48,49,50,51"
"04/01/2022","12:29:23.8293564","28.111944","-80.878889","-12.40","Real","0.20","0.10","352","42,44,45,50,51"
