"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"06/12/2022","13:45:00","0002 NW  SE","6","5","","","","","","","","83.3","","75.7","78",""
"06/12/2022","13:45:00","0002 NW  SE","12","5","181","6","193","11","174","12","14","","","","",""
"06/12/2022","13:45:00","0002 NW  SE","54","5","181","10","181","13","175","14","7","79.3","-4.0","74.8","86",""
"06/12/2022","13:45:00","0002 NW  SE","90","5","186","11","183","14","185","15","6","","","","",""
"06/12/2022","13:45:00","0002 NW  SE","145","5","181","12","183","15","178","16","5","","","","",""
"06/12/2022","13:45:00","0002 NW  SE","204","5","182","13","186","15","186","15","4","79.0","","76.1","91",""
"06/12/2022","13:45:00","0006 NW  SE","6","5","","","","","","","","81.6","","74.8","80",""
"06/12/2022","13:45:00","0006 NW  SE","12","5","193","4","224","11","201","11","25","","","","",""
"06/12/2022","13:45:00","0006 NW  SE","54","5","196","9","191","16","195","19","14","80.7","-0.9","74.7","82",""
"06/12/2022","13:45:00","0006 NW  SE","162","5","195","14","188","18","201","21","9","","","","",""
"06/12/2022","13:45:00","0006 NW  SE","204","5","193","14","185","18","198","21","8","79.6","","73.3","81",""
"06/12/2022","13:45:00","SLC 40","150","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","SLC 40","151","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","SLC 40","152","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","SLC 41","50","5","200","9","190","16","190","16","11","","","","",""
"06/12/2022","13:45:00","SLC 41","51","5","201","7","197","11","198","14","13","","","","",""
"06/12/2022","13:45:00","SLC 41","230","5","197","13","194","19","194","19","7","","","","",""
"06/12/2022","13:45:00","SLC 41","231","5","198","10","200","15","196","17","9","","","","",""
"06/12/2022","13:45:00","0110 NW  SE","6","5","","","","","","","","81.5","","75.8","83",""
"06/12/2022","13:45:00","0110 NW  SE","12","5","198","5","181","11","181","11","22","","","","",""
"06/12/2022","13:45:00","0110 NW  SE","54","5","195","10","188","15","188","15","13","80.2","-1.3","75.3","85",""
"06/12/2022","13:45:00","0110 NW  SE","162","5","193","13","193","17","190","17","8","","","","",""
"06/12/2022","13:45:00","0110 NW  SE","204","5","190","13","182","16","180","17","7","79.2","","75.0","87",""
"06/12/2022","13:45:00","0313 NE  SW","6","5","","","","","","","","82.1","","77.1","85","1016.7"
"06/12/2022","13:45:00","0313 NE  SW","12","5","184","6","153","13","153","13","22","","","","",""
"06/12/2022","13:45:00","0313 NE  SW","54","5","194","10","192","18","185","19","14","80.8","-1.3","74.8","82",""
"06/12/2022","13:45:00","0313 NE  SW","162","5","197","15","201","20","221","20","8","","","","",""
"06/12/2022","13:45:00","0313 NE  SW","204","5","195","16","193","22","193","22","7","79.7","","74.4","84",""
"06/12/2022","13:45:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","0313 NE  SW","394","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","0313 NE  SW","492","5","","","","","","","","","","","79",""
"06/12/2022","13:45:00","0002 SE  SE","6","5","","","","","","","","82.8","","78.2","86",""
"06/12/2022","13:45:00","0002 SE  SE","12","5","184","7","174","12","196","12","14","","","","",""
"06/12/2022","13:45:00","0002 SE  SE","54","5","182","10","179","13","190","14","8","82.3","-0.5","76.3","82",""
"06/12/2022","13:45:00","0002 SE  SE","90","5","196","10","206","15","206","15","6","","","","",""
"06/12/2022","13:45:00","0002 SE  SE","145","5","185","12","184","15","183","15","5","","","","",""
"06/12/2022","13:45:00","0002 SE  SE","204","5","190","12","195","15","194","16","4","79.2","","75.3","88",""
"06/12/2022","13:45:00","0006 SE  SE","6","5","","","","","","","","82.1","","74.9","79",""
"06/12/2022","13:45:00","0006 SE  SE","12","5","201","4","255","10","233","12","27","","","","",""
"06/12/2022","13:45:00","0006 SE  SE","54","5","194","9","191","15","186","19","15","80.3","-1.8","73.6","80",""
"06/12/2022","13:45:00","0006 SE  SE","162","5","197","14","190","19","204","21","9","","","","",""
"06/12/2022","13:45:00","0006 SE  SE","204","5","199","15","191","19","206","21","8","79.3","","79.3","100",""
"06/12/2022","13:45:00","0110 SE  SE","6","5","","","","","","","","81.7","","75.7","82",""
"06/12/2022","13:45:00","0110 SE  SE","12","5","206","5","212","10","202","11","23","","","","",""
"06/12/2022","13:45:00","0110 SE  SE","54","5","205","10","209","15","203","15","13","80.5","-1.2","77.3","90",""
"06/12/2022","13:45:00","0110 SE  SE","162","5","201","13","201","16","197","17","8","","","","",""
"06/12/2022","13:45:00","0110 SE  SE","204","5","198","13","188","17","188","18","7","78.8","","74.3","86",""
"06/12/2022","13:45:00","0313 SW  SW","6","5","","","","","","","","82.0","","","",""
"06/12/2022","13:45:00","0313 SW  SW","12","5","177","6","172","13","172","13","23","","","","",""
"06/12/2022","13:45:00","0313 SW  SW","54","5","193","9","192","18","192","18","17","80.2","-1.8","74.9","84",""
"06/12/2022","13:45:00","0313 SW  SW","162","5","201","14","196","18","216","19","9","","","","",""
"06/12/2022","13:45:00","0313 SW  SW","204","5","195","15","187","19","187","19","9","80.0","","73.6","81",""
"06/12/2022","13:45:00","0313 SW  SW","295","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","0313 SW  SW","394","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","0313 SW  SW","492","5","","","","","","","","","","","",""
"06/12/2022","13:45:00","VAB 01","195","5","","","","","","","","80.3","","74.7","83",""
"06/12/2022","13:45:00","VAB 01","359","5","","","","","","","","80.0","","74.0","82",""
"06/12/2022","13:50:00","0002 NW  SE","6","5","","","","","","","","83.4","","75.8","78",""
"06/12/2022","13:50:00","0002 NW  SE","12","5","175","7","184","11","193","11","14","","","","",""
"06/12/2022","13:50:00","0002 NW  SE","54","5","172","9","176","13","181","13","8","79.1","-4.3","75.2","88",""
"06/12/2022","13:50:00","0002 NW  SE","90","5","178","10","179","13","183","14","7","","","","",""
"06/12/2022","13:50:00","0002 NW  SE","145","5","175","11","177","14","183","15","6","","","","",""
"06/12/2022","13:50:00","0002 NW  SE","204","5","178","12","180","14","186","15","5","78.7","","75.9","91",""
"06/12/2022","13:50:00","0006 NW  SE","6","5","","","","","","","","81.0","","74.3","80",""
"06/12/2022","13:50:00","0006 NW  SE","12","5","195","5","209","11","224","11","25","","","","",""
"06/12/2022","13:50:00","0006 NW  SE","54","5","196","11","205","19","205","19","14","80.6","-0.4","74.6","82",""
"06/12/2022","13:50:00","0006 NW  SE","162","5","196","15","200","21","200","21","8","","","","",""
"06/12/2022","13:50:00","0006 NW  SE","204","5","194","16","194","22","194","22","7","79.5","","73.2","81",""
"06/12/2022","13:50:00","SLC 40","150","5","","","","","","","","","","","",""
"06/12/2022","13:50:00","SLC 40","151","5","","","","","","","","","","","",""
"06/12/2022","13:50:00","SLC 40","152","5","","","","","","","","","","","",""
"06/12/2022","13:50:00","SLC 41","50","5","194","10","195","14","190","16","11","","","","",""
"06/12/2022","13:50:00","SLC 41","51","5","200","10","198","15","198","15","13","","","","",""
"06/12/2022","13:50:00","SLC 41","230","5","196","14","195","18","194","19","7","","","","",""
"06/12/2022","13:50:00","SLC 41","231","5","202","12","200","15","200","15","10","","","","",""
"06/12/2022","13:50:00","0110 NW  SE","6","5","","","","","","","","81.6","","75.2","81",""
"06/12/2022","13:50:00","0110 NW  SE","12","5","200","5","185","11","181","11","22","","","","",""
"06/12/2022","13:50:00","0110 NW  SE","54","5","198","10","204","15","204","15","14","80.0","-1.6","74.4","83",""
"06/12/2022","13:50:00","0110 NW  SE","162","5","196","14","186","18","186","18","8","","","","",""
"06/12/2022","13:50:00","0110 NW  SE","204","5","192","13","182","17","182","17","8","79.5","","74.9","86",""
"06/12/2022","13:50:00","0313 NE  SW","6","5","","","","","","","","82.0","","76.7","84","1016.6"
"06/12/2022","13:50:00","0313 NE  SW","12","5","186","7","187","12","153","13","22","","","","",""
"06/12/2022","13:50:00","0313 NE  SW","54","5","188","12","190","18","192","18","14","80.6","-1.4","74.2","81",""
"06/12/2022","13:50:00","0313 NE  SW","162","5","194","14","189","18","201","20","8","","","","",""
"06/12/2022","13:50:00","0313 NE  SW","204","5","193","15","198","18","193","22","7","79.8","","74.9","85",""
"06/12/2022","13:50:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"06/12/2022","13:50:00","0313 NE  SW","394","5","","","","","","","","","","","",""
"06/12/2022","13:50:00","0313 NE  SW","492","5","","","","","","","","","","","79",""
"06/12/2022","13:50:00","0002 SE  SE","6","5","","","","","","","","82.4","","78.5","88",""
"06/12/2022","13:50:00","0002 SE  SE","12","5","180","6","186","11","174","12","14","","","","",""
"06/12/2022","13:50:00","0002 SE  SE","54","5","173","9","179","13","179","13","9","82.4","0.0","76.7","83",""
"06/12/2022","13:50:00","0002 SE  SE","90","5","189","9","193","13","206","15","7","","","","",""
"06/12/2022","13:50:00","0002 SE  SE","145","5","178","11","184","13","184","15","6","","","","",""
"06/12/2022","13:50:00","0002 SE  SE","204","5","185","12","194","14","195","15","5","78.8","","74.6","87",""
"06/12/2022","13:50:00","0006 SE  SE","6","5","","","","","","","","81.5","","74.4","79",""
"06/12/2022","13:50:00","0006 SE  SE","12","5","207","4","187","12","187","12","27","","","","",""
"06/12/2022","13:50:00","0006 SE  SE","54","5","195","11","199","19","199","19","15","80.1","-1.4","73.4","80",""
"06/12/2022","13:50:00","0006 SE  SE","162","5","197","15","212","21","212","21","8","","","","",""
"06/12/2022","13:50:00","0006 SE  SE","204","5","200","16","200","21","200","21","8","79.4","","79.4","100",""
"06/12/2022","13:50:00","0110 SE  SE","6","5","","","","","","","","81.7","","75.3","81",""
"06/12/2022","13:50:00","0110 SE  SE","12","5","207","5","191","10","212","10","23","","","","",""
"06/12/2022","13:50:00","0110 SE  SE","54","5","208","11","210","15","209","15","13","80.4","-1.3","76.9","89",""
"06/12/2022","13:50:00","0110 SE  SE","162","5","204","13","208","16","208","16","8","","","","",""
"06/12/2022","13:50:00","0110 SE  SE","204","5","199","14","197","19","197","19","8","79.0","","74.1","85",""
"06/12/2022","13:50:00","0313 SW  SW","6","5","","","","","","","","82.2","","","",""
