"Event Date","Event Time","Latitude","Longitude","Signal Strength","Event","SemiMajor Axis 50% CI","SemiMinor Axis 50% CI","Ellipse Angle","Sensors"
"06/12/2022","13:58:25.8127943","28.243333","-79.528333","-49.70","Real","3.20","0.30","283","42,44,45,46,47,48,49,50,51"
"06/12/2022","13:58:25.8531547","28.249722","-79.559722","-29.70","Real","6.50","0.70","281","49,50,51"
"06/12/2022","14:02:31.3481065","28.258056","-79.525000","-79.60","Real","2.20","0.30","282","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:02:31.3914920","28.223333","-79.468611","-54.70","Real","3.40","0.30","283","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:02:31.4089539","28.231944","-79.520833","-30.50","Real","4.60","0.40","283","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:03:45.1571182","28.240833","-79.508889","-38.50","Real","4.00","0.40","283","42,44,45,46,47,48,49,51"
"06/12/2022","14:04:24.7151897","28.278611","-79.494167","-35.20","Real","5.70","0.50","280","42,48,49,50,51"
"06/12/2022","14:05:52.9275440","28.332222","-79.572222","-62.80","Real","2.20","0.30","279","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:08:17.6878734","28.310556","-79.478333","-39.40","Real","4.00","0.40","279","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:11:24.9235890","28.316111","-79.495278","-52.00","Real","3.10","0.30","279","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:13:09.0820361","28.314722","-79.505833","-69.60","Real","2.40","0.30","279","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:13:09.1668810","28.305833","-79.497500","-56.30","Real","2.90","0.30","280","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:14:28.5017981","28.406389","-79.499722","-54.00","Real","2.80","0.30","275","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:15:34.6697523","28.326944","-79.587500","-34.30","Real","3.60","0.40","280","42,45,46,47,48,49,50,51"
"06/12/2022","14:17:17.2640138","28.346389","-79.405833","-55.40","Real","3.50","0.40","277","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:17:17.6195426","28.344444","-79.410278","-35.20","Real","7.40","0.70","275","42,49,50,51"
"06/12/2022","14:20:08.1321152","28.373333","-79.465556","-38.10","Real","4.00","0.40","276","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:20:59.1667690","28.394167","-79.477500","-29.30","Real","7.20","0.60","273","42,49,50,51"
"06/12/2022","14:20:59.4062806","28.392778","-79.501667","-33.90","Real","5.40","0.50","274","42,48,49,50,51"
"06/12/2022","14:22:15.8451709","28.349167","-79.462500","-55.00","Real","3.10","0.30","278","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:23:48.6460280","28.409722","-79.486111","-36.30","Real","4.10","0.40","275","42,45,46,47,48,49,50,51"
"06/12/2022","14:23:48.7871106","28.403333","-79.451111","-37.30","Real","4.10","0.40","275","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:23:48.9529124","28.406389","-79.469444","-31.30","Real","7.00","0.60","272","42,49,50,51"
"06/12/2022","14:24:47.3555730","28.229722","-79.536667","-61.80","Real","2.60","0.30","284","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:24:47.4574678","28.213889","-79.513333","-49.30","Real","3.40","0.40","284","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:24:47.5391909","28.225278","-79.570278","-31.20","Real","5.50","0.50","283","42,48,49,50,51"
"06/12/2022","14:26:18.5126955","28.316111","-79.460833","-98.10","Real","2.00","0.20","279","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:27:36.3411578","28.216944","-79.572500","-99.60","Real","1.70","0.20","285","42,44,45,46,47,48,49,51"
"06/12/2022","14:27:36.5899692","28.207778","-79.501389","-25.80","Real","7.90","0.70","283","42,48,49,51"
"06/12/2022","14:28:50.2375474","28.219167","-79.570833","-125.10","Real","1.40","0.20","285","42,44,45,46,47,48,49,50,51"
"06/12/2022","14:28:50.9251783","28.232500","-79.547222","-20.90","Real","8.30","0.70","282","42,49,50,51"
"06/12/2022","15:13:21.7786181","29.273056","-82.526944","-50.70","Real","9.30","0.70","296","42,44,45,46,47,48,50"
"06/12/2022","17:03:50.1328430","27.393889","-81.721111","-40.60","Real","6.90","0.60","37","42,44,45,46,50,51"
