"Event Date","Event Time","Mill Number","One Minute Mean"
"02/10/2015","19:03:00","1","172"
"02/10/2015","19:03:00","2","165"
"02/10/2015","19:03:00","4","296"
"02/10/2015","19:03:00","5","142"
"02/10/2015","19:03:00","6","118"
"02/10/2015","19:03:00","7","174"
"02/10/2015","19:03:00","8","146"
"02/10/2015","19:03:00","9","166"
"02/10/2015","19:03:00","10","142"
"02/10/2015","19:03:00","11","139"
"02/10/2015","19:03:00","12","127"
"02/10/2015","19:03:00","13","167"
"02/10/2015","19:03:00","14","186"
"02/10/2015","19:03:00","15","101"
"02/10/2015","19:03:00","16","119"
"02/10/2015","19:03:00","17","151"
"02/10/2015","19:03:00","18","131"
"02/10/2015","19:03:00","19","128"
"02/10/2015","19:03:00","20","136"
"02/10/2015","19:03:00","21","135"
"02/10/2015","19:03:00","22","178"
"02/10/2015","19:03:00","24","115"
"02/10/2015","19:03:00","25","8"
"02/10/2015","19:03:00","26","172"
"02/10/2015","19:03:00","27","160"
"02/10/2015","19:03:00","28","145"
"02/10/2015","19:03:00","29","164"
"02/10/2015","19:03:00","30","199"
"02/10/2015","19:03:00","31","170"
"02/10/2015","19:03:00","32","165"
"02/10/2015","19:03:00","34","201"
"02/10/2015","19:04:00","1","202"
"02/10/2015","19:04:00","2","166"
"02/10/2015","19:04:00","4","282"
"02/10/2015","19:04:00","5","145"
"02/10/2015","19:04:00","6","125"
"02/10/2015","19:04:00","7","165"
"02/10/2015","19:04:00","8","147"
"02/10/2015","19:04:00","9","148"
"02/10/2015","19:04:00","10","141"
"02/10/2015","19:04:00","11","154"
"02/10/2015","19:04:00","12","105"
"02/10/2015","19:04:00","13","142"
"02/10/2015","19:04:00","14","158"
"02/10/2015","19:04:00","15","110"
"02/10/2015","19:04:00","16","143"
"02/10/2015","19:04:00","17","153"
"02/10/2015","19:04:00","18","139"
"02/10/2015","19:04:00","19","110"
"02/10/2015","19:04:00","20","133"
"02/10/2015","19:04:00","21","153"
"02/10/2015","19:04:00","22","163"
"02/10/2015","19:04:00","24","128"
"02/10/2015","19:04:00","26","164"
"02/10/2015","19:04:00","27","143"
"02/10/2015","19:04:00","28","152"
"02/10/2015","19:04:00","29","158"
"02/10/2015","19:04:00","30","180"
"02/10/2015","19:04:00","31","175"
"02/10/2015","19:04:00","32","141"
"02/10/2015","19:04:00","34","198"
"02/10/2015","19:05:00","1","220"
"02/10/2015","19:05:00","2","154"
"02/10/2015","19:05:00","4","208"
"02/10/2015","19:05:00","5","136"
"02/10/2015","19:05:00","6","149"
"02/10/2015","19:05:00","7","158"
"02/10/2015","19:05:00","8","150"
"02/10/2015","19:05:00","9","145"
"02/10/2015","19:05:00","10","162"
"02/10/2015","19:05:00","11","160"
"02/10/2015","19:05:00","12","98"
"02/10/2015","19:05:00","13","145"
"02/10/2015","19:05:00","14","154"
"02/10/2015","19:05:00","15","125"
"02/10/2015","19:05:00","16","158"
"02/10/2015","19:05:00","17","166"
"02/10/2015","19:05:00","18","143"
"02/10/2015","19:05:00","19","123"
"02/10/2015","19:05:00","20","147"
"02/10/2015","19:05:00","21","170"
"02/10/2015","19:05:00","22","164"
"02/10/2015","19:05:00","24","146"
"02/10/2015","19:05:00","26","150"
"02/10/2015","19:05:00","27","127"
"02/10/2015","19:05:00","28","141"
"02/10/2015","19:05:00","29","128"
"02/10/2015","19:05:00","30","165"
"02/10/2015","19:05:00","31","144"
"02/10/2015","19:05:00","32","132"
"02/10/2015","19:05:00","34","152"
"02/10/2015","19:06:00","1","189"
"02/10/2015","19:06:00","2","156"
"02/10/2015","19:06:00","4","195"
"02/10/2015","19:06:00","5","140"
"02/10/2015","19:06:00","6","158"
